CONFIG_ID;IS_ELITE;IS_BEST;algorithm;localsearch;alpha;beta;rho;ants;q0;rasrank;elitistants;nnls;dlb;ORIGINAL_CONFIG_ID;TESTING_CONFIG_ID
29;TRUE;FALSE;mmas;3;0.92;3.77;0.89;61;NA;NA;NA;48;0;29;29
39;TRUE;FALSE;acs;3;1.62;4.56;0.88;11;0.44;NA;NA;16;0;39;39
57;TRUE;FALSE;ras;3;2.71;2.37;0.97;80;NA;18;NA;41;1;57;57
67;TRUE;FALSE;eas;3;4.16;5.57;0.99;46;NA;NA;6;14;1;67;67
87;TRUE;FALSE;acs;3;3.69;9.63;0.53;19;0.94;NA;NA;12;0;87;87
108;TRUE;FALSE;acs;3;2.23;6.39;0.95;25;0.37;NA;NA;10;1;108;108
151;TRUE;FALSE;acs;3;3.15;2.05;0.93;36;0.08;NA;NA;40;1;151;151
167;TRUE;FALSE;acs;3;4.26;7.53;0.53;72;0.63;NA;NA;41;1;167;167
194;TRUE;FALSE;acs;3;3.82;3.71;0.66;75;0.97;NA;NA;50;0;194;194
201;TRUE;FALSE;ras;3;4.29;4.65;0.93;82;NA;22;NA;47;0;201;201
226;TRUE;FALSE;ras;3;2.74;1.46;0.97;85;NA;40;NA;29;1;226;226
227;TRUE;FALSE;ras;3;2.53;1.23;0.87;65;NA;13;NA;37;1;227;227
275;TRUE;FALSE;ras;3;2.47;1.11;0.81;89;NA;34;NA;20;1;275;275
281;TRUE;FALSE;ras;3;2.87;1.07;0.88;76;NA;31;NA;37;1;281;281
284;TRUE;FALSE;ras;3;2.78;1.51;0.93;81;NA;31;NA;28;1;284;284
290;TRUE;FALSE;ras;3;3.46;1.95;0.88;96;NA;34;NA;22;0;290;290
314;TRUE;FALSE;ras;3;2.23;1.34;0.94;68;NA;21;NA;50;1;314;314
326;TRUE;FALSE;ras;3;2.45;1.33;0.83;63;NA;28;NA;42;1;326;326
335;TRUE;FALSE;ras;3;2.72;0.58;0.83;97;NA;26;NA;20;1;335;335
339;TRUE;FALSE;ras;3;2.51;1.79;0.88;96;NA;15;NA;26;1;339;339
367;TRUE;FALSE;ras;3;3.05;2.9;0.92;85;NA;23;NA;15;0;367;367
384;TRUE;FALSE;ras;3;2.37;1.42;0.96;73;NA;22;NA;50;1;384;384
409;TRUE;TRUE;ras;3;2.78;3.29;0.77;76;NA;12;NA;17;0;409;409
410;TRUE;FALSE;ras;3;2.43;1.82;0.85;96;NA;15;NA;27;1;410;410
412;TRUE;FALSE;ras;3;2.49;0.53;0.7;64;NA;23;NA;46;1;412;412
