CONFIG_ID;B;M;INSTANCES;BR;MR;BNR;MNR;BG;MG;BRG;MRG;BNRG;MNRG
69;0.086155237107827;212083.947101547;50;2;11.5;0.0434782608695652;0.456521739130435;0.950732732777682;405.009772231308;2;11.5;0.0434782608695652;0.456521739130435
64;0.1164533634623;192597.189359612;50;1;14.04;0;0.56695652173913;0;121.721560367273;1;14.04;0;0.56695652173913
82;0.277891715125665;392631.800499578;50;1;11.28;0;0.44695652173913;0;6468.60753976276;1;11.28;0;0.44695652173913
106;0.297847920015121;399844.581706049;50;1;8.28;0;0.316521739130435;0;310.129164407978;1;8.28;0;0.316521739130435
63;0.614987933286382;346592.638223419;50;2;10.84;0.0434782608695652;0.427826086956522;0.598699297925718;764.70633961235;2;10.84;0.0434782608695652;0.427826086956522
191;0.327379452647222;480226.137897231;50;2;9.64;0.0434782608695652;0.375652173913043;0.511078785764593;527.045124251448;2;9.64;0.0434782608695652;0.375652173913043
168;0.0645083045718204;163365.049926633;50;1;10.54;0;0.414782608695652;0;294.677037568447;1;10.54;0;0.414782608695652
183;0.279641394936947;110664.928015267;50;1;13.5;0;0.543478260869565;0;38440.4251767502;1;13.5;0;0.543478260869565
145;0.303344527576363;802883.033552748;50;1;12.04;0;0.48;0;846.884014654189;1;12.04;0;0.48
176;0.053851776947317;146093.633527729;50;2;13.72;0.0434782608695652;0.55304347826087;0.469694671649793;491.249419735571;2;13.72;0.0434782608695652;0.55304347826087
234;0.35005829585463;272074.705261443;50;1;9.04;0;0.349565217391304;0;327.482129997085;1;9.04;0;0.349565217391304
242;0.322548999202327;797880.154133765;50;1;10.22;0;0.400869565217391;0;552.391744858921;1;10.22;0;0.400869565217391
245;0.248025795555151;600602.636407134;50;1;12.32;0;0.492173913043478;0;1071.84314754018;1;12.32;0;0.492173913043478
255;0.100653964128712;97761.6045623533;50;1;11.86;0;0.472173913043478;0;170.178820690905;1;11.86;0;0.472173913043478
239;0.393623849593966;152206.154014876;50;1;16.72;0;0.683478260869565;0;494091.034126812;1;16.72;0;0.683478260869565
353;0.379606675824186;743068.935202353;50;4;15.88;0.130434782608696;0.64695652173913;0.282935806490832;8592.94830665243;4;15.88;0.130434782608696;0.64695652173913
395;0.371340224335931;7641259.87482166;50;1;12.5;0;0.5;0;4881.73237709514;1;12.5;0;0.5
388;0.351795611685188;877112.956282603;50;1;10.64;0;0.419130434782609;0;533.088886850245;1;10.64;0;0.419130434782609
351;0.383244173267397;17421627.42676;50;3;17.74;0.0869565217391304;0.727826086956522;0.136255100868422;12966.1199678598;3;17.74;0.0869565217391304;0.727826086956522
417;0.361848304795;155286.250580059;50;3;12.96;0.0869565217391304;0.52;1.24412005832404;450.744723571987;3;12.96;0.0869565217391304;0.52
421;0.0757773605671198;84787.5575807159;50;1;13.6;0;0.547826086956522;0;342.837664777583;1;13.6;0;0.547826086956522
431;0.0444056842658697;272076.521373338;50;1;10.96;0;0.43304347826087;0;420.809551376271;1;10.96;0;0.43304347826087
413;0.274936332497386;199670.50666546;50;2;15.78;0.0434782608695652;0.642608695652174;0.986803986768659;20688.2273255431;2;15.78;0.0434782608695652;0.642608695652174
402;0.373363720496697;823666.290785725;50;1;14.4;0;0.582608695652174;0;2840.75236393808;1;14.4;0;0.582608695652174
