CONFIG_ID;IS_ELITE;IS_BEST;algorithm;localsearch;alpha;beta;rho;ants;q0;rasrank;elitistants;nnls;dlb;ORIGINAL_CONFIG_ID;TESTING_CONFIG_ID
13;TRUE;FALSE;acs;2;4.03;7.06;0.81;66;0.64;NA;NA;23;1;13;13
21;TRUE;FALSE;acs;3;3.57;1.12;0.53;39;0.17;NA;NA;18;1;21;21
41;TRUE;FALSE;mmas;3;3.02;5.97;0.3;68;NA;NA;NA;6;1;41;41
46;TRUE;FALSE;acs;3;2.39;2.22;0.92;32;0.41;NA;NA;24;1;46;46
70;TRUE;FALSE;acs;3;1.73;6.2;0.86;45;0.7;NA;NA;12;1;70;70
130;TRUE;FALSE;acs;3;3.16;0.79;0.86;63;0.6;NA;NA;16;1;130;130
137;TRUE;FALSE;acs;3;2.55;2.81;0.56;40;0.53;NA;NA;29;1;137;137
161;TRUE;FALSE;acs;3;3.57;7.45;0.65;56;0.72;NA;NA;21;0;161;161
189;TRUE;FALSE;acs;3;4.03;6.21;0.93;6;0.65;NA;NA;28;1;189;189
216;TRUE;FALSE;acs;3;2.44;5.42;0.67;55;0.52;NA;NA;8;1;216;216
264;TRUE;FALSE;acs;3;2.83;9.28;0.71;53;0.75;NA;NA;29;0;264;264
284;TRUE;FALSE;acs;3;2.62;7.26;0.81;64;0.79;NA;NA;10;0;284;284
295;TRUE;FALSE;acs;3;3.48;9.48;0.5;54;0.57;NA;NA;20;0;295;295
298;TRUE;FALSE;acs;3;2.98;5.97;0.65;62;0.46;NA;NA;7;1;298;298
312;TRUE;FALSE;acs;3;1.5;4.17;1;37;0.55;NA;NA;19;1;312;312
360;TRUE;FALSE;acs;3;2.98;6.44;0.83;65;0.64;NA;NA;9;0;360;360
361;TRUE;FALSE;acs;3;2.69;9.13;0.42;48;0.65;NA;NA;16;0;361;361
388;TRUE;FALSE;acs;3;3.12;8.94;0.44;47;0.47;NA;NA;11;0;388;388
417;TRUE;FALSE;acs;3;2.77;7.32;0.65;61;0.48;NA;NA;10;1;417;417
468;TRUE;FALSE;acs;3;2.94;8.98;0.34;47;0.58;NA;NA;10;0;468;468
496;TRUE;FALSE;acs;3;2.99;8.33;0.59;56;0.42;NA;NA;9;0;496;496
502;TRUE;TRUE;acs;3;3.11;9.47;0.49;52;0.44;NA;NA;11;0;502;502
528;TRUE;FALSE;acs;3;2.96;9.29;0.42;52;0.59;NA;NA;10;0;528;528
573;TRUE;FALSE;acs;3;2.95;8.32;0.54;54;0.41;NA;NA;10;0;573;573
612;TRUE;FALSE;acs;3;2.94;8.76;0.34;48;0.5;NA;NA;11;0;612;612
665;TRUE;FALSE;acs;3;3.05;9.08;0.43;51;0.59;NA;NA;10;0;665;665
692;TRUE;FALSE;acs;3;2.9;8.52;0.59;57;0.42;NA;NA;8;0;692;692
