CONFIG_ID;IS_ELITE;IS_BEST;particles;topology;modInfluence;branching;tSchedule;phi1;phi2;inertia;ORIGINAL_CONFIG_ID;TESTING_CONFIG_ID
2;TRUE;FALSE;80;5;0;NA;2;1.59;1.77;0.55;2;2
10;TRUE;FALSE;192;4;0;NA;NA;0.18;2.24;0.27;10;10
16;TRUE;FALSE;73;0;0;NA;NA;0.57;1.53;0.81;16;16
56;TRUE;FALSE;58;1;2;NA;NA;0.45;2.12;0.51;56;56
60;TRUE;FALSE;182;0;0;NA;NA;2.01;2.43;0.62;60;60
80;TRUE;FALSE;125;5;0;NA;5;1.66;2.46;0.61;80;80
88;TRUE;FALSE;90;4;0;NA;NA;1.74;1.69;0.77;88;88
96;TRUE;FALSE;19;5;0;NA;3;2.45;2.01;0.64;96;96
100;TRUE;FALSE;36;1;0;NA;NA;1.06;1.87;0.52;100;100
183;TRUE;FALSE;123;4;0;NA;NA;2.19;2.43;0.54;183;183
202;TRUE;FALSE;101;4;0;NA;NA;2.45;2.4;0.5;202;202
214;TRUE;FALSE;129;4;0;NA;NA;2.11;2.26;0.46;214;214
220;TRUE;FALSE;100;4;0;NA;NA;2.42;2.24;0.47;220;220
227;TRUE;FALSE;101;4;0;NA;NA;2.2;2.45;0.41;227;227
229;TRUE;FALSE;108;4;0;NA;NA;2.13;2.32;0.65;229;229
269;TRUE;FALSE;77;4;0;NA;NA;2.05;2.34;0.44;269;269
270;TRUE;FALSE;141;4;0;NA;NA;2.16;2.22;0.49;270;270
276;TRUE;FALSE;94;4;0;NA;NA;2.14;2.47;0.47;276;276
277;TRUE;FALSE;124;4;0;NA;NA;2.31;2.45;0.52;277;277
299;TRUE;FALSE;131;4;0;NA;NA;2.42;2.32;0.62;299;299
335;TRUE;FALSE;106;4;0;NA;NA;2.41;2.45;0.54;335;335
349;TRUE;FALSE;129;4;0;NA;NA;2.37;2.33;0.63;349;349
350;TRUE;TRUE;138;4;0;NA;NA;2.42;2.48;0.58;350;350
