RUN_ID;CONFIG_ID;MNRG
100003;21;0.46341997903733
1000193;22;0.458409336450859
1100211;23;0.551240506329114
1200239;24;0.431748206079174
1300277;25;0.423571555268887
1400299;26;0.616030799000242
1500311;27;0.410799080867532
1600333;28;0.441230992501814
1700359;29;0.471469080061276
1800371;30;0.43338160122551
1900393;31;0.449092558252036
200009;32;0.537334677094251
2000419;33;0.48102918648714
300017;34;0.557916633072644
400031;35;0.572322180117713
500057;36;0.41995194710957
600083;37;0.419408046440377
700099;38;0.420506651616544
800123;39;0.632105458356849
900149;40;0.547398613238733
