CONFIG_ID;IS_ELITE;IS_BEST;particles;topology;modInfluence;branching;tSchedule;phi1;phi2;inertia
1;FALSE;FALSE;164;0;1;NA;NA;0.73;0.81;0.58
2;FALSE;FALSE;65;3;0;NA;NA;1.98;2.06;0.13
3;FALSE;FALSE;15;2;2;NA;NA;1.36;0.18;0.36
4;FALSE;FALSE;114;5;1;NA;6;0.11;1.43;0.81
5;FALSE;FALSE;139;3;0;NA;NA;1.04;0.49;0.25
6;FALSE;FALSE;40;6;1;13;NA;2.29;1.74;0.7
7;FALSE;FALSE;189;4;2;NA;NA;0.42;2.37;0.02
8;FALSE;FALSE;89;1;0;NA;NA;1.67;1.12;0.47
9;FALSE;FALSE;177;2;0;NA;NA;0.26;0.34;0.3
10;FALSE;FALSE;127;4;1;NA;NA;0.89;2.21;0.08
11;FALSE;FALSE;27;0;0;NA;NA;2.14;0.96;0.53
12;FALSE;FALSE;52;3;2;NA;NA;2.45;0.02;0.41
13;FALSE;FALSE;152;6;0;14;NA;1.2;1.27;0.86
14;FALSE;FALSE;102;1;2;NA;NA;0.57;0.65;0.64
15;FALSE;FALSE;2;5;1;NA;8;1.82;1.9;0.19
16;FALSE;FALSE;46;2;1;NA;NA;0.34;2.29;0.27
17;FALSE;FALSE;96;4;1;NA;NA;0.97;0.41;0.05
18;FALSE;FALSE;195;1;0;NA;NA;2.22;1.66;0.5
19;FALSE;FALSE;170;3;0;NA;NA;1.28;0.1;0.16
20;FALSE;FALSE;71;0;2;NA;NA;0.03;1.35;0.61
21;FALSE;FALSE;21;5;0;NA;10;0.65;0.73;0.84
22;FALSE;FALSE;121;1;1;NA;NA;1.9;1.98;0.39
23;TRUE;FALSE;9;1;1;NA;NA;1.12;1.51;0.67
24;FALSE;FALSE;108;4;0;NA;NA;2.37;0.26;0.22
25;FALSE;FALSE;158;3;2;NA;NA;1.75;2.13;0.44
26;FALSE;FALSE;58;6;1;18;NA;0.5;0.88;0.89
27;FALSE;FALSE;133;0;1;NA;NA;1.43;1.82;0.55
28;FALSE;FALSE;34;4;2;NA;NA;0.18;0.57;0.1
29;FALSE;FALSE;83;2;0;NA;NA;0.81;2.45;0.33
30;FALSE;FALSE;183;5;2;NA;7;2.06;1.2;0.78
31;FALSE;FALSE;93;6;0;6;NA;1.39;2.25;0.57
32;FALSE;FALSE;192;2;1;NA;NA;0.14;1;0.12
33;FALSE;FALSE;142;4;1;NA;NA;0.77;1.63;0.34
34;FALSE;FALSE;43;0;2;NA;NA;2.02;0.38;0.79
35;FALSE;FALSE;68;1;1;NA;NA;2.33;0.69;0.01
36;FALSE;FALSE;167;5;2;NA;2;1.08;1.94;0.46
37;FALSE;FALSE;117;0;0;NA;NA;0.46;0.06;0.68
38;FALSE;FALSE;18;3;2;NA;NA;1.71;1.31;0.23
39;FALSE;FALSE;130;2;2;NA;NA;1.24;1.16;0.18
40;FALSE;FALSE;30;5;0;NA;4;2.49;2.41;0.63
41;FALSE;FALSE;180;3;0;NA;NA;0.61;1.78;0.4
42;FALSE;FALSE;80;0;1;NA;NA;1.86;0.53;0.85
43;FALSE;FALSE;6;3;0;NA;NA;1.55;0.84;0.06
44;FALSE;FALSE;55;4;2;NA;NA;2.18;1.47;0.29
45;FALSE;FALSE;155;1;1;NA;NA;0.93;0.22;0.74
46;FALSE;FALSE;173;2;0;NA;NA;1.63;1.55;0.03
47;FALSE;FALSE;74;5;1;NA;5;0.38;0.3;0.48
48;FALSE;FALSE;24;0;0;NA;NA;1;2.17;0.71
49;FALSE;FALSE;124;3;2;NA;NA;2.25;0.92;0.26
50;FALSE;FALSE;149;1;2;NA;NA;1.32;2.48;0.82
51;FALSE;FALSE;49;4;0;NA;NA;0.07;1.23;0.37
52;FALSE;FALSE;198;6;1;10;NA;1.94;0.61;0.6
53;FALSE;FALSE;99;2;2;NA;NA;0.69;1.86;0.15
54;FALSE;FALSE;161;5;1;NA;5;1.47;0.77;0.32
55;FALSE;FALSE;62;1;0;NA;NA;0.22;2.02;0.77
56;FALSE;FALSE;111;3;0;NA;NA;2.1;1.39;0.09
57;FALSE;FALSE;136;5;0;NA;4;1.79;0.45;0.65
58;FALSE;FALSE;37;2;1;NA;NA;0.54;1.7;0.2
59;FALSE;FALSE;186;0;2;NA;NA;2.41;2.33;0.88
60;FALSE;FALSE;86;4;1;NA;NA;1.16;1.08;0.43
61;FALSE;FALSE;141;5;1;NA;9;0.59;0.12;0.31
62;FALSE;FALSE;41;1;0;NA;NA;1.84;1.37;0.76
63;FALSE;FALSE;91;3;2;NA;NA;2.47;0.75;0.53
64;FALSE;FALSE;191;0;0;NA;NA;1.22;2;0.08
65;FALSE;FALSE;66;0;2;NA;NA;1.53;2.31;0.2
66;FALSE;FALSE;166;4;0;NA;NA;0.28;1.06;0.65
67;FALSE;FALSE;16;6;1;5;NA;2.16;0.43;0.42
68;FALSE;FALSE;116;2;2;NA;NA;0.91;1.68;0.87
69;FALSE;FALSE;103;4;1;NA;NA;1.06;1.22;0.59
70;FALSE;FALSE;4;0;2;NA;NA;2.31;2.47;0.14
71;FALSE;FALSE;153;2;2;NA;NA;0.44;1.84;0.81
72;FALSE;FALSE;54;5;0;NA;6;1.69;0.59;0.36
73;FALSE;FALSE;128;1;0;NA;NA;0.13;2.15;0.03
74;TRUE;FALSE;29;4;1;NA;NA;1.38;0.9;0.48
75;FALSE;FALSE;79;3;1;NA;NA;2;1.53;0.7
76;FALSE;FALSE;184;3;0;NA;NA;1.3;0.67;0.73
77;FALSE;FALSE;35;1;1;NA;NA;0.67;0.04;0.06
78;FALSE;FALSE;135;5;2;NA;7;1.92;1.29;0.51
79;FALSE;FALSE;159;6;1;20;NA;2.23;2.23;0.39
80;FALSE;FALSE;60;2;2;NA;NA;0.98;0.98;0.84
81;FALSE;FALSE;110;0;1;NA;NA;1.61;0.36;0.17
82;FALSE;FALSE;10;4;0;NA;NA;0.36;1.61;0.62
83;FALSE;FALSE;48;5;2;NA;7;1.14;2.07;0.34
84;FALSE;FALSE;147;2;1;NA;NA;2.39;0.82;0.79
85;FALSE;FALSE;197;3;1;NA;NA;1.77;1.45;0.56
86;FALSE;FALSE;97;0;0;NA;NA;0.52;0.2;0.11
87;FALSE;FALSE;23;2;1;NA;NA;0.2;1.14;0.9
88;FALSE;FALSE;122;6;0;10;NA;1.45;2.39;0.45
89;FALSE;FALSE;172;1;2;NA;NA;2.08;0.51;0.22
90;FALSE;FALSE;72;4;0;NA;NA;0.83;1.76;0.67
91;FALSE;FALSE;169;2;1;NA;NA;0.55;2.43;0.52
92;FALSE;FALSE;20;1;0;NA;NA;2.43;1.8;0.29
93;FALSE;FALSE;119;4;2;NA;NA;1.18;0.55;0.74
94;FALSE;FALSE;44;3;0;NA;NA;1.49;0.24;0.86
95;FALSE;FALSE;144;0;2;NA;NA;0.24;1.49;0.41
96;FALSE;FALSE;194;5;0;NA;4;0.87;0.86;0.18
97;TRUE;FALSE;94;1;1;NA;NA;2.12;2.11;0.63
98;FALSE;FALSE;181;1;1;NA;NA;1.02;1.33;0.35
99;FALSE;FALSE;82;5;0;NA;6;2.27;0.08;0.8
100;FALSE;FALSE;131;6;0;13;NA;0.4;0.71;0.13
101;FALSE;FALSE;32;3;2;NA;NA;1.65;1.96;0.58
102;FALSE;FALSE;57;0;1;NA;NA;1.34;1.64;0.24
103;FALSE;FALSE;156;4;2;NA;NA;0.09;0.39;0.69
104;FALSE;FALSE;7;5;1;NA;2;1.96;1.02;0.01
105;TRUE;FALSE;107;2;0;NA;NA;0.71;2.27;0.46
106;FALSE;FALSE;38;6;0;19;NA;0.95;1.41;0.15
107;FALSE;FALSE;138;3;2;NA;NA;2.2;0.16;0.6
108;FALSE;FALSE;88;1;2;NA;NA;0.32;0.79;0.38
109;TRUE;FALSE;187;4;1;NA;NA;1.57;2.04;0.83
110;FALSE;FALSE;63;3;1;NA;NA;0.63;2.35;0.72
111;FALSE;FALSE;163;0;0;NA;NA;1.88;1.1;0.27
112;FALSE;FALSE;113;5;2;NA;5;1.26;1.72;0.04
113;FALSE;FALSE;13;2;0;NA;NA;0.01;0.47;0.49
114;FALSE;FALSE;100;5;1;NA;3;0.16;1.25;0.21
115;FALSE;FALSE;200;1;2;NA;NA;1.41;0;0.66
116;FALSE;FALSE;51;0;2;NA;NA;0.79;0.63;0.44
117;FALSE;FALSE;150;3;0;NA;NA;2.04;1.88;0.89
118;FALSE;FALSE;26;4;2;NA;NA;0.48;2.19;0.77
119;FALSE;FALSE;125;0;1;NA;NA;1.73;0.94;0.32
120;FALSE;FALSE;175;6;1;18;NA;2.35;1.57;0.1
121;FALSE;FALSE;76;2;0;NA;NA;1.1;0.32;0.55
122;FALSE;FALSE;19;5;2;NA;3;0.04;0.89;0.45
123;FALSE;FALSE;118;2;1;NA;NA;1.29;2.14;0.9
124;FALSE;FALSE;69;0;0;NA;NA;0.66;1.52;0.22
125;FALSE;FALSE;168;4;2;NA;NA;1.91;0.27;0.67
126;FALSE;FALSE;93;5;1;NA;4;0.35;0.58;0.56
127;FALSE;FALSE;193;1;2;NA;NA;1.6;1.83;0.11
128;FALSE;FALSE;143;6;0;9;NA;2.22;1.21;0.33
129;FALSE;FALSE;44;3;1;NA;NA;0.97;2.46;0.78
130;FALSE;FALSE;180;5;0;NA;5;1.44;1.05;0.28
131;FALSE;FALSE;81;1;2;NA;NA;0.19;2.3;0.73
132;FALSE;FALSE;31;3;0;NA;NA;0.82;0.42;0.5
133;FALSE;FALSE;131;0;1;NA;NA;2.07;1.67;0.05
134;FALSE;FALSE;17;6;0;4;NA;1.37;1.16;0.44
135;FALSE;FALSE;21;4;2;NA;NA;2.11;1.4;0.22
136;FALSE;FALSE;82;4;2;NA;NA;0.42;0.21;0.81
137;FALSE;FALSE;46;4;2;NA;NA;2.45;0.53;0.36
138;FALSE;FALSE;82;0;1;NA;NA;1.38;1.71;0.44
139;FALSE;FALSE;106;0;1;NA;NA;2.32;1.61;0.5
140;FALSE;FALSE;181;2;0;NA;NA;0.15;1.58;0.7
141;FALSE;FALSE;81;0;1;NA;NA;1.97;1.71;0.29
142;FALSE;FALSE;170;4;0;NA;NA;2.32;2.46;0.44
143;FALSE;FALSE;61;4;2;NA;NA;0.9;1.97;0.89
144;FALSE;FALSE;149;1;2;NA;NA;1.71;1.85;0.8
145;FALSE;FALSE;167;3;2;NA;NA;0.87;1.24;0.49
146;FALSE;FALSE;174;1;2;NA;NA;2.26;1.81;0.83
147;FALSE;FALSE;125;1;1;NA;NA;2.13;2.46;0.3
148;FALSE;FALSE;70;5;1;NA;3;2.33;0.65;0.79
149;FALSE;FALSE;39;4;0;NA;NA;2.22;2.06;0.52
150;FALSE;FALSE;76;1;2;NA;NA;1.47;1.99;0.87
151;FALSE;FALSE;63;6;1;12;NA;0;0.46;0.46
152;FALSE;FALSE;172;1;2;NA;NA;2.25;1.47;0.82
153;FALSE;FALSE;101;2;0;NA;NA;0.09;2.23;0.26
154;FALSE;FALSE;20;2;0;NA;NA;2.25;1.01;0.72
155;FALSE;FALSE;139;5;2;NA;3;1.71;1.3;0.69
156;FALSE;FALSE;49;5;1;NA;9;1.61;1.02;0.7
157;FALSE;FALSE;181;4;0;NA;NA;1.77;2.46;0.79
158;TRUE;FALSE;10;5;1;NA;4;1.41;1.84;0.56
159;FALSE;FALSE;2;4;2;NA;NA;1.45;0.92;0.64
160;FALSE;FALSE;41;4;0;NA;NA;0.95;0.89;0.55
161;FALSE;FALSE;23;0;1;NA;NA;2.26;2.3;0.37
