CONFIG_ID;IS_ELITE;IS_BEST;algorithm;localsearch;alpha;beta;rho;ants;q0;rasrank;elitistants;nnls;dlb;ORIGINAL_CONFIG_ID;TESTING_CONFIG_ID
12;TRUE;FALSE;mmas;3;2.51;6.98;0.47;29;NA;NA;NA;8;0;12;12
58;TRUE;FALSE;acs;3;2.28;4.95;0.58;46;0.66;NA;NA;44;1;58;58
75;TRUE;FALSE;eas;3;2.4;3.62;0.42;74;NA;NA;263;43;1;75;75
78;TRUE;FALSE;acs;3;3.02;9.87;0.79;38;0.21;NA;NA;37;1;78;78
105;TRUE;FALSE;acs;3;2.64;4.42;0.95;21;0.36;NA;NA;23;1;105;105
141;TRUE;FALSE;mmas;3;2.66;5.63;0.44;52;NA;NA;NA;38;0;141;141
145;TRUE;FALSE;eas;3;1.23;3.45;0.76;40;NA;NA;357;23;1;145;145
170;TRUE;FALSE;acs;3;2.92;2.04;0.56;24;0.18;NA;NA;34;1;170;170
203;TRUE;FALSE;ras;3;2.96;1.62;0.33;36;NA;19;NA;44;0;203;203
205;TRUE;FALSE;acs;3;2.25;5.07;0.81;24;0.53;NA;NA;43;1;205;205
230;TRUE;FALSE;acs;3;2.38;6.22;0.63;54;0.92;NA;NA;40;1;230;230
240;TRUE;FALSE;acs;3;2.78;3.18;0.99;17;0.21;NA;NA;25;0;240;240
249;TRUE;FALSE;ras;3;2.54;2.48;0.81;61;NA;9;NA;9;0;249;249
339;TRUE;FALSE;acs;3;2.62;3.9;0.56;62;0.63;NA;NA;10;0;339;339
340;TRUE;FALSE;ras;3;2.53;1.54;0.57;46;NA;30;NA;11;0;340;340
343;TRUE;FALSE;ras;3;2.45;3.43;0.92;61;NA;14;NA;18;0;343;343
347;TRUE;FALSE;ras;3;2.49;3.33;0.78;61;NA;19;NA;20;0;347;347
360;TRUE;FALSE;ras;3;3.05;0.86;0.3;39;NA;12;NA;44;0;360;360
389;TRUE;FALSE;ras;3;2.8;0.95;0.41;51;NA;15;NA;39;0;389;389
416;TRUE;FALSE;ras;3;2.13;1.1;0.78;47;NA;20;NA;12;0;416;416
449;TRUE;FALSE;ras;3;2.43;3.24;0.95;55;NA;14;NA;22;0;449;449
498;TRUE;TRUE;ras;3;2.28;1.1;0.84;48;NA;17;NA;12;0;498;498
514;TRUE;FALSE;ras;3;2.54;2.7;0.71;48;NA;16;NA;19;0;514;514
553;TRUE;FALSE;ras;3;2.57;3.57;0.86;55;NA;14;NA;17;0;553;553
560;TRUE;FALSE;ras;3;2.29;2.93;0.92;51;NA;15;NA;22;0;560;560
609;TRUE;FALSE;ras;3;2.35;3.7;0.98;45;NA;12;NA;23;0;609;609
690;TRUE;FALSE;ras;3;2.32;1.4;0.82;51;NA;17;NA;12;0;690;690
699;TRUE;FALSE;ras;3;2.51;3.66;0.89;57;NA;14;NA;17;0;699;699
704;TRUE;FALSE;ras;3;2.34;2.73;0.94;53;NA;16;NA;22;0;704;704
729;TRUE;FALSE;ras;3;2.51;3.55;0.87;54;NA;11;NA;16;0;729;729
