CONFIG_ID;IS_ELITE;IS_BEST;particles;topology;modInfluence;branching;tSchedule;phi1;phi2;inertia;ORIGINAL_CONFIG_ID;TESTING_CONFIG_ID
1;TRUE;FALSE;170;1;2;NA;NA;1.35;2.32;0.79;1;1
7;TRUE;FALSE;95;0;0;NA;NA;1.04;2.01;0.68;7;7
12;TRUE;FALSE;157;5;0;NA;6;1.82;0.6;0.62;12;12
23;TRUE;FALSE;52;5;0;NA;10;2.37;2.25;0.65;23;23
31;TRUE;FALSE;11;2;0;NA;NA;0.92;2.28;0.3;31;31
37;TRUE;FALSE;5;2;1;NA;NA;2.45;2.44;0.75;37;37
39;TRUE;FALSE;49;0;0;NA;NA;1.62;2.08;0.6;39;39
60;TRUE;FALSE;24;5;0;NA;9;2.17;2.39;0.63;60;60
67;TRUE;FALSE;90;1;0;NA;NA;1.89;2.13;0.61;67;67
68;TRUE;FALSE;59;4;2;NA;NA;2.02;2.37;0.67;68;68
84;TRUE;FALSE;27;4;0;NA;NA;2.12;2.31;0.7;84;84
97;TRUE;FALSE;61;4;0;NA;NA;1.93;1.99;0.58;97;97
101;TRUE;FALSE;22;4;0;NA;NA;2.14;1.71;0.61;101;101
110;TRUE;FALSE;66;1;0;NA;NA;1.85;2.24;0.61;110;110
111;TRUE;FALSE;60;4;0;NA;NA;2.33;2.49;0.74;111;111
123;TRUE;FALSE;70;1;0;NA;NA;1.8;2.4;0.6;123;123
124;TRUE;FALSE;52;4;0;NA;NA;2.3;2.2;0.67;124;124
131;TRUE;TRUE;85;4;0;NA;NA;2.11;2.33;0.54;131;131
143;TRUE;FALSE;63;4;0;NA;NA;2.31;2.18;0.69;143;143
147;TRUE;FALSE;54;4;0;NA;NA;2.32;2.23;0.67;147;147
163;TRUE;FALSE;66;4;0;NA;NA;2.48;2.32;0.66;163;163
175;TRUE;FALSE;34;4;0;NA;NA;2.38;2.16;0.73;175;175
176;TRUE;FALSE;99;4;0;NA;NA;2.17;2.36;0.5;176;176
