CONFIG_ID;IS_ELITE;IS_BEST;particles;topology;modInfluence;branching;tSchedule;phi1;phi2;inertia;ORIGINAL_CONFIG_ID;TESTING_CONFIG_ID
6;TRUE;FALSE;11;4;1;NA;NA;1.49;0.92;0.56;6;6
14;TRUE;FALSE;23;2;0;NA;NA;1.65;1.39;0.73;14;14
42;TRUE;FALSE;200;1;0;NA;NA;0.44;2.44;0.49;42;42
63;TRUE;FALSE;102;1;0;NA;NA;1.32;1.8;0.47;63;63
64;TRUE;FALSE;3;5;2;NA;10;0.07;0.55;0.02;64;64
84;TRUE;FALSE;142;0;0;NA;NA;2.1;1.25;0.3;84;84
97;TRUE;FALSE;73;4;0;NA;NA;1.18;2.27;0.24;97;97
107;TRUE;FALSE;4;1;1;NA;NA;0.65;1.74;0.02;107;107
114;TRUE;FALSE;21;5;1;NA;10;2.05;1.64;0.44;114;114
118;TRUE;FALSE;174;0;0;NA;NA;1.95;2.17;0.38;118;118
127;TRUE;FALSE;138;4;0;NA;NA;1.7;2.1;0.52;127;127
141;TRUE;FALSE;23;1;0;NA;NA;1.96;2.36;0.25;141;141
148;TRUE;FALSE;177;0;0;NA;NA;2.16;2.11;0.44;148;148
183;TRUE;FALSE;15;4;1;NA;NA;2.14;2;0.37;183;183
196;TRUE;TRUE;149;4;0;NA;NA;1.24;2.43;0.4;196;196
214;TRUE;FALSE;4;1;0;NA;NA;1.72;2.03;0.1;214;214
228;TRUE;FALSE;21;4;1;NA;NA;2.15;1.99;0.31;228;228
265;TRUE;FALSE;120;4;0;NA;NA;1.44;2.35;0.54;265;265
298;TRUE;FALSE;145;4;0;NA;NA;1.7;2.07;0.5;298;298
304;TRUE;FALSE;144;4;0;NA;NA;1.09;2.46;0.41;304;304
305;TRUE;FALSE;149;4;0;NA;NA;1.24;2.45;0.42;305;305
329;TRUE;FALSE;123;4;0;NA;NA;1.5;2.38;0.51;329;329
366;TRUE;FALSE;118;4;0;NA;NA;1.5;2.42;0.51;366;366
