CONFIG_ID;IS_ELITE;IS_BEST;particles;topology;modInfluence;branching;tSchedule;phi1;phi2;inertia;ORIGINAL_CONFIG_ID;TESTING_CONFIG_ID
15;TRUE;FALSE;60;4;0;NA;NA;1.17;0.81;0.8;15;15
34;TRUE;FALSE;144;5;0;NA;9;0.11;1.71;0.42;34;34
70;TRUE;FALSE;167;0;0;NA;NA;1.23;2.36;0.49;70;70
98;TRUE;FALSE;40;1;0;NA;NA;2.44;1.3;0.73;98;98
132;TRUE;FALSE;24;1;1;NA;NA;1.39;0.1;0.84;132;132
187;TRUE;FALSE;139;5;0;NA;8;1.05;1.8;0.56;187;187
195;TRUE;FALSE;124;4;0;NA;NA;1.45;2.43;0.49;195;195
208;TRUE;FALSE;174;4;0;NA;NA;0.77;1.98;0.39;208;208
226;TRUE;FALSE;158;0;0;NA;NA;1.24;2.31;0.68;226;226
259;TRUE;FALSE;158;4;0;NA;NA;1.95;2.36;0.39;259;259
264;TRUE;FALSE;138;4;0;NA;NA;1.46;1.8;0.7;264;264
265;TRUE;FALSE;132;4;0;NA;NA;0.82;2.17;0.62;265;265
284;TRUE;FALSE;138;4;0;NA;NA;1.89;2.15;0.51;284;284
315;TRUE;FALSE;112;4;0;NA;NA;1.24;2.19;0.52;315;315
326;TRUE;FALSE;112;4;0;NA;NA;1.19;2.42;0.45;326;326
372;TRUE;FALSE;145;4;0;NA;NA;1.62;2.23;0.37;372;372
384;TRUE;FALSE;148;4;0;NA;NA;1.33;2.49;0.45;384;384
400;TRUE;FALSE;105;4;0;NA;NA;1.24;2.32;0.42;400;400
432;TRUE;FALSE;149;4;0;NA;NA;1.21;2.44;0.51;432;432
435;TRUE;TRUE;142;4;0;NA;NA;1.27;2.48;0.5;435;435
447;TRUE;FALSE;132;4;0;NA;NA;1.26;2.45;0.46;447;447
