CONFIG_ID;IS_ELITE;IS_BEST;particles;topology;modInfluence;branching;tSchedule;phi1;phi2;inertia;ORIGINAL_CONFIG_ID;TESTING_CONFIG_ID
26;TRUE;FALSE;36;1;2;NA;NA;1.88;2.38;0.56;26;26
32;TRUE;FALSE;51;0;0;NA;NA;2.08;1.79;0.75;32;32
49;TRUE;FALSE;182;0;0;NA;NA;2.31;1.25;0.72;49;49
58;TRUE;FALSE;119;4;0;NA;NA;2.47;2.03;0.44;58;58
62;TRUE;FALSE;81;0;0;NA;NA;0.57;1.89;0.33;62;62
68;TRUE;FALSE;94;4;0;NA;NA;1.82;1.64;0.37;68;68
84;TRUE;FALSE;119;4;0;NA;NA;2.02;2.27;0.04;84;84
88;TRUE;FALSE;23;1;0;NA;NA;2.03;2.13;0.34;88;88
106;TRUE;FALSE;73;4;0;NA;NA;2.47;1.76;0.39;106;106
125;TRUE;FALSE;45;1;0;NA;NA;1.82;1.98;0.58;125;125
139;TRUE;FALSE;87;4;0;NA;NA;2.33;2.03;0.6;139;139
177;TRUE;FALSE;111;4;0;NA;NA;2.4;2.45;0.58;177;177
181;TRUE;FALSE;106;4;0;NA;NA;2.27;2.4;0.64;181;181
187;TRUE;FALSE;97;4;0;NA;NA;2.22;2.28;0.42;187;187
191;TRUE;FALSE;105;4;0;NA;NA;2.49;2.48;0.51;191;191
194;TRUE;FALSE;137;4;0;NA;NA;1.92;2.27;0.5;194;194
206;TRUE;FALSE;142;4;0;NA;NA;1.99;2.26;0.55;206;206
207;TRUE;FALSE;97;4;0;NA;NA;2.43;2.42;0.46;207;207
214;TRUE;FALSE;81;4;0;NA;NA;2.08;2.28;0.48;214;214
222;TRUE;TRUE;83;4;0;NA;NA;2.35;2.47;0.44;222;222
