CONFIG_ID;B;M;INSTANCES;BR;MR;BNR;MNR;BG;MG;BRG;MRG;BNRG;MNRG;QUALITY
107;32520851;32801608;6;42;103.333333333333;0.115492957746479;0.315786621729842;0.322554787970141;0.569214654483988;42;103.333333333333;0.115492957746479;0.315786621729842;0.531851152387102
108;32870209;33238931;5;166;213;0.565789473684211;0.643840747419535;1.22214193760791;1.86687263781304;166;213;0.565789473684211;0.643840747419535;1.11824971920235
109;39017953;39438859;5;228;303.8;0.911646586345382;0.918088353745122;20.3192594326092;20.8637494309128;228;303.8;0.911646586345382;0.918088353745122;1.59457450913626
110;32532111;32830827;5;70;119.4;0.27710843373494;0.353286436759088;0.440935854184839;0.614847114418684;70;119.4;0.27710843373494;0.353286436759088;0.613602758581574
111;32983231;33703404.4;5;180;255;0.666666666666667;0.770495975480257;1.96666641110515;3.28588285994792;180;255;0.666666666666667;0.770495975480257;1.33822985214992
112;37834009;38532823.6;5;213;293.6;0.85140562248996;0.884853908716415;16.094080430711;18.0936074834083;213;293.6;0.85140562248996;0.884853908716415;1.53685152566535
113;32683206;32978934;5;90;167.8;0.357429718875502;0.501307965942469;0.733229957236614;1.06844440743934;90;167.8;0.357429718875502;0.501307965942469;0.870692782952709
114;37859661;38292166;5;218;291.2;0.865789473684211;0.879520172306537;17.0420030598133;17.352514497009;218;291.2;0.865789473684211;0.879520172306537;1.5275876676903
115;37714499;38734451.4;5;223;295.8;0.861333333333333;0.894539375454789;16.5932391036815;18.706169145401;223;295.8;0.861333333333333;0.894539375454789;1.55367365210569
116;34424593;34628139.8;5;202;280;0.807228915662651;0.844339097003821;5.76087509520823;6.12321446611587;202;280;0.807228915662651;0.844339097003821;1.46648369479611
117;66876203;68128152.2;5;249;329.6;0.994666666666667;0.995826823397923;104.166687019366;108.818117533396;249;329.6;0.994666666666667;0.995826823397923;1.72959395642797
118;32865406;33107117.4;5;117;197;0.465863453815261;0.590667242155327;1.30194168638134;1.46169470400121;117;197;0.465863453815261;0.590667242155327;1.02589573637504
119;33234920;33758173.4;5;189;263.4;0.755020080321285;0.795637835693918;2.74475538311474;3.45575376473592;189;263.4;0.755020080321285;0.795637835693918;1.38189729357365
120;38888004;39452285;5;227;304;0.906666666666667;0.918422219396566;20.2210945089559;20.9061876774423;227;304;0.906666666666667;0.918422219396566;1.59515438105719
