CONFIG_ID;IS_ELITE;IS_BEST;particles;topology;modInfluence;branching;tSchedule;phi1;phi2;inertia;ORIGINAL_CONFIG_ID;TESTING_CONFIG_ID
18;TRUE;FALSE;142;4;0;NA;NA;1.49;1.54;0.23;18;18
29;TRUE;FALSE;105;5;2;NA;3;1.96;2.32;0.62;29;29
37;TRUE;FALSE;151;5;0;NA;8;1.68;1.81;0.75;37;37
49;TRUE;FALSE;71;1;2;NA;NA;2.08;1.73;0.49;49;49
54;TRUE;FALSE;46;2;0;NA;NA;2.39;2.05;0.38;54;54
67;TRUE;FALSE;4;4;1;NA;NA;1.34;1.99;0.53;67;67
81;TRUE;FALSE;10;0;2;NA;NA;1.84;2.18;0.5;81;81
82;TRUE;FALSE;89;1;0;NA;NA;2.21;2.31;0.38;82;82
94;TRUE;FALSE;2;0;1;NA;NA;2.1;0.95;0.34;94;94
112;TRUE;FALSE;63;4;0;NA;NA;2.33;1.57;0.5;112;112
123;TRUE;FALSE;72;4;0;NA;NA;2.15;1.7;0.36;123;123
167;TRUE;FALSE;11;1;0;NA;NA;1.46;2.05;0.35;167;167
170;TRUE;FALSE;104;1;0;NA;NA;2.12;2.15;0.25;170;170
173;TRUE;FALSE;112;4;0;NA;NA;2.05;1.9;0.66;173;173
181;TRUE;FALSE;106;4;0;NA;NA;2.46;1.86;0.51;181;181
230;TRUE;TRUE;25;1;0;NA;NA;1.69;2.28;0.33;230;230
234;TRUE;FALSE;84;1;0;NA;NA;2.46;2.33;0.17;234;234
235;TRUE;FALSE;34;1;0;NA;NA;1.62;2.3;0.28;235;235
236;TRUE;FALSE;23;0;0;NA;NA;1.64;2.31;0.28;236;236
