CONFIG_ID;IS_ELITE;IS_BEST;algorithm;localsearch;alpha;beta;rho;ants;q0;rasrank;elitistants;nnls;dlb;ORIGINAL_CONFIG_ID;TESTING_CONFIG_ID
5;TRUE;FALSE;ras;3;4.87;8.68;0.66;21;NA;10;NA;33;1;5;5
11;TRUE;FALSE;mmas;3;1.44;9.31;0.97;75;NA;NA;NA;7;1;11;11
15;TRUE;FALSE;acs;3;3.31;3.06;0.35;39;0.54;NA;NA;24;1;15;15
17;TRUE;FALSE;mmas;2;0.97;2.74;0.75;30;NA;NA;NA;11;1;17;17
40;TRUE;FALSE;ras;3;4.64;6.96;0.89;91;NA;33;NA;13;0;40;40
47;TRUE;FALSE;mmas;3;2.12;7.28;0.51;22;NA;NA;NA;33;1;47;47
67;TRUE;FALSE;acs;3;4.02;7.83;0.46;47;0.82;NA;NA;13;1;67;67
73;TRUE;FALSE;mmas;3;2.07;7.21;0.61;82;NA;NA;NA;13;0;73;73
95;TRUE;FALSE;acs;3;2.81;0.73;0.22;42;0.54;NA;NA;13;1;95;95
104;TRUE;FALSE;acs;3;2.39;2.07;0.79;52;0.38;NA;NA;31;0;104;104
106;TRUE;FALSE;acs;3;2.64;0.18;0.17;31;0.49;NA;NA;17;1;106;106
112;TRUE;FALSE;acs;3;4.23;6.92;0.45;41;0.07;NA;NA;34;1;112;112
133;TRUE;FALSE;acs;3;2.59;5.04;0.1;40;0.34;NA;NA;12;1;133;133
141;TRUE;FALSE;acs;3;3.71;6.19;0.73;61;0.09;NA;NA;30;1;141;141
179;TRUE;FALSE;acs;3;2.23;3.72;0.29;44;0.76;NA;NA;8;1;179;179
184;TRUE;FALSE;acs;3;3.16;0.26;0.21;43;0.62;NA;NA;18;1;184;184
215;TRUE;FALSE;acs;3;2.37;4.41;0.24;47;0.69;NA;NA;10;1;215;215
224;TRUE;FALSE;acs;3;3.12;4.31;0.1;45;0.26;NA;NA;10;1;224;224
231;TRUE;FALSE;acs;3;3.41;0.33;0.07;33;0.55;NA;NA;14;1;231;231
280;TRUE;FALSE;acs;3;2.44;5.16;0.1;40;0.75;NA;NA;10;1;280;280
314;TRUE;FALSE;acs;3;2.37;5.43;0.07;34;0.77;NA;NA;10;1;314;314
320;TRUE;TRUE;acs;3;2.66;4.94;0.12;42;0.74;NA;NA;10;1;320;320
326;TRUE;FALSE;acs;3;2;3.21;0.34;47;0.83;NA;NA;8;1;326;326
335;TRUE;FALSE;acs;3;2.47;4.68;0.22;48;0.74;NA;NA;10;1;335;335
345;TRUE;FALSE;acs;3;2.46;5.59;0.08;33;0.79;NA;NA;9;1;345;345
354;TRUE;FALSE;acs;3;2.86;4.78;0.12;42;0.76;NA;NA;11;1;354;354
362;TRUE;FALSE;acs;3;2.56;4.76;0.18;46;0.71;NA;NA;10;1;362;362
