CONFIG_ID;IS_ELITE;IS_BEST;particles;topology;modInfluence;branching;tSchedule;phi1;phi2;inertia;ORIGINAL_CONFIG_ID;TESTING_CONFIG_ID
4;TRUE;FALSE;114;5;1;NA;6;0.11;1.43;0.81;4;4
23;TRUE;FALSE;9;1;1;NA;NA;1.12;1.51;0.67;23;23
42;TRUE;FALSE;80;0;1;NA;NA;1.86;0.53;0.85;42;42
50;TRUE;FALSE;149;1;2;NA;NA;1.32;2.48;0.82;50;50
60;TRUE;FALSE;86;4;1;NA;NA;1.16;1.08;0.43;60;60
70;TRUE;FALSE;36;1;1;NA;NA;1.09;2.01;0.61;70;70
81;TRUE;FALSE;128;4;2;NA;NA;1.25;2.48;0.73;81;81
107;TRUE;FALSE;17;4;1;NA;NA;1.46;0.43;0.34;107;107
112;TRUE;FALSE;39;1;1;NA;NA;1.5;1.99;0.81;112;112
113;TRUE;FALSE;76;1;1;NA;NA;1.52;1.49;0.49;113;113
128;TRUE;FALSE;93;0;1;NA;NA;2.03;1.5;0.59;128;128
132;TRUE;FALSE;86;1;1;NA;NA;2.36;1.62;0.6;132;132
137;TRUE;FALSE;62;1;1;NA;NA;2.35;1.78;0.56;137;137
157;TRUE;FALSE;49;1;1;NA;NA;1.24;1.89;0.42;157;157
189;TRUE;FALSE;70;1;1;NA;NA;2.3;2.22;0.55;189;189
208;TRUE;FALSE;108;1;1;NA;NA;2.5;1.6;0.53;208;208
218;TRUE;FALSE;72;1;1;NA;NA;2.34;1.42;0.55;218;218
240;TRUE;FALSE;76;1;1;NA;NA;2.18;1.64;0.54;240;240
251;TRUE;FALSE;70;1;1;NA;NA;2.39;2.27;0.52;251;251
258;TRUE;FALSE;57;1;1;NA;NA;2.2;1.61;0.57;258;258
271;TRUE;FALSE;52;1;1;NA;NA;2.37;1.35;0.5;271;271
273;TRUE;FALSE;57;1;1;NA;NA;2.18;2.08;0.62;273;273
294;TRUE;FALSE;53;1;1;NA;NA;2.47;2.19;0.46;294;294
307;TRUE;FALSE;50;1;1;NA;NA;2.16;1.78;0.58;307;307
312;TRUE;FALSE;54;1;1;NA;NA;2.35;2.26;0.55;312;312
323;TRUE;TRUE;56;1;1;NA;NA;2.15;2.11;0.57;323;323
352;TRUE;FALSE;52;1;1;NA;NA;2.32;2.03;0.59;352;352
355;TRUE;FALSE;65;1;1;NA;NA;2.28;2.13;0.62;355;355
369;TRUE;FALSE;53;1;1;NA;NA;2.44;2.28;0.57;369;369
