CONFIG_ID;IS_ELITE;IS_BEST;particles;topology;modInfluence;branching;tSchedule;phi1;phi2;inertia;ORIGINAL_CONFIG_ID;TESTING_CONFIG_ID
10;TRUE;FALSE;152;1;0;NA;NA;0.2;2.12;0.66;10;10
16;TRUE;FALSE;196;4;0;NA;NA;1.37;2.36;0.69;16;16
29;TRUE;FALSE;134;4;1;NA;NA;2.47;2.2;0.75;29;29
104;TRUE;FALSE;194;1;1;NA;NA;2.13;2.03;0.76;104;104
132;TRUE;FALSE;21;1;0;NA;NA;1.26;2;0.55;132;132
144;TRUE;FALSE;122;4;0;NA;NA;2.26;2.09;0.83;144;144
150;TRUE;FALSE;174;4;0;NA;NA;1.94;2.4;0.4;150;150
157;TRUE;FALSE;96;1;2;NA;NA;0.3;2.38;0.82;157;157
175;TRUE;FALSE;151;4;1;NA;NA;1.64;2.25;0.81;175;175
200;TRUE;FALSE;118;4;0;NA;NA;2.21;1.99;0.81;200;200
281;TRUE;FALSE;118;4;0;NA;NA;2.24;2.36;0.77;281;281
284;TRUE;FALSE;131;4;0;NA;NA;2.2;1.94;0.71;284;284
294;TRUE;FALSE;144;4;2;NA;NA;1.56;1.88;0.83;294;294
297;TRUE;FALSE;77;1;2;NA;NA;0.97;2.5;0.9;297;297
303;TRUE;FALSE;77;4;1;NA;NA;2.33;2.15;0.79;303;303
326;TRUE;FALSE;127;4;0;NA;NA;2.4;2.4;0.67;326;326
367;TRUE;FALSE;119;4;0;NA;NA;2.24;2.39;0.59;367;367
378;TRUE;FALSE;118;4;0;NA;NA;2.06;2.28;0.66;378;378
387;TRUE;FALSE;95;4;0;NA;NA;2.25;2.45;0.74;387;387
427;TRUE;FALSE;98;4;0;NA;NA;2.25;2.43;0.65;427;427
441;TRUE;FALSE;117;4;0;NA;NA;2.19;2.4;0.57;441;441
449;TRUE;FALSE;89;4;0;NA;NA;2.08;2.32;0.7;449;449
450;TRUE;FALSE;81;4;0;NA;NA;2.2;2.44;0.71;450;450
473;TRUE;TRUE;108;4;0;NA;NA;2.14;2.28;0.67;473;473
