CONFIG_ID;IS_ELITE;IS_BEST;particles;topology;modInfluence;branching;tSchedule;phi1;phi2;inertia;ORIGINAL_CONFIG_ID;TESTING_CONFIG_ID
1;TRUE;FALSE;33;1;0;NA;NA;1.59;1.12;0.79;1;1
12;TRUE;FALSE;120;4;0;NA;NA;1.12;1.27;0.51;12;12
31;TRUE;FALSE;98;4;0;NA;NA;2.41;2.41;0.75;31;31
37;TRUE;FALSE;173;4;2;NA;NA;0.22;2.09;0.86;37;37
44;TRUE;FALSE;111;4;2;NA;NA;1;1.94;0.81;44;44
77;TRUE;FALSE;24;4;0;NA;NA;1.52;2.46;0.55;77;77
105;TRUE;FALSE;45;4;0;NA;NA;2.05;1.24;0.8;105;105
124;TRUE;FALSE;64;4;0;NA;NA;1.72;2.14;0.51;124;124
128;TRUE;FALSE;7;4;2;NA;NA;2.07;2.38;0.46;128;128
153;TRUE;FALSE;145;4;2;NA;NA;2.05;2.5;0.65;153;153
174;TRUE;FALSE;22;4;2;NA;NA;1.94;2.34;0.3;174;174
177;TRUE;FALSE;29;4;0;NA;NA;1.78;2.25;0.47;177;177
188;TRUE;FALSE;12;4;0;NA;NA;1.98;2.32;0.29;188;188
200;TRUE;TRUE;4;4;2;NA;NA;1.77;2.47;0.41;200;200
221;TRUE;FALSE;31;4;2;NA;NA;1.84;2.15;0.24;221;221
224;TRUE;FALSE;7;4;2;NA;NA;1.72;2.24;0.43;224;224
234;TRUE;FALSE;20;4;0;NA;NA;1.84;2.14;0.26;234;234
