CONFIG_ID;IS_ELITE;IS_BEST;particles;topology;modInfluence;branching;tSchedule;phi1;phi2;inertia;ORIGINAL_CONFIG_ID;TESTING_CONFIG_ID
70;TRUE;FALSE;62;1;0;NA;NA;1.12;2.17;0.51;70;70
90;TRUE;FALSE;31;5;1;NA;2;1.51;2.25;0.88;90;90
93;TRUE;FALSE;65;4;0;NA;NA;1.71;1.9;0.38;93;93
113;TRUE;FALSE;134;0;0;NA;NA;2.41;1.66;0.75;113;113
124;TRUE;FALSE;11;0;0;NA;NA;1.95;2.47;0.89;124;124
149;TRUE;FALSE;25;4;0;NA;NA;2.23;1.73;0.77;149;149
167;TRUE;FALSE;39;4;0;NA;NA;1.31;2.21;0.59;167;167
168;TRUE;FALSE;163;0;0;NA;NA;1.94;2.43;0.67;168;168
195;TRUE;FALSE;137;0;0;NA;NA;1.83;1.88;0.71;195;195
245;TRUE;FALSE;66;4;0;NA;NA;1.12;2.09;0.68;245;245
273;TRUE;FALSE;111;0;0;NA;NA;2.38;2.29;0.63;273;273
283;TRUE;FALSE;25;4;0;NA;NA;1.8;2.36;0.6;283;283
298;TRUE;FALSE;59;4;0;NA;NA;1.53;2.05;0.59;298;298
311;TRUE;FALSE;45;4;0;NA;NA;1.07;2.2;0.65;311;311
333;TRUE;FALSE;46;4;0;NA;NA;1.36;2.2;0.65;333;333
334;TRUE;FALSE;61;4;0;NA;NA;1.69;2.05;0.63;334;334
367;TRUE;FALSE;68;4;0;NA;NA;1.41;2.11;0.54;367;367
379;TRUE;FALSE;64;4;0;NA;NA;1.95;2.27;0.64;379;379
391;TRUE;FALSE;60;4;0;NA;NA;1.82;1.98;0.61;391;391
395;TRUE;FALSE;35;4;0;NA;NA;1.7;2.12;0.52;395;395
397;TRUE;FALSE;43;4;0;NA;NA;1.84;2.48;0.54;397;397
412;TRUE;TRUE;45;4;0;NA;NA;1.79;2.42;0.5;412;412
418;TRUE;FALSE;43;4;0;NA;NA;1.81;2.48;0.56;418;418
432;TRUE;FALSE;35;4;0;NA;NA;1.87;2.47;0.56;432;432
434;TRUE;FALSE;38;4;0;NA;NA;1.77;2.34;0.52;434;434
