CONFIG_ID;IS_ELITE;IS_BEST;algorithm;localsearch;alpha;beta;rho;ants;q0;rasrank;elitistants;nnls;dlb;ORIGINAL_CONFIG_ID;TESTING_CONFIG_ID
17;TRUE;FALSE;acs;3;2.71;8.78;0.66;6;0.09;NA;NA;42;1;17;17
25;TRUE;FALSE;mmas;3;1.15;8.16;0.97;60;NA;NA;NA;16;1;25;25
28;TRUE;FALSE;acs;2;2.4;5.66;0.23;36;0.4;NA;NA;28;0;28;28
105;TRUE;FALSE;acs;3;2.91;3.83;0.33;51;0.18;NA;NA;20;1;105;105
117;TRUE;FALSE;acs;3;3.84;7.59;0.18;53;0.54;NA;NA;25;1;117;117
173;TRUE;FALSE;acs;3;3.94;8.38;0.24;42;0.41;NA;NA;28;1;173;173
184;TRUE;FALSE;acs;3;1.98;3.91;0.42;46;0.3;NA;NA;11;1;184;184
185;TRUE;FALSE;acs;3;2.82;6.87;0.26;35;0.34;NA;NA;47;1;185;185
216;TRUE;FALSE;acs;3;3.87;6.2;0.62;58;0.01;NA;NA;9;0;216;216
304;TRUE;FALSE;acs;3;2.26;2.46;0.3;42;0.49;NA;NA;11;1;304;304
307;TRUE;FALSE;acs;3;2.32;4.59;0.45;48;0.16;NA;NA;7;1;307;307
315;TRUE;FALSE;acs;3;1.54;6.41;0.7;26;0.6;NA;NA;10;1;315;315
323;TRUE;FALSE;acs;3;2.57;3.99;0.66;55;0.4;NA;NA;17;1;323;323
351;TRUE;FALSE;acs;3;2.79;4;0.6;63;0.47;NA;NA;10;1;351;351
371;TRUE;FALSE;acs;3;2.08;2.76;0.36;39;0.6;NA;NA;13;1;371;371
401;TRUE;FALSE;acs;3;2.14;5.85;0.57;46;0.46;NA;NA;10;1;401;401
445;TRUE;FALSE;acs;3;2.23;5.15;0.55;42;0.26;NA;NA;10;1;445;445
449;TRUE;FALSE;acs;3;2.97;5.1;0.55;61;0.5;NA;NA;9;1;449;449
459;TRUE;FALSE;acs;3;2.79;4.85;0.61;56;0.45;NA;NA;9;1;459;459
462;TRUE;FALSE;acs;3;2.35;4.93;0.55;53;0.36;NA;NA;10;1;462;462
464;TRUE;FALSE;acs;3;2.93;4.9;0.59;58;0.59;NA;NA;11;1;464;464
468;TRUE;TRUE;acs;3;3.18;5.14;0.57;63;0.52;NA;NA;11;1;468;468
