CONFIG_ID;IS_ELITE;IS_BEST;algorithm;localsearch;alpha;beta;rho;ants;q0;rasrank;elitistants;nnls;dlb;ORIGINAL_CONFIG_ID;TESTING_CONFIG_ID
6;TRUE;FALSE;mmas;3;3.01;5.5;0.27;63;NA;NA;NA;32;0;6;6
58;TRUE;FALSE;acs;3;3.56;0.34;0.56;46;0.35;NA;NA;43;0;58;58
85;TRUE;FALSE;acs;3;1.72;5.42;0.83;38;0.78;NA;NA;38;0;85;85
94;TRUE;FALSE;mmas;3;3.95;1.78;0.13;36;NA;NA;NA;21;1;94;94
101;TRUE;FALSE;mmas;3;2.51;3.59;0.36;68;NA;NA;NA;43;0;101;101
106;TRUE;FALSE;acs;3;2.08;9.72;0.32;32;0.8;NA;NA;46;1;106;106
162;TRUE;FALSE;ras;3;2.38;2.21;0.87;80;NA;10;NA;28;1;162;162
190;TRUE;FALSE;ras;3;2.31;2.33;0.88;52;NA;17;NA;29;0;190;190
207;TRUE;FALSE;ras;3;2.43;0.78;0.91;74;NA;35;NA;37;1;207;207
221;TRUE;FALSE;acs;3;2.65;4.05;0.84;56;0.13;NA;NA;24;0;221;221
248;TRUE;FALSE;ras;3;3.11;0.66;0.68;93;NA;21;NA;34;1;248;248
342;TRUE;FALSE;ras;3;2.47;1.98;0.84;83;NA;10;NA;31;1;342;342
346;TRUE;FALSE;ras;3;2.78;1.58;0.95;95;NA;17;NA;34;1;346;346
369;TRUE;FALSE;ras;3;2.69;1.27;0.81;89;NA;17;NA;31;1;369;369
424;TRUE;FALSE;ras;3;2.53;3.23;0.74;48;NA;14;NA;26;1;424;424
433;TRUE;FALSE;ras;3;2.82;3.04;0.86;58;NA;14;NA;27;0;433;433
485;TRUE;FALSE;ras;3;2.44;2.45;0.95;46;NA;18;NA;29;0;485;485
493;TRUE;FALSE;ras;3;2.49;3.03;0.77;49;NA;16;NA;21;1;493;493
534;TRUE;FALSE;ras;3;2.58;2.46;0.91;49;NA;17;NA;28;0;534;534
536;TRUE;FALSE;ras;3;2.75;3.1;0.74;50;NA;17;NA;22;0;536;536
564;TRUE;FALSE;ras;3;2.52;2.21;0.98;46;NA;18;NA;28;0;564;564
578;TRUE;FALSE;ras;3;2.44;2.83;0.91;51;NA;14;NA;24;0;578;578
584;TRUE;FALSE;ras;3;2.85;3.01;0.88;59;NA;11;NA;27;0;584;584
613;TRUE;FALSE;ras;3;2.57;3.3;0.72;50;NA;15;NA;20;0;613;613
652;TRUE;FALSE;ras;3;2.35;2.43;0.94;49;NA;18;NA;27;0;652;652
657;TRUE;TRUE;ras;3;2.4;2.9;0.93;46;NA;15;NA;25;0;657;657
679;TRUE;FALSE;ras;3;2.48;2.87;0.91;45;NA;16;NA;25;0;679;679
680;TRUE;FALSE;ras;3;2.36;2.76;0.95;47;NA;12;NA;26;0;680;680
683;TRUE;FALSE;ras;3;2.47;2.95;0.92;44;NA;15;NA;25;0;683;683
