CONFIG_ID;IS_ELITE;IS_BEST;algorithm;localsearch;alpha;beta;rho;ants;q0;rasrank;elitistants;nnls;dlb;ORIGINAL_CONFIG_ID;TESTING_CONFIG_ID
12;TRUE;FALSE;ras;3;3.07;5.89;0.52;69;NA;7;NA;25;0;12;12
47;TRUE;FALSE;mmas;3;2.06;3.54;0.41;53;NA;NA;NA;39;1;47;47
61;TRUE;FALSE;as;3;3.47;0.73;0.32;38;NA;NA;NA;14;0;61;61
89;TRUE;FALSE;acs;3;3.35;3.62;0.94;30;0.67;NA;NA;31;1;89;89
115;TRUE;FALSE;acs;3;2.56;0.63;0.4;31;0.06;NA;NA;21;1;115;115
121;TRUE;FALSE;acs;3;3.1;3.97;0.54;23;0.42;NA;NA;18;1;121;121
161;TRUE;FALSE;acs;3;4.55;2.53;0.99;7;0.77;NA;NA;26;1;161;161
179;TRUE;FALSE;acs;3;3.67;2.64;0.35;17;0.03;NA;NA;18;0;179;179
188;TRUE;FALSE;acs;3;2.83;4.87;0.91;23;0.63;NA;NA;12;1;188;188
227;TRUE;FALSE;acs;3;4.12;4.92;0.62;8;0.93;NA;NA;40;1;227;227
231;TRUE;FALSE;acs;3;4.29;0.27;0.33;34;0.17;NA;NA;20;0;231;231
234;TRUE;FALSE;acs;3;3.26;5.48;0.67;7;0.76;NA;NA;31;1;234;234
247;TRUE;FALSE;mmas;3;4.24;3.53;0.16;37;NA;NA;NA;23;0;247;247
255;TRUE;FALSE;acs;3;3.34;4.22;0.16;25;0.43;NA;NA;17;0;255;255
312;TRUE;FALSE;acs;3;4.2;4.67;0.02;32;0.61;NA;NA;19;0;312;312
331;TRUE;FALSE;mmas;3;4.49;3.23;0.11;30;NA;NA;NA;16;0;331;331
334;TRUE;FALSE;acs;3;3.73;4.89;0.11;41;0.55;NA;NA;17;0;334;334
335;TRUE;FALSE;mmas;3;4.65;3.83;0.17;37;NA;NA;NA;12;0;335;335
349;TRUE;FALSE;acs;3;3.16;4.01;0.09;40;0.57;NA;NA;13;1;349;349
362;TRUE;FALSE;acs;3;3.78;4.4;0.1;51;0.69;NA;NA;12;1;362;362
363;TRUE;FALSE;acs;3;3.41;4.67;0.11;46;0.64;NA;NA;18;0;363;363
373;TRUE;FALSE;acs;3;4.11;3.22;0.02;32;0.8;NA;NA;18;0;373;373
379;TRUE;FALSE;acs;3;3.66;4.31;0.03;24;0.5;NA;NA;18;0;379;379
394;TRUE;FALSE;acs;3;3.25;3.23;0.27;55;0.77;NA;NA;15;1;394;394
398;TRUE;TRUE;acs;3;3.23;4.11;0.31;60;0.87;NA;NA;18;1;398;398
404;TRUE;FALSE;acs;3;4.02;4.8;0.15;51;0.63;NA;NA;11;1;404;404
