CONFIG_ID;IS_ELITE;particles;topology;modInfluence;branching;tSchedule;phi1;phi2;inertia
120;FALSE;156;4;0;NA;NA;0.27;2.08;0.12
121;FALSE;130;5;0;NA;4;2.35;2.32;0.4
122;FALSE;143;0;1;NA;NA;0.76;0.9;0.85
123;FALSE;30;4;1;NA;NA;0.43;2.36;0.54
124;FALSE;69;1;0;NA;NA;0.15;1.89;0.59
125;FALSE;108;4;2;NA;NA;0.27;2.05;0.52
126;FALSE;17;1;0;NA;NA;0.49;2.34;0.16
127;FALSE;89;4;1;NA;NA;1.22;2.4;0.64
128;TRUE;134;4;0;NA;NA;0.33;2.34;0.31
129;FALSE;62;0;2;NA;NA;0.3;2.13;0.69
130;FALSE;123;5;0;NA;3;0.89;2.27;0.26
131;FALSE;59;4;0;NA;NA;1.09;1.32;0.77
132;FALSE;58;0;1;NA;NA;1.03;2.37;0.47
133;FALSE;91;5;2;NA;8;0.73;1.82;0.8
134;FALSE;84;0;0;NA;NA;1.38;1.85;0.46
135;FALSE;50;1;1;NA;NA;0.86;1.97;0.55
136;FALSE;107;1;0;NA;NA;0.11;1.81;0.01
137;FALSE;58;0;2;NA;NA;0.69;2.08;0.58
138;FALSE;63;3;1;NA;NA;0.99;1.62;0.76
139;FALSE;44;1;0;NA;NA;0.72;1.34;0.41
140;FALSE;110;4;1;NA;NA;0.35;1.93;0.04
141;FALSE;104;4;0;NA;NA;1.69;1.97;0.17
142;FALSE;69;4;1;NA;NA;0.19;2.23;0.53
143;FALSE;39;4;2;NA;NA;1.09;1.96;0.79
144;FALSE;12;2;1;NA;NA;0.44;2.02;0.39
145;FALSE;123;1;0;NA;NA;0.14;1.49;0.18
146;FALSE;36;4;2;NA;NA;0.59;1.76;0.9
147;FALSE;180;4;0;NA;NA;1.39;2.07;0.23
148;FALSE;68;0;2;NA;NA;0.09;1.85;0.64
149;FALSE;167;2;0;NA;NA;1.16;2.4;0.22
150;FALSE;83;1;0;NA;NA;0.32;1.49;0.09
151;FALSE;85;0;2;NA;NA;0.66;2.49;0.83
152;FALSE;154;4;0;NA;NA;0.24;1.81;0.44
153;FALSE;6;0;1;NA;NA;1.06;1.54;0.63
154;FALSE;137;4;2;NA;NA;1.35;1.06;0.86
155;FALSE;56;6;1;19;NA;1.3;2.41;0.73
156;FALSE;85;0;1;NA;NA;0.12;1.7;0.56
157;FALSE;38;1;0;NA;NA;0.39;2.4;0.36
158;FALSE;149;4;1;NA;NA;0.58;2.27;0.54
159;FALSE;92;4;0;NA;NA;0.04;2.39;0.19
160;FALSE;34;4;2;NA;NA;1.15;2.09;0.86
161;FALSE;146;4;2;NA;NA;0.9;2.43;0.32
162;FALSE;154;4;0;NA;NA;0.55;2.03;0.45
163;TRUE;65;4;0;NA;NA;1.04;1.87;0.7
164;TRUE;157;4;0;NA;NA;0.07;2.14;0.4
165;FALSE;171;4;0;NA;NA;0.85;2.2;0.32
166;TRUE;105;4;0;NA;NA;0.43;2.38;0.25
167;FALSE;124;1;1;NA;NA;0.48;1.87;0.25
168;FALSE;139;4;0;NA;NA;0.03;2.38;0.39
169;FALSE;116;1;0;NA;NA;0.67;2.22;0.15
170;TRUE;85;4;0;NA;NA;0.25;2.28;0.32
171;FALSE;198;4;0;NA;NA;0.83;2.33;0.64
172;FALSE;172;4;0;NA;NA;0.65;2.34;0.46
173;FALSE;110;4;0;NA;NA;0.32;2.13;0.31
174;FALSE;62;4;2;NA;NA;0.8;1.96;0.79
175;FALSE;173;4;0;NA;NA;0.44;2.3;0.31
176;FALSE;159;4;1;NA;NA;0.35;2.15;0.4
177;FALSE;184;4;0;NA;NA;0.05;2.22;0.69
178;FALSE;196;4;0;NA;NA;0.27;1.7;0.37
179;FALSE;149;1;0;NA;NA;0.17;2.19;0.22
180;FALSE;132;4;0;NA;NA;0.58;2.46;0.15
181;FALSE;91;4;2;NA;NA;0.72;2.23;0.75
182;FALSE;71;4;2;NA;NA;0.44;2.39;0.76
183;FALSE;66;1;0;NA;NA;0.71;2.42;0.27
184;FALSE;152;4;0;NA;NA;0.06;1.66;0.81
185;FALSE;91;4;0;NA;NA;0.13;2.07;0.28
186;FALSE;137;4;0;NA;NA;0.17;2.29;0.38
187;FALSE;68;1;0;NA;NA;0.59;2.14;0.24
188;FALSE;119;4;0;NA;NA;0.92;2.24;0.18
189;FALSE;49;4;2;NA;NA;1.36;2.02;0.71
190;FALSE;135;4;0;NA;NA;0.4;2.11;0.66
191;FALSE;167;4;0;NA;NA;0.55;2.07;0.57
192;FALSE;98;4;0;NA;NA;0.19;2.48;0.32
193;FALSE;121;1;2;NA;NA;0.48;2.09;0.08
194;FALSE;67;4;2;NA;NA;1.07;2.06;0.87
195;TRUE;117;4;0;NA;NA;0.05;2.31;0.3
196;FALSE;151;4;0;NA;NA;0.01;2.3;0.35
197;FALSE;153;4;0;NA;NA;0.04;1.97;0.45
198;FALSE;161;4;0;NA;NA;0.03;2.31;0.51
199;FALSE;106;4;0;NA;NA;0.52;2.01;0.37
200;FALSE;177;4;0;NA;NA;0.33;2.4;0.37
201;FALSE;160;4;0;NA;NA;0.08;2.46;0.4
202;TRUE;176;4;0;NA;NA;0.18;2.41;0.31
203;FALSE;85;6;0;7;NA;0.23;2.33;0.25
204;FALSE;185;4;0;NA;NA;0.1;2.17;0.35
205;FALSE;69;4;0;NA;NA;1.13;1.83;0.68
206;FALSE;64;4;0;NA;NA;0.42;2.43;0.2
207;FALSE;175;4;1;NA;NA;0.05;2.49;0.41
208;FALSE;127;4;2;NA;NA;0.23;1.88;0.41
209;FALSE;103;4;0;NA;NA;0.42;2.24;0.41
210;FALSE;95;4;0;NA;NA;0.21;2.32;0.35
211;FALSE;91;4;0;NA;NA;0.25;2.39;0.24
212;FALSE;114;4;0;NA;NA;0.43;2.45;0.31
213;FALSE;45;4;2;NA;NA;1.27;2.19;0.69
214;FALSE;109;4;0;NA;NA;0.69;2.13;0.17
215;FALSE;89;4;2;NA;NA;0.84;2.17;0.83
216;FALSE;168;4;0;NA;NA;0.14;2.14;0.35
217;FALSE;76;4;0;NA;NA;0.86;1.86;0.6
218;FALSE;162;4;0;NA;NA;0.34;2.12;0.41
219;TRUE;142;4;0;NA;NA;0.03;2.46;0.35
220;FALSE;67;2;0;NA;NA;0.68;2.19;0.67
221;FALSE;132;4;1;NA;NA;0.49;2.18;0.41
222;FALSE;124;4;0;NA;NA;0.32;1.94;0.29
223;FALSE;59;4;0;NA;NA;0.4;2.45;0.28
224;FALSE;55;4;0;NA;NA;1.2;1.81;0.7
225;FALSE;164;4;0;NA;NA;0.19;2;0.46
226;FALSE;86;4;2;NA;NA;0.65;2.2;0.87
227;FALSE;96;4;0;NA;NA;0.37;2.16;0.34
228;FALSE;141;4;0;NA;NA;0.05;2.04;0.37
229;FALSE;151;4;1;NA;NA;0.14;2.12;0.38
230;FALSE;125;4;0;NA;NA;0.55;2.2;0.21
231;FALSE;149;4;0;NA;NA;0.06;2.42;0.47
232;FALSE;108;4;0;NA;NA;0.02;2.45;0.36
233;FALSE;183;4;0;NA;NA;0.2;2.32;0.2
