CONFIG_ID;IS_ELITE;IS_BEST;algorithm;localsearch;alpha;beta;rho;ants;q0;rasrank;elitistants;nnls;dlb;ORIGINAL_CONFIG_ID;TESTING_CONFIG_ID
43;TRUE;FALSE;ras;3;3.85;4.3;0.92;66;NA;55;NA;46;0;43;43
64;TRUE;FALSE;eas;3;1.51;7.11;0.2;9;NA;NA;421;33;1;64;64
84;TRUE;FALSE;ras;3;3.19;2.03;0.41;27;NA;7;NA;49;1;84;84
125;TRUE;FALSE;acs;3;2.93;3.19;0.36;19;0.66;NA;NA;50;1;125;125
166;TRUE;FALSE;ras;3;2.24;0.12;0.75;30;NA;31;NA;47;0;166;166
189;TRUE;FALSE;ras;3;2.78;1.61;0.63;20;NA;22;NA;42;0;189;189
190;TRUE;FALSE;acs;3;2.92;0.48;0.47;34;0.11;NA;NA;39;1;190;190
195;TRUE;FALSE;acs;3;2.69;2.56;0.26;23;0.65;NA;NA;42;0;195;195
197;TRUE;FALSE;ras;3;3.6;3.45;0.87;35;NA;18;NA;49;0;197;197
267;TRUE;FALSE;ras;3;2.97;1.66;0.55;47;NA;28;NA;25;1;267;267
305;TRUE;FALSE;acs;3;3.36;1.52;0.4;39;0.04;NA;NA;24;1;305;305
344;TRUE;FALSE;ras;3;3.12;2.97;0.76;52;NA;22;NA;44;0;344;344
346;TRUE;FALSE;ras;3;2.63;1.38;0.53;33;NA;15;NA;48;0;346;346
405;TRUE;TRUE;ras;3;2.59;2.18;0.55;30;NA;20;NA;37;0;405;405
423;TRUE;FALSE;ras;3;2.44;0.22;0.42;34;NA;14;NA;48;0;423;423
439;TRUE;FALSE;ras;3;2.92;2.89;0.45;40;NA;10;NA;45;0;439;439
442;TRUE;FALSE;ras;3;2.64;1.28;0.49;43;NA;17;NA;45;0;442;442
445;TRUE;FALSE;ras;3;2.76;1.07;0.42;36;NA;12;NA;49;0;445;445
