CONFIG_ID;IS_ELITE;particles;topology;modInfluence;branching;tSchedule;phi1;phi2;inertia
1;FALSE;94;5;1;NA;10;1.7;2.27;0.27
2;FALSE;193;1;2;NA;NA;0.45;1.02;0.72
3;FALSE;44;0;2;NA;NA;2.33;0.4;0.04
4;FALSE;143;3;0;NA;NA;1.08;1.65;0.49
5;TRUE;19;4;2;NA;NA;1.39;1.34;0.6
6;FALSE;119;1;0;NA;NA;0.14;0.09;0.15
7;FALSE;168;6;1;16;NA;0.76;1.96;0.38
8;FALSE;69;2;0;NA;NA;2.01;0.71;0.83
9;FALSE;156;0;0;NA;NA;1.23;0.24;0.21
10;FALSE;56;4;1;NA;NA;2.48;1.49;0.66
11;FALSE;7;2;0;NA;NA;1.86;0.87;0.89
12;FALSE;106;5;2;NA;7;0.61;2.12;0.44
13;FALSE;81;1;2;NA;NA;1.55;0.55;0.1
14;FALSE;181;5;1;NA;8;0.3;1.8;0.55
15;FALSE;131;3;1;NA;NA;0.92;1.18;0.77
16;FALSE;31;6;0;20;NA;2.17;2.43;0.32
17;FALSE;137;6;0;13;NA;1.47;0.32;0.29
18;FALSE;38;3;2;NA;NA;0.22;1.57;0.74
19;FALSE;187;1;1;NA;NA;2.09;2.2;0.07
20;FALSE;87;5;0;NA;8;0.84;0.95;0.52
21;FALSE;112;2;0;NA;NA;2.4;1.26;0.86
22;FALSE;13;6;1;6;NA;1.15;0.01;0.41
23;FALSE;162;4;2;NA;NA;1.78;0.63;0.63
24;FALSE;63;0;1;NA;NA;0.53;1.88;0.18
25;FALSE;50;3;1;NA;NA;0.37;1.1;0.46
26;FALSE;150;0;2;NA;NA;1.62;2.35;0.01
27;FALSE;100;2;1;NA;NA;1;1.73;0.69
28;FALSE;199;5;0;NA;6;2.25;0.48;0.24
29;FALSE;25;1;0;NA;NA;0.69;2.04;0.13
30;FALSE;125;4;2;NA;NA;1.94;0.79;0.58
31;FALSE;174;3;1;NA;NA;1.31;1.41;0.8
32;FALSE;171;4;0;NA;NA;1.58;0.05;0.7
33;FALSE;72;0;1;NA;NA;0.33;1.3;0.25
34;FALSE;122;2;2;NA;NA;2.21;1.92;0.48
35;FALSE;22;6;1;4;NA;0.96;0.67;0.03
36;FALSE;146;5;1;NA;2;1.27;0.98;0.14
37;FALSE;47;1;0;NA;NA;0.02;2.23;0.59
38;FALSE;97;3;2;NA;NA;0.65;0.36;0.81
39;FALSE;196;0;0;NA;NA;1.9;1.61;0.36
40;TRUE;10;0;2;NA;NA;0.8;1.45;0.31
41;FALSE;109;4;1;NA;NA;2.05;0.2;0.76
42;FALSE;159;2;2;NA;NA;1.43;2.08;0.53
43;FALSE;59;5;0;NA;4;0.18;0.83;0.08
44;FALSE;84;3;1;NA;NA;1.12;2.39;0.65
45;FALSE;35;4;1;NA;NA;0.49;0.52;0.87
46;FALSE;134;1;0;NA;NA;1.74;1.77;0.42
47;FALSE;165;1;2;NA;NA;1.04;0.91;0.28
48;TRUE;66;4;0;NA;NA;2.29;2.16;0.73
49;FALSE;16;2;1;NA;NA;1.66;0.28;0.51
50;FALSE;115;6;0;11;NA;0.41;1.53;0.06
51;FALSE;140;2;1;NA;NA;0.73;0.59;0.62
52;FALSE;41;5;2;NA;5;1.98;1.84;0.17
53;FALSE;190;3;2;NA;NA;0.1;2.47;0.84
54;FALSE;91;0;0;NA;NA;1.35;1.22;0.39
55;FALSE;103;0;1;NA;NA;0.26;0.75;0.34
56;FALSE;3;4;0;NA;NA;1.51;2;0.79
57;FALSE;153;5;1;NA;4;0.88;1.38;0.11
58;FALSE;53;2;2;NA;NA;2.13;0.13;0.56
59;FALSE;178;3;0;NA;NA;0.57;0.44;0.67
60;TRUE;28;1;1;NA;NA;2.44;1.06;0.45
61;FALSE;128;5;2;NA;5;1.19;2.31;0.9
62;FALSE;105;3;0;NA;NA;1.02;2.25;0.37
63;FALSE;154;5;1;NA;7;0.39;0.38;0.15
64;TRUE;55;1;0;NA;NA;1.64;1.63;0.6
65;FALSE;80;4;1;NA;NA;1.96;0.07;0.03
66;FALSE;179;0;2;NA;NA;0.71;1.32;0.48
67;FALSE;3;4;1;NA;NA;2.32;1.94;0.62
68;FALSE;149;1;0;NA;NA;2.5;0.39;0.21
69;FALSE;88;5;0;NA;6;1.39;2.12;0.87
70;FALSE;72;2;0;NA;NA;1.1;1.34;0.7
71;FALSE;35;3;2;NA;NA;0.72;0.62;0.22
72;FALSE;98;3;2;NA;NA;2.06;2.45;0.35
73;FALSE;60;0;1;NA;NA;1.19;0.49;0.41
74;FALSE;28;0;2;NA;NA;0.23;1.19;0.3
75;FALSE;18;1;0;NA;NA;0.55;2.15;0.66
76;FALSE;153;4;1;NA;NA;2.15;1.18;0.79
77;FALSE;50;2;1;NA;NA;2.23;0.2;0.7
78;FALSE;148;2;1;NA;NA;1.26;1.2;0.07
79;FALSE;124;4;0;NA;NA;1.18;1.13;0.36
80;FALSE;82;1;2;NA;NA;2.5;1.43;0.17
81;FALSE;63;4;0;NA;NA;0.03;1.79;0.73
82;FALSE;43;1;2;NA;NA;0.57;1.71;0.51
83;FALSE;170;4;1;NA;NA;1.44;2.11;0.76
84;FALSE;79;5;1;NA;8;1.89;0.98;0.62
85;TRUE;83;4;2;NA;NA;2.41;1.87;0.83
86;FALSE;29;0;0;NA;NA;1.37;2.34;0.1
87;FALSE;8;2;1;NA;NA;0.2;0.57;0.2
88;FALSE;76;1;1;NA;NA;1.86;1.63;0.18
89;FALSE;167;3;0;NA;NA;1.77;1.93;0.74
90;FALSE;6;2;2;NA;NA;0.54;2.32;0.16
91;FALSE;87;1;2;NA;NA;0.57;1.96;0.5
92;FALSE;49;0;0;NA;NA;1.27;1.02;0.08
93;FALSE;17;1;2;NA;NA;0.4;1.52;0.85
94;FALSE;30;1;0;NA;NA;1.58;1.37;0.82
95;FALSE;40;6;1;7;NA;1.23;1.6;0.12
96;TRUE;16;4;1;NA;NA;2.33;1.08;0.62
97;FALSE;53;3;0;NA;NA;0.9;0.84;0.23
98;TRUE;34;1;1;NA;NA;1.61;1.93;0.71
99;FALSE;58;2;0;NA;NA;2.38;0.03;0.32
100;FALSE;81;1;1;NA;NA;1.64;1.57;0.6
101;FALSE;125;4;1;NA;NA;1.66;0.09;0.38
102;FALSE;136;2;0;NA;NA;1.12;2.37;0.82
103;FALSE;99;4;2;NA;NA;2.31;1.06;0.5
104;FALSE;81;6;0;19;NA;2.25;1.74;0.22
105;FALSE;124;1;1;NA;NA;2.23;2.15;0.31
106;FALSE;75;4;2;NA;NA;1.7;0.86;0.71
107;FALSE;56;1;1;NA;NA;1.76;1.42;0.81
108;FALSE;196;4;1;NA;NA;2.44;1.64;0.68
109;FALSE;120;5;0;NA;8;1.66;1.05;0.29
110;FALSE;98;3;0;NA;NA;1.05;1.82;0.59
111;FALSE;48;0;2;NA;NA;1.81;2.01;0.88
112;FALSE;8;2;0;NA;NA;1.47;0.2;0.55
113;FALSE;51;4;2;NA;NA;0.31;1.13;0.25
114;FALSE;163;5;0;NA;9;1.55;0.8;0.5
115;FALSE;79;4;2;NA;NA;2.36;2.1;0.43
116;FALSE;91;6;1;20;NA;1.13;1.82;0.73
117;FALSE;64;4;2;NA;NA;1.54;1.59;0.81
118;FALSE;132;4;0;NA;NA;2.49;1.41;0.85
119;FALSE;145;4;2;NA;NA;2.18;1.61;0.78
120;FALSE;17;1;0;NA;NA;2.3;1.68;0.76
121;FALSE;29;1;1;NA;NA;2.3;1.8;0.4
122;FALSE;119;4;1;NA;NA;2.42;1.11;0.77
123;FALSE;90;5;1;NA;6;2.24;1.61;0.88
124;FALSE;94;1;1;NA;NA;0.99;2.21;0.6
125;TRUE;77;4;0;NA;NA;1.87;2.06;0.72
126;FALSE;33;1;2;NA;NA;1.94;1.45;0.67
127;FALSE;135;5;0;NA;10;2.47;1.71;0.85
128;FALSE;68;4;2;NA;NA;2.21;2.11;0.86
129;FALSE;107;4;0;NA;NA;2.18;1.12;0.58
130;FALSE;103;1;0;NA;NA;2.08;2.18;0.77
131;FALSE;22;3;1;NA;NA;1.78;2.12;0.61
132;FALSE;50;1;0;NA;NA;1.99;1.84;0.78
133;FALSE;78;4;1;NA;NA;2.45;1.78;0.77
134;FALSE;70;1;0;NA;NA;2.47;2.36;0.81
135;FALSE;65;4;2;NA;NA;2.09;1.73;0.88
136;TRUE;65;4;0;NA;NA;2.41;2.19;0.64
137;FALSE;70;1;0;NA;NA;1.98;1.76;0.48
138;FALSE;116;0;1;NA;NA;2.48;1.96;0.87
139;FALSE;61;4;2;NA;NA;1.88;2.03;0.66
140;FALSE;79;4;1;NA;NA;1.52;0.67;0.61
141;FALSE;46;5;2;NA;7;2.36;2.38;0.71
142;FALSE;18;4;1;NA;NA;2.4;2.01;0.7
143;FALSE;138;4;0;NA;NA;1.82;1.97;0.79
144;FALSE;167;4;0;NA;NA;2.11;1.11;0.75
145;FALSE;40;3;0;NA;NA;2.18;1.72;0.73
146;TRUE;24;4;0;NA;NA;1.96;2.13;0.7
147;FALSE;86;1;0;NA;NA;1.98;2.06;0.86
148;FALSE;77;3;1;NA;NA;2.2;1.58;0.56
149;FALSE;12;0;1;NA;NA;1.97;2.21;0.59
150;FALSE;94;2;1;NA;NA;1.27;2.37;0.55
151;FALSE;21;5;0;NA;2;2.17;1.27;0.87
152;FALSE;91;4;0;NA;NA;1.59;1.03;0.87
153;FALSE;108;3;1;NA;NA;2.16;0.25;0.38
154;FALSE;52;4;0;NA;NA;1.59;1.5;0.59
155;FALSE;45;5;2;NA;5;1.03;1.77;0.41
156;FALSE;26;1;0;NA;NA;2.39;1.15;0.07
157;FALSE;40;1;1;NA;NA;1.75;1;0.69
158;FALSE;18;4;0;NA;NA;2.34;2.37;0.84
159;FALSE;97;4;0;NA;NA;2.01;2.17;0.66
160;FALSE;82;4;0;NA;NA;1.39;1.68;0.66
161;TRUE;45;4;0;NA;NA;2.14;2.42;0.67
162;FALSE;71;4;0;NA;NA;2.22;1.87;0.65
163;FALSE;55;4;0;NA;NA;2.25;2.2;0.75
164;FALSE;131;4;0;NA;NA;1.72;2.14;0.83
165;FALSE;43;3;0;NA;NA;1.95;2.35;0.71
166;FALSE;111;4;0;NA;NA;2.42;2.36;0.51
167;FALSE;9;4;0;NA;NA;2.18;2.05;0.35
168;FALSE;30;4;0;NA;NA;2.35;1.97;0.68
169;FALSE;105;4;0;NA;NA;2.2;2.02;0.67
170;FALSE;80;4;2;NA;NA;2.02;2.21;0.62
171;FALSE;75;4;0;NA;NA;1.9;1.51;0.58
172;FALSE;72;4;2;NA;NA;2.17;2.42;0.89
173;FALSE;85;4;1;NA;NA;2.18;2.01;0.62
