CONFIG_ID;B;M;INSTANCES;BR;MR;BNR;MNR;BG;MG;BRG;MRG;BNRG;MNRG
26;0.346296331689305;228249.304967732;50;1;14.02;0;0.5425;0;283.697175207657;1;14.02;0;0.5425
12;0.162900314574624;116409.630996744;50;2;14.36;0.0416666666666667;0.556666666666667;0.0453445875352842;210.692212129868;2;14.36;0.0416666666666667;0.556666666666667
30;0.0717151960270072;140130.532422607;50;2;14.34;0.0416666666666667;0.555833333333333;0.80648685089077;120.087172535358;2;14.34;0.0416666666666667;0.555833333333333
32;0.33752396506634;646952.965027638;50;2;11.28;0.0416666666666667;0.428333333333333;0.477965127093675;964.279439637123;2;11.28;0.0416666666666667;0.428333333333333
29;0.0423050528725864;113517.410112762;50;2;12.62;0.0416666666666667;0.484166666666667;0.690991812884217;120.694108049392;2;12.62;0.0416666666666667;0.484166666666667
43;0.326462573431029;322991.784695087;50;1;9.12;0;0.338333333333333;0;258.345584071417;1;9.12;0;0.338333333333333
44;0.0918336792458314;239487.998551113;50;1;9.2;0;0.341666666666667;0;118.21830141124;1;9.2;0;0.341666666666667
41;0.310640335320086;681815.504520789;50;1;11.14;0;0.4225;0;547.20466060551;1;11.14;0;0.4225
56;0.3821866573487;504898.821673198;50;1;11.2;0;0.425;0;824.082342154476;1;11.2;0;0.425
65;0.279662304085786;201895.097192413;50;1;17.04;0;0.668333333333333;0;19534.8022059594;1;17.04;0;0.668333333333333
63;0.614987933286382;346592.638223419;50;1;11.84;0;0.451666666666667;0;898.644914966809;1;11.84;0;0.451666666666667
84;0.36096899395331;1010318.17705316;50;3;13.28;0.0833333333333333;0.511666666666667;0.613480849241742;1102.86317625252;3;13.28;0.0833333333333333;0.511666666666667
60;0.223271773022446;211308.983654018;50;1;9.74;0;0.364166666666667;0;447.283925478141;1;9.74;0;0.364166666666667
112;0.281173273423332;132663.656616426;50;2;15.3;0.0416666666666667;0.595833333333333;0.540283518898139;13510.3707761831;2;15.3;0.0416666666666667;0.595833333333333
97;0.104255062892803;186197.017922195;50;2;13.66;0.0416666666666667;0.5275;0.48298055196213;369.129605471405;2;13.66;0.0416666666666667;0.5275
107;0.320135410413983;100719.725408195;50;1;16.14;0;0.630833333333333;0;45395.2229345962;1;16.14;0;0.630833333333333
91;0.302384241963911;552514.190021961;50;1;12.02;0;0.459166666666667;0;724.681751212083;1;12.02;0;0.459166666666667
100;0.337809944070154;358796.76510153;50;2;10.22;0.0416666666666667;0.384166666666667;0.149186610759308;887.727951654254;2;10.22;0.0416666666666667;0.384166666666667
139;0.364307600289465;9789615.0825561;50;1;14.68;0;0.57;0;19147.4696640106;1;14.68;0;0.57
130;0.298188949661874;177825.602880354;50;1;15.06;0;0.585833333333333;0;47492.6622590991;1;15.06;0;0.585833333333333
117;0.0273843863100108;118945.149997308;50;1;14.12;0;0.546666666666667;0;695.969101149368;1;14.12;0;0.546666666666667
122;0.299465904740388;125364.199733953;50;1;14.64;0;0.568333333333333;0;49658.0787788304;1;14.64;0;0.568333333333333
141;0.106991014850236;436526.193250638;50;2;13.1;0.0416666666666667;0.504166666666667;0.441972847885376;559.060399090652;2;13.1;0.0416666666666667;0.504166666666667
159;0.392393456440026;175908.385479226;50;1;15.14;0;0.589166666666667;0;636.727162837554;1;15.14;0;0.589166666666667
148;0.32374633810782;835838.75447999;50;1;11.74;0;0.4475;0;502.051395438124;1;11.74;0;0.4475
