network_name;problem_type;number_of_runs;best_known_elite_solution;elite_components;elite_nodes;elite_best_nodes;elite_start_nodes;elite_standard_nodes;elite_end_nodes;elite_edges;elite_to_elite_worsening_edges;elite_to_elite_equal_edges;elite_to_elite_improving_edges;elite_to_regular_worsening_edges;elite_to_regular_equal_edges;elite_to_regular_improving_edges;max_in_from_elite_degree;min_in_from_elite_degree;average_in_from_elite_degree;max_out_to_elite_degree;min_out_to_elite_degree;average_out_to_elite_degree;max_out_to_regular_nodes_degree;min_out_to_regular_nodes_degree;average_out_to_regular_nodes_degree;best_elite_nodes_rate;start_elite_nodes_rate;standard_elite_nodes_rate;end_elite_nodes_rate;elite_to_elite_worsening_edges_rate;elite_to_elite_equal_edges_rate;elite_to_elite_improving_edges_rate
BH-L1;min;20;0.14521522;63;456;1;63;0;126;393;224;0;169;998;0;12224;1;0;0.861842105263158;8;0;0.861842105263158;324;0;28.9956140350877;0.00219298245614035;0.138157894736842;0;0.276315789473684;0.569974554707379;0;0.430025445292621
