RUN_ID;RUN_NAME;CONFIG_ID;CONFIG_POS
1;100003.Rdata;5;1
1;100003.Rdata;43;2
1;100003.Rdata;22;3
1;100003.Rdata;31;4
1;100003.Rdata;40;5
1;100003.Rdata;78;6
1;100003.Rdata;51;7
1;100003.Rdata;93;8
1;100003.Rdata;92;9
1;100003.Rdata;137;10
1;100003.Rdata;129;11
1;100003.Rdata;141;12
1;100003.Rdata;198;13
1;100003.Rdata;187;14
1;100003.Rdata;199;15
1;100003.Rdata;203;16
1;100003.Rdata;181;17
1;100003.Rdata;223;18
1;100003.Rdata;218;19
1;100003.Rdata;247;20
1;100003.Rdata;260;21
1;100003.Rdata;271;22
1;100003.Rdata;262;23
1;100003.Rdata;321;24
1;100003.Rdata;328;25
1;100003.Rdata;325;26
2;1000193.Rdata;26;27
2;1000193.Rdata;19;28
2;1000193.Rdata;7;29
2;1000193.Rdata;73;30
2;1000193.Rdata;75;31
2;1000193.Rdata;46;32
2;1000193.Rdata;120;33
2;1000193.Rdata;105;34
2;1000193.Rdata;129;35
2;1000193.Rdata;115;36
2;1000193.Rdata;88;37
2;1000193.Rdata;135;38
2;1000193.Rdata;163;39
2;1000193.Rdata;165;40
2;1000193.Rdata;164;41
2;1000193.Rdata;207;42
2;1000193.Rdata;184;43
2;1000193.Rdata;204;44
2;1000193.Rdata;178;45
2;1000193.Rdata;217;46
2;1000193.Rdata;221;47
2;1000193.Rdata;226;48
2;1000193.Rdata;242;49
2;1000193.Rdata;281;50
2;1000193.Rdata;266;51
2;1000193.Rdata;256;52
2;1000193.Rdata;275;53
3;1100211.Rdata;1;54
3;1100211.Rdata;15;55
3;1100211.Rdata;52;56
3;1100211.Rdata;86;57
3;1100211.Rdata;50;58
3;1100211.Rdata;105;59
3;1100211.Rdata;97;60
3;1100211.Rdata;112;61
3;1100211.Rdata;123;62
3;1100211.Rdata;113;63
3;1100211.Rdata;139;64
3;1100211.Rdata;141;65
3;1100211.Rdata;158;66
3;1100211.Rdata;146;67
3;1100211.Rdata;191;68
3;1100211.Rdata;204;69
3;1100211.Rdata;205;70
3;1100211.Rdata;224;71
3;1100211.Rdata;211;72
3;1100211.Rdata;243;73
3;1100211.Rdata;246;74
3;1100211.Rdata;225;75
3;1100211.Rdata;259;76
3;1100211.Rdata;288;77
3;1100211.Rdata;254;78
4;1200239.Rdata;8;79
4;1200239.Rdata;27;80
4;1200239.Rdata;41;81
4;1200239.Rdata;65;82
4;1200239.Rdata;47;83
4;1200239.Rdata;96;84
4;1200239.Rdata;123;85
4;1200239.Rdata;160;86
4;1200239.Rdata;131;87
4;1200239.Rdata;159;88
4;1200239.Rdata;155;89
4;1200239.Rdata;177;90
4;1200239.Rdata;179;91
4;1200239.Rdata;186;92
4;1200239.Rdata;249;93
4;1200239.Rdata;239;94
4;1200239.Rdata;242;95
4;1200239.Rdata;214;96
4;1200239.Rdata;287;97
4;1200239.Rdata;272;98
4;1200239.Rdata;264;99
4;1200239.Rdata;258;100
4;1200239.Rdata;307;101
4;1200239.Rdata;318;102
4;1200239.Rdata;330;103
5;1300277.Rdata;20;104
5;1300277.Rdata;8;105
5;1300277.Rdata;14;106
5;1300277.Rdata;9;107
5;1300277.Rdata;56;108
5;1300277.Rdata;79;109
5;1300277.Rdata;78;110
5;1300277.Rdata;80;111
5;1300277.Rdata;115;112
5;1300277.Rdata;87;113
5;1300277.Rdata;105;114
5;1300277.Rdata;125;115
5;1300277.Rdata;152;116
5;1300277.Rdata;127;117
5;1300277.Rdata;136;118
5;1300277.Rdata;133;119
5;1300277.Rdata;201;120
5;1300277.Rdata;198;121
5;1300277.Rdata;191;122
5;1300277.Rdata;180;123
5;1300277.Rdata;183;124
5;1300277.Rdata;207;125
5;1300277.Rdata;252;126
5;1300277.Rdata;253;127
5;1300277.Rdata;282;128
5;1300277.Rdata;286;129
5;1300277.Rdata;330;130
5;1300277.Rdata;328;131
5;1300277.Rdata;298;132
6;1400299.Rdata;7;133
6;1400299.Rdata;14;134
6;1400299.Rdata;12;135
6;1400299.Rdata;4;136
6;1400299.Rdata;21;137
6;1400299.Rdata;51;138
6;1400299.Rdata;84;139
6;1400299.Rdata;116;140
6;1400299.Rdata;128;141
6;1400299.Rdata;87;142
6;1400299.Rdata;119;143
6;1400299.Rdata;150;144
6;1400299.Rdata;163;145
6;1400299.Rdata;160;146
6;1400299.Rdata;179;147
6;1400299.Rdata;176;148
6;1400299.Rdata;206;149
6;1400299.Rdata;198;150
6;1400299.Rdata;196;151
6;1400299.Rdata;218;152
6;1400299.Rdata;234;153
6;1400299.Rdata;232;154
6;1400299.Rdata;245;155
6;1400299.Rdata;262;156
6;1400299.Rdata;250;157
6;1400299.Rdata;285;158
6;1400299.Rdata;263;159
6;1400299.Rdata;328;160
6;1400299.Rdata;319;161
6;1400299.Rdata;291;162
6;1400299.Rdata;298;163
7;1500311.Rdata;17;164
7;1500311.Rdata;27;165
7;1500311.Rdata;43;166
7;1500311.Rdata;26;167
7;1500311.Rdata;77;168
7;1500311.Rdata;48;169
7;1500311.Rdata;66;170
7;1500311.Rdata;100;171
7;1500311.Rdata;109;172
7;1500311.Rdata;91;173
7;1500311.Rdata;110;174
7;1500311.Rdata;154;175
7;1500311.Rdata;198;176
7;1500311.Rdata;199;177
7;1500311.Rdata;208;178
7;1500311.Rdata;204;179
7;1500311.Rdata;228;180
7;1500311.Rdata;239;181
7;1500311.Rdata;243;182
7;1500311.Rdata;290;183
7;1500311.Rdata;259;184
7;1500311.Rdata;255;185
7;1500311.Rdata;261;186
7;1500311.Rdata;326;187
7;1500311.Rdata;299;188
7;1500311.Rdata;301;189
8;1600333.Rdata;12;190
8;1600333.Rdata;33;191
8;1600333.Rdata;31;192
8;1600333.Rdata;74;193
8;1600333.Rdata;71;194
8;1600333.Rdata;82;195
8;1600333.Rdata;98;196
8;1600333.Rdata;120;197
8;1600333.Rdata;104;198
8;1600333.Rdata;108;199
8;1600333.Rdata;140;200
8;1600333.Rdata;153;201
8;1600333.Rdata;155;202
8;1600333.Rdata;187;203
8;1600333.Rdata;209;204
8;1600333.Rdata;202;205
8;1600333.Rdata;182;206
8;1600333.Rdata;220;207
8;1600333.Rdata;246;208
8;1600333.Rdata;223;209
8;1600333.Rdata;259;210
8;1600333.Rdata;310;211
8;1600333.Rdata;325;212
8;1600333.Rdata;299;213
8;1600333.Rdata;294;214
9;1700359.Rdata;1;215
9;1700359.Rdata;34;216
9;1700359.Rdata;29;217
9;1700359.Rdata;47;218
9;1700359.Rdata;85;219
9;1700359.Rdata;100;220
9;1700359.Rdata;126;221
9;1700359.Rdata;95;222
9;1700359.Rdata;116;223
9;1700359.Rdata;131;224
9;1700359.Rdata;150;225
9;1700359.Rdata;151;226
9;1700359.Rdata;144;227
9;1700359.Rdata;207;228
9;1700359.Rdata;217;229
9;1700359.Rdata;236;230
9;1700359.Rdata;229;231
9;1700359.Rdata;278;232
9;1700359.Rdata;284;233
9;1700359.Rdata;262;234
9;1700359.Rdata;258;235
10;1800371.Rdata;25;236
10;1800371.Rdata;28;237
10;1800371.Rdata;17;238
10;1800371.Rdata;67;239
10;1800371.Rdata;82;240
10;1800371.Rdata;121;241
10;1800371.Rdata;96;242
10;1800371.Rdata;146;243
10;1800371.Rdata;150;244
10;1800371.Rdata;170;245
10;1800371.Rdata;191;246
10;1800371.Rdata;229;247
10;1800371.Rdata;216;248
10;1800371.Rdata;238;249
10;1800371.Rdata;265;250
10;1800371.Rdata;269;251
10;1800371.Rdata;316;252
10;1800371.Rdata;323;253
11;1900393.Rdata;29;254
11;1900393.Rdata;39;255
11;1900393.Rdata;35;256
11;1900393.Rdata;65;257
11;1900393.Rdata;88;258
11;1900393.Rdata;138;259
11;1900393.Rdata;141;260
11;1900393.Rdata;171;261
11;1900393.Rdata;184;262
11;1900393.Rdata;185;263
11;1900393.Rdata;196;264
11;1900393.Rdata;204;265
11;1900393.Rdata;248;266
11;1900393.Rdata;239;267
11;1900393.Rdata;237;268
11;1900393.Rdata;236;269
11;1900393.Rdata;241;270
11;1900393.Rdata;282;271
11;1900393.Rdata;263;272
11;1900393.Rdata;331;273
11;1900393.Rdata;310;274
11;1900393.Rdata;320;275
12;200009.Rdata;36;276
12;200009.Rdata;41;277
12;200009.Rdata;6;278
12;200009.Rdata;21;279
12;200009.Rdata;50;280
12;200009.Rdata;86;281
12;200009.Rdata;53;282
12;200009.Rdata;97;283
12;200009.Rdata;94;284
12;200009.Rdata;106;285
12;200009.Rdata;122;286
12;200009.Rdata;159;287
12;200009.Rdata;162;288
12;200009.Rdata;141;289
12;200009.Rdata;166;290
12;200009.Rdata;133;291
12;200009.Rdata;207;292
12;200009.Rdata;178;293
