CONFIG_ID;IS_ELITE;IS_BEST;particles;topology;modInfluence;branching;tSchedule;phi1;phi2;inertia;ORIGINAL_CONFIG_ID;TESTING_CONFIG_ID
22;TRUE;FALSE;118;5;0;NA;8;0.17;1.45;0.09;22;22
25;TRUE;FALSE;6;5;0;NA;6;1.57;1.92;0.71;25;25
38;TRUE;FALSE;28;4;0;NA;NA;2.24;2.35;0.28;38;38
41;TRUE;FALSE;140;5;0;NA;4;0.83;1.57;0.56;41;41
43;TRUE;FALSE;90;4;0;NA;NA;1.46;2.19;0.33;43;43
67;TRUE;FALSE;54;4;0;NA;NA;1.14;2.12;0.63;67;67
68;TRUE;FALSE;114;1;0;NA;NA;0.24;2.36;0.29;68;68
103;TRUE;FALSE;41;1;0;NA;NA;1.75;2.49;0.54;103;103
125;TRUE;FALSE;152;4;0;NA;NA;1.43;1.96;0.35;125;125
128;TRUE;FALSE;126;4;0;NA;NA;1.91;2.18;0.53;128;128
132;TRUE;FALSE;115;4;0;NA;NA;2.4;2.13;0.38;132;132
148;TRUE;FALSE;122;4;0;NA;NA;1.07;2.05;0.24;148;148
160;TRUE;FALSE;99;4;0;NA;NA;2.04;2.3;0.38;160;160
165;TRUE;FALSE;112;4;0;NA;NA;1.4;2.27;0.48;165;165
182;TRUE;FALSE;116;4;0;NA;NA;1.83;2.41;0.57;182;182
192;TRUE;FALSE;133;4;0;NA;NA;2.31;2.36;0.37;192;192
195;TRUE;FALSE;83;4;0;NA;NA;2.2;1.99;0.38;195;195
197;TRUE;FALSE;83;4;0;NA;NA;2.27;2.31;0.46;197;197
222;TRUE;FALSE;92;4;0;NA;NA;2.08;2.35;0.36;222;222
225;TRUE;FALSE;94;4;0;NA;NA;2.07;2.48;0.42;225;225
234;TRUE;FALSE;87;4;0;NA;NA;1.85;2.48;0.38;234;234
236;TRUE;TRUE;84;4;0;NA;NA;2.11;2.48;0.32;236;236
