CONFIG_ID;IS_ELITE;IS_BEST;particles;topology;modInfluence;branching;tSchedule;phi1;phi2;inertia;ORIGINAL_CONFIG_ID;TESTING_CONFIG_ID
5;TRUE;FALSE;19;4;2;NA;NA;1.39;1.34;0.6;5;5
10;TRUE;FALSE;56;4;1;NA;NA;2.48;1.49;0.66;10;10
20;TRUE;FALSE;87;5;0;NA;8;0.84;0.95;0.52;20;20
21;TRUE;FALSE;112;2;0;NA;NA;2.4;1.26;0.86;21;21
29;TRUE;FALSE;25;1;0;NA;NA;0.69;2.04;0.13;29;29
40;TRUE;FALSE;46;1;0;NA;NA;1.11;1.44;0.61;40;40
49;TRUE;FALSE;56;0;0;NA;NA;0.84;1.66;0.14;49;49
50;TRUE;FALSE;70;0;0;NA;NA;1.89;2.13;0.64;50;50
55;TRUE;FALSE;54;0;1;NA;NA;1.79;2.26;0.24;55;55
77;TRUE;FALSE;24;0;0;NA;NA;1.97;2.29;0.74;77;77
85;TRUE;FALSE;9;4;1;NA;NA;2.08;1.13;0.6;85;85
87;TRUE;FALSE;51;0;0;NA;NA;2.13;2.08;0.63;87;87
112;TRUE;FALSE;98;0;0;NA;NA;1.95;2;0.67;112;112
126;TRUE;FALSE;48;0;0;NA;NA;0.91;1.48;0.12;126;126
129;TRUE;FALSE;82;0;0;NA;NA;1.42;2.26;0.6;129;129
149;TRUE;FALSE;63;0;0;NA;NA;0.72;1.46;0.09;149;149
173;TRUE;TRUE;58;0;0;NA;NA;1.01;1.62;0.12;173;173
179;TRUE;FALSE;52;0;0;NA;NA;0.98;1.48;0.13;179;179
186;TRUE;FALSE;53;0;0;NA;NA;0.54;1.68;0.06;186;186
