CONFIG_ID;IS_ELITE;particles;topology;modInfluence;branching;tSchedule;phi1;phi2;inertia
1;FALSE;96;5;1;NA;4;0.34;0.44;0.19
2;FALSE;195;1;0;NA;NA;1.59;1.69;0.64
3;FALSE;46;3;0;NA;NA;0.96;2.32;0.42
4;FALSE;121;2;2;NA;NA;1.28;2;0.3
5;FALSE;21;5;0;NA;3;0.03;0.75;0.75
6;FALSE;171;4;1;NA;NA;1.9;0.13;0.08
7;FALSE;71;0;2;NA;NA;0.65;1.38;0.53
8;FALSE;158;2;2;NA;NA;2.37;2.16;0.25
9;FALSE;59;6;1;4;NA;1.12;0.91;0.7
10;FALSE;108;4;0;NA;NA;1.75;0.29;0.02
11;TRUE;9;1;2;NA;NA;0.5;1.54;0.47
12;TRUE;83;1;0;NA;NA;0.18;2.47;0.36
13;FALSE;183;5;1;NA;6;1.43;1.22;0.81
14;FALSE;34;3;2;NA;NA;0.81;0.6;0.13
15;FALSE;133;0;1;NA;NA;2.06;1.85;0.58
16;FALSE;177;1;1;NA;NA;0.89;0.36;0.39
17;FALSE;77;5;2;NA;2;2.14;1.61;0.84
18;FALSE;127;3;2;NA;NA;0.26;2.24;0.16
19;TRUE;27;0;0;NA;NA;1.51;0.99;0.61
20;FALSE;52;2;1;NA;NA;1.82;0.05;0.27
21;FALSE;152;6;0;12;NA;0.57;1.3;0.72
22;FALSE;3;4;1;NA;NA;2.45;1.93;0.05
23;FALSE;102;0;2;NA;NA;1.2;0.68;0.5
24;FALSE;90;1;1;NA;NA;2.29;1.15;0.67
25;FALSE;189;4;2;NA;NA;1.04;2.4;0.22
26;FALSE;40;6;1;8;NA;1.67;1.77;0.89
27;FALSE;139;3;0;NA;NA;0.42;0.52;0.44
28;FALSE;164;0;1;NA;NA;0.11;0.83;0.56
29;FALSE;65;3;0;NA;NA;1.36;2.08;0.11
30;TRUE;115;5;0;NA;5;0.73;1.46;0.78
31;TRUE;15;2;2;NA;NA;1.98;0.21;0.33
32;FALSE;118;0;0;NA;NA;1.08;0.01;0.88
33;FALSE;70;5;1;NA;3;1.09;2.2;0.76
34;TRUE;124;1;0;NA;NA;0.36;2.49;0.29
35;FALSE;66;3;2;NA;NA;2.07;0.34;0.52
36;FALSE;114;5;0;NA;4;0.6;0.97;0.46
37;FALSE;142;5;0;NA;4;0.3;1.02;0.53
38;FALSE;130;5;0;NA;2;0.6;1.67;0.44
39;FALSE;56;0;0;NA;NA;1.6;0.43;0.78
40;FALSE;35;5;2;NA;8;1.73;0.32;0.11
41;FALSE;40;0;1;NA;NA;0.27;0.84;0.79
42;TRUE;48;0;0;NA;NA;0.74;1.12;0.65
43;FALSE;67;1;0;NA;NA;1.31;0.8;0.2
44;FALSE;91;2;0;NA;NA;0.97;2.4;0.6
45;FALSE;74;0;1;NA;NA;1.19;1.32;0.59
46;FALSE;43;0;1;NA;NA;0.91;2.36;0.73
47;FALSE;141;1;0;NA;NA;1.94;0.85;0.56
48;FALSE;72;3;0;NA;NA;0.41;1.09;0.67
49;TRUE;83;4;2;NA;NA;0.88;2.44;0.53
50;FALSE;145;0;1;NA;NA;0.4;1.87;0.14
51;FALSE;132;0;2;NA;NA;1.89;1.28;0.56
52;FALSE;34;6;1;19;NA;1.3;0.32;0.55
53;FALSE;180;3;0;NA;NA;1.71;1.26;0.74
54;FALSE;20;0;1;NA;NA;0.07;1.9;0.54
55;FALSE;186;1;0;NA;NA;0.05;1.84;0.46
56;FALSE;49;0;0;NA;NA;1.28;0.31;0.13
57;FALSE;38;1;2;NA;NA;1.21;1.23;0.5
58;FALSE;159;0;0;NA;NA;1.15;2.09;0.37
59;FALSE;185;1;2;NA;NA;0.32;0.91;0.25
60;FALSE;87;0;1;NA;NA;1.78;0.35;0.71
61;FALSE;104;1;0;NA;NA;0.68;1.74;0.2
62;FALSE;26;1;1;NA;NA;0.37;2.43;0.65
63;FALSE;47;5;0;NA;2;0.38;2.31;0.5
64;FALSE;67;0;0;NA;NA;0.47;0.49;0.54
65;FALSE;63;1;0;NA;NA;0.63;2.01;0.4
66;FALSE;44;0;1;NA;NA;1.07;1.09;0.45
67;FALSE;165;1;2;NA;NA;1.05;2.44;0.3
68;FALSE;53;1;1;NA;NA;1.93;1.31;0.61
69;FALSE;105;5;2;NA;9;0.79;2.43;0.59
70;FALSE;102;1;0;NA;NA;0.14;1.33;0.44
71;FALSE;41;1;0;NA;NA;0.26;1.95;0.38
72;FALSE;88;1;1;NA;NA;0.97;2.19;0.84
73;FALSE;54;4;1;NA;NA;1.95;1.98;0.47
74;FALSE;36;5;0;NA;9;2;0.82;0.48
75;FALSE;37;4;2;NA;NA;1.54;0.99;0.5
76;FALSE;57;1;0;NA;NA;0.47;2.44;0.35
77;FALSE;109;3;0;NA;NA;0.49;2.26;0.39
78;FALSE;111;4;2;NA;NA;0.44;2.35;0.33
79;FALSE;74;2;1;NA;NA;0.5;2.38;0.42
80;FALSE;91;2;0;NA;NA;0.44;2.37;0.22
81;TRUE;114;0;0;NA;NA;1.87;2.43;0.57
82;TRUE;67;1;0;NA;NA;0.65;2.49;0.43
83;FALSE;144;1;1;NA;NA;0.86;1.84;0.08
84;FALSE;164;2;2;NA;NA;1.06;2.16;0.46
85;FALSE;140;1;0;NA;NA;0.31;1.69;0.15
86;FALSE;126;1;0;NA;NA;0.33;1.78;0.48
87;FALSE;39;1;2;NA;NA;0.31;2.33;0.39
88;FALSE;137;4;2;NA;NA;0.54;2.21;0.63
89;FALSE;64;1;0;NA;NA;1.53;2.09;0.64
90;FALSE;90;1;0;NA;NA;0.64;1.81;0.38
91;FALSE;115;0;0;NA;NA;2.38;2.32;0.76
92;FALSE;109;1;1;NA;NA;0.37;2.12;0.47
93;TRUE;66;4;0;NA;NA;0.82;2.41;0.45
94;TRUE;64;4;2;NA;NA;1.36;2.24;0.61
95;FALSE;8;4;1;NA;NA;1.67;1.11;0.58
96;FALSE;94;1;0;NA;NA;0.78;2.25;0.33
97;FALSE;73;1;2;NA;NA;0.92;2.47;0.64
98;FALSE;95;1;2;NA;NA;0.19;2.41;0.11
99;FALSE;117;3;0;NA;NA;0.11;2.43;0.53
100;TRUE;86;4;2;NA;NA;1.22;2.36;0.67
101;FALSE;50;1;0;NA;NA;0.86;2.33;0.34
102;FALSE;22;0;2;NA;NA;1.41;1.71;0.54
103;FALSE;68;6;1;5;NA;0.15;2.4;0.31
104;FALSE;65;1;0;NA;NA;0.76;1.51;0.37
105;FALSE;86;1;0;NA;NA;0.13;2.4;0.33
106;FALSE;94;1;0;NA;NA;0.8;2.42;0.68
107;FALSE;87;1;1;NA;NA;0.77;2.22;0.53
108;FALSE;100;1;0;NA;NA;0.36;2.26;0.18
109;FALSE;107;1;1;NA;NA;0.32;1.91;0.34
110;FALSE;54;4;2;NA;NA;0.44;1.75;0.49
111;FALSE;79;0;0;NA;NA;1.46;2.34;0.79
112;FALSE;20;0;2;NA;NA;1.62;0.23;0.77
113;FALSE;90;1;0;NA;NA;0.09;1.65;0.16
114;FALSE;65;1;0;NA;NA;1.1;2.13;0.36
115;FALSE;104;4;2;NA;NA;1.19;2.44;0.82
116;FALSE;65;4;2;NA;NA;0.86;2.05;0.73
117;FALSE;117;4;2;NA;NA;0.76;2.19;0.77
118;FALSE;40;4;2;NA;NA;1.25;2.3;0.52
119;TRUE;72;4;2;NA;NA;1.39;2.44;0.56
120;FALSE;82;4;2;NA;NA;0.84;2.31;0.56
121;FALSE;75;1;0;NA;NA;0.48;2.41;0.46
122;FALSE;65;1;0;NA;NA;0.48;2.01;0.37
123;FALSE;48;4;2;NA;NA;0.82;2.35;0.42
124;FALSE;65;4;2;NA;NA;1.07;2.15;0.66
125;FALSE;95;4;2;NA;NA;1.06;2.23;0.68
126;FALSE;47;4;2;NA;NA;1.75;2.01;0.69
127;FALSE;76;1;0;NA;NA;0.8;2.47;0.5
128;FALSE;68;4;2;NA;NA;1.34;2.46;0.69
129;FALSE;106;4;0;NA;NA;0.87;2.24;0.57
130;TRUE;73;4;2;NA;NA;1.25;2.45;0.55
131;FALSE;37;4;0;NA;NA;0.45;2.38;0.44
132;FALSE;55;4;0;NA;NA;0.82;2.39;0.55
133;FALSE;94;4;2;NA;NA;1.16;2.12;0.61
134;FALSE;84;4;2;NA;NA;1.51;2.1;0.62
135;FALSE;95;4;2;NA;NA;1.25;2.26;0.66
136;TRUE;66;4;0;NA;NA;0.94;2.31;0.35
137;TRUE;55;4;0;NA;NA;1.36;2.21;0.48
138;FALSE;81;1;0;NA;NA;0.49;1.92;0.47
139;FALSE;62;4;2;NA;NA;1.4;1.99;0.64
140;FALSE;64;4;2;NA;NA;1.52;2.29;0.72
141;FALSE;36;4;0;NA;NA;0.8;2.47;0.4
142;FALSE;68;4;2;NA;NA;0.71;2.4;0.4
143;FALSE;69;4;0;NA;NA;0.77;2.32;0.34
144;FALSE;71;4;2;NA;NA;1.16;2.47;0.49
145;FALSE;68;4;0;NA;NA;0.99;2.49;0.28
146;FALSE;53;4;0;NA;NA;1.49;2.35;0.53
147;FALSE;58;4;0;NA;NA;0.94;2.42;0.27
148;FALSE;64;4;0;NA;NA;1.18;2.34;0.36
149;FALSE;60;4;2;NA;NA;1.29;2.42;0.49
150;FALSE;84;4;2;NA;NA;1.43;2.49;0.5
151;FALSE;84;4;2;NA;NA;1.21;2.19;0.52
152;FALSE;56;4;2;NA;NA;1.4;2.26;0.72
153;FALSE;62;4;0;NA;NA;1.13;2.05;0.27
154;FALSE;57;4;0;NA;NA;0.74;2.16;0.32
155;FALSE;76;4;0;NA;NA;0.97;2.37;0.32
156;FALSE;37;4;0;NA;NA;1.45;2.35;0.5
157;FALSE;40;4;0;NA;NA;0.97;2.46;0.36
158;FALSE;66;4;2;NA;NA;1.28;2.43;0.6
159;FALSE;59;4;2;NA;NA;1.45;2.4;0.57
160;FALSE;51;4;0;NA;NA;1.09;2.1;0.4
161;FALSE;86;4;0;NA;NA;1.25;2.28;0.41
162;FALSE;58;4;0;NA;NA;0.91;2.38;0.43
163;FALSE;63;4;0;NA;NA;0.8;2.48;0.37
164;FALSE;79;4;0;NA;NA;0.87;2.37;0.32
165;FALSE;63;4;0;NA;NA;1.34;2;0.45
166;FALSE;58;4;2;NA;NA;1.32;2.33;0.49
167;FALSE;72;4;0;NA;NA;0.82;2.47;0.29
