CONFIG_ID;IS_ELITE;IS_BEST;particles;topology;modInfluence;branching;tSchedule;phi1;phi2;inertia
1;TRUE;FALSE;131;0;0;NA;NA;2.07;0.93;0.3
2;FALSE;FALSE;31;3;1;NA;NA;0.82;2.18;0.75
3;FALSE;FALSE;181;5;2;NA;6;1.45;1.56;0.07
4;FALSE;FALSE;81;2;0;NA;NA;0.2;0.31;0.52
5;FALSE;FALSE;106;4;1;NA;NA;1.76;2.5;0.86
6;FALSE;FALSE;6;1;2;NA;NA;0.51;1.25;0.41
7;FALSE;FALSE;156;2;1;NA;NA;2.38;0.62;0.63
8;FALSE;FALSE;56;6;0;6;NA;1.13;1.87;0.18
9;FALSE;FALSE;19;5;1;NA;3;0.04;1.72;0.13
10;FALSE;FALSE;118;2;2;NA;NA;1.29;0.47;0.58
11;FALSE;FALSE;69;0;2;NA;NA;0.66;1.09;0.35
12;FALSE;FALSE;168;4;0;NA;NA;1.91;2.34;0.8
13;FALSE;FALSE;94;5;2;NA;4;0.35;2.03;0.69
14;FALSE;FALSE;193;1;0;NA;NA;1.6;0.78;0.24
15;FALSE;FALSE;143;6;1;5;NA;2.23;1.4;0.01
16;FALSE;FALSE;44;3;0;NA;NA;0.98;0.15;0.46
17;FALSE;FALSE;199;4;2;NA;NA;1.06;0.23;0.72
18;FALSE;FALSE;100;1;0;NA;NA;2.31;1.48;0.27
19;FALSE;FALSE;149;3;1;NA;NA;0.43;2.11;0.49
20;FALSE;FALSE;75;4;1;NA;NA;1.37;0.54;0.83
21;FALSE;FALSE;174;0;2;NA;NA;0.12;1.79;0.38
22;TRUE;FALSE;25;2;1;NA;NA;1.99;2.42;0.6
23;FALSE;FALSE;125;5;0;NA;4;0.74;1.17;0.15
24;FALSE;FALSE;137;3;2;NA;NA;0.27;0.08;0.77
25;TRUE;FALSE;38;0;1;NA;NA;1.52;1.33;0.32
26;FALSE;FALSE;87;5;2;NA;2;2.15;0.7;0.1
27;FALSE;FALSE;187;1;0;NA;NA;0.9;1.95;0.55
28;FALSE;FALSE;112;0;1;NA;NA;1.21;1.64;0.44
29;FALSE;FALSE;13;4;0;NA;NA;2.46;0.39;0.89
30;FALSE;FALSE;62;2;2;NA;NA;1.84;2.26;0.66
31;FALSE;FALSE;162;6;0;10;NA;0.59;1.01;0.21
32;FALSE;FALSE;146;5;0;NA;7;0.08;0.66;0.59
33;FALSE;FALSE;47;1;1;NA;NA;1.33;1.91;0.14
34;FALSE;FALSE;97;6;1;18;NA;1.95;0.04;0.37
35;FALSE;FALSE;196;3;2;NA;NA;0.7;1.29;0.82
36;TRUE;FALSE;122;0;0;NA;NA;1.02;2.22;0.03
37;FALSE;FALSE;22;4;2;NA;NA;2.27;0.97;0.48
38;FALSE;FALSE;72;2;0;NA;NA;1.64;1.6;0.7
39;FALSE;FALSE;171;6;1;12;NA;0.39;0.35;0.25
40;FALSE;FALSE;159;1;0;NA;NA;0.23;2.38;0.08
41;FALSE;FALSE;59;4;1;NA;NA;1.48;1.13;0.53
42;FALSE;FALSE;10;3;1;NA;NA;2.11;1.76;0.76
43;FALSE;FALSE;34;5;0;NA;7;1.8;0.19;0.42
44;FALSE;FALSE;134;2;2;NA;NA;0.55;1.44;0.87
45;FALSE;FALSE;184;3;1;NA;NA;1.17;0.82;0.65
46;FALSE;FALSE;84;0;2;NA;NA;2.42;2.07;0.2
47;FALSE;FALSE;16;0;0;NA;NA;0.31;0.58;0
48;FALSE;FALSE;115;4;2;NA;NA;1.56;1.83;0.45
49;FALSE;FALSE;66;5;2;NA;8;0.94;2.46;0.23
50;FALSE;FALSE;165;2;1;NA;NA;2.19;1.21;0.68
51;TRUE;FALSE;41;5;0;NA;9;0.63;1.52;0.56
52;FALSE;FALSE;140;1;2;NA;NA;1.88;0.27;0.11
53;FALSE;FALSE;90;3;1;NA;NA;0;0.9;0.79
54;FALSE;FALSE;190;6;0;14;NA;1.25;2.15;0.34
55;FALSE;FALSE;177;0;1;NA;NA;1.72;0.11;0.17
56;FALSE;FALSE;78;3;0;NA;NA;0.47;1.36;0.62
57;FALSE;FALSE;128;5;1;NA;9;2.34;1.99;0.39
58;FALSE;FALSE;28;1;2;NA;NA;1.09;0.74;0.84
59;FALSE;FALSE;103;2;0;NA;NA;1.41;1.05;0.73
60;FALSE;FALSE;53;1;1;NA;NA;0.78;0.43;0.06
61;FALSE;FALSE;153;4;2;NA;NA;2.03;1.68;0.51
62;FALSE;FALSE;135;1;1;NA;NA;0.72;0.56;0.72
63;FALSE;FALSE;36;4;2;NA;NA;1.97;1.81;0.27
64;FALSE;FALSE;185;6;1;18;NA;0.1;2.44;0.5
65;FALSE;FALSE;86;2;0;NA;NA;1.35;1.19;0.05
66;FALSE;FALSE;11;0;1;NA;NA;1.66;0.25;0.84
67;FALSE;FALSE;80;5;0;NA;7;1.25;0.77;0.4
68;FALSE;FALSE;161;1;0;NA;NA;0.25;1.77;0.01
69;FALSE;FALSE;40;5;0;NA;10;1.43;0.7;0.4
70;FALSE;FALSE;68;6;0;14;NA;1.15;2.35;0.52
71;FALSE;FALSE;125;5;0;NA;2;1.74;1.41;0.2
72;FALSE;FALSE;39;5;2;NA;8;0.66;1.89;0.54
73;FALSE;FALSE;44;5;1;NA;10;1.13;0.36;0.7
74;FALSE;FALSE;96;3;1;NA;NA;1.79;0.11;0.33
75;FALSE;FALSE;165;4;2;NA;NA;1.41;1.74;0.61
76;FALSE;FALSE;18;5;0;NA;9;1.21;1.09;0.08
77;TRUE;FALSE;149;0;0;NA;NA;0.14;2.14;0.28
78;FALSE;FALSE;120;6;1;19;NA;2.23;0.18;0
79;TRUE;FALSE;16;1;0;NA;NA;2.29;1.5;0.24
80;TRUE;FALSE;73;0;0;NA;NA;1.69;1.5;0.18
81;FALSE;FALSE;121;0;2;NA;NA;0.91;1.1;0.1
82;FALSE;FALSE;42;3;2;NA;NA;0.99;1.43;0.71
83;TRUE;FALSE;152;0;0;NA;NA;1.75;2.37;0.35
84;FALSE;FALSE;19;0;1;NA;NA;1.06;2.04;0.71
85;FALSE;FALSE;167;0;2;NA;NA;1.35;1.69;0.35
86;FALSE;FALSE;61;0;2;NA;NA;0.57;0.62;0.26
87;FALSE;FALSE;108;6;0;8;NA;1.22;2.03;0.5
88;FALSE;FALSE;101;5;0;NA;5;1.51;1.18;0.56
89;FALSE;FALSE;60;1;0;NA;NA;1.99;2.24;0.66
90;FALSE;FALSE;141;5;1;NA;7;1.63;1.72;0.24
91;FALSE;FALSE;100;0;1;NA;NA;1.46;1.42;0.08
92;FALSE;FALSE;108;4;1;NA;NA;0.82;1.65;0.24
93;FALSE;FALSE;47;3;2;NA;NA;0.29;1.21;0.18
94;FALSE;FALSE;53;0;2;NA;NA;2.21;1.16;0.49
95;FALSE;FALSE;137;0;0;NA;NA;1.28;0.16;0.39
96;FALSE;FALSE;113;1;1;NA;NA;2.21;0.99;0.14
97;FALSE;FALSE;31;1;1;NA;NA;1.23;0.95;0.81
98;FALSE;FALSE;15;4;1;NA;NA;1.5;2.02;0.35
