network_name;problem_type;number_of_runs;best_known_elite_solution;elite_components;single_elite_components;multiple_elite_components;max_elite_distance;mean_elite_distance;sd_elite_distance;min_nodes_multiple_elite_components;max_nodes_multiple_elite_components;mean_nodes_multiple_elite_components;sd_nodes_multiple_elite_components;elite_nodes;elite_best_nodes;elite_start_nodes;elite_standard_nodes;elite_end_nodes;elite_edges;elite_to_elite_worsening_edges;elite_to_elite_equal_edges;elite_to_elite_improving_edges;elite_to_regular_worsening_edges;elite_to_regular_equal_edges;elite_to_regular_improving_edges;max_elite_to_elite_degree;min_elite_to_elite_degree;average_elite_to_elite_degree;max_in_elite_to_elite_degree;min_in_elite_to_elite_degree;average_in_elite_to_elite_degree;max_out_elite_to_elite_degree;min_out_elite_to_elite_degree;average_out_elite_to_elite_degree;max_out_elite_to_regular_degree;min_out_elite_to_regular_degree;average_out_elite_to_regular_degree;best_elite_nodes_rate;start_elite_nodes_rate;standard_elite_nodes_rate;end_elite_nodes_rate;elite_to_elite_worsening_edges_rate;elite_to_elite_equal_edges_rate;elite_to_elite_improving_edges_rate
BL-32-L2;min;20;0.23225396;88;52;36;7;2.72222222222222;1.75028342376087;2;123;10.1111111111111;20.4223655797514;416;1;100;363;157;359;234;0;125;165;0;2163;11;0;1.72596153846154;4;0;0.862980769230769;8;0;0.862980769230769;33;0;5.59615384615385;0.00240384615384615;0.240384615384615;0.872596153846154;0.377403846153846;0.651810584958217;0;0.348189415041783
