CONFIG_ID;IS_ELITE;IS_BEST;particles;topology;modInfluence;branching;tSchedule;phi1;phi2;inertia;ORIGINAL_CONFIG_ID;TESTING_CONFIG_ID
18;TRUE;FALSE;171;4;0;NA;NA;2.44;2.14;0.52;18;18
25;TRUE;FALSE;134;0;0;NA;NA;2.28;1.05;0.13;25;25
49;TRUE;FALSE;125;4;2;NA;NA;1.54;1.4;0.87;49;49
53;TRUE;FALSE;50;4;0;NA;NA;1.22;1.71;0.76;53;53
57;TRUE;FALSE;162;4;2;NA;NA;2.32;1.55;0.81;57;57
70;TRUE;FALSE;139;0;0;NA;NA;1.67;1.51;0.83;70;70
77;TRUE;FALSE;24;4;0;NA;NA;1.31;1.68;0.83;77;77
122;TRUE;FALSE;25;4;0;NA;NA;1.3;2.31;0.82;122;122
129;TRUE;FALSE;84;4;0;NA;NA;1.64;2.13;0.67;129;129
135;TRUE;FALSE;23;4;0;NA;NA;0.98;1.83;0.85;135;135
156;TRUE;FALSE;48;4;0;NA;NA;1.24;2.16;0.76;156;156
164;TRUE;FALSE;99;4;0;NA;NA;1.94;2.02;0.62;164;164
170;TRUE;FALSE;92;4;0;NA;NA;1.71;2.34;0.67;170;170
187;TRUE;FALSE;56;4;0;NA;NA;1.5;1.79;0.75;187;187
191;TRUE;FALSE;64;4;0;NA;NA;1.12;2.17;0.7;191;191
201;TRUE;FALSE;86;4;0;NA;NA;1.6;2.38;0.57;201;201
206;TRUE;FALSE;96;4;0;NA;NA;2.09;2.13;0.62;206;206
215;TRUE;FALSE;83;4;0;NA;NA;1.39;2.47;0.72;215;215
223;TRUE;TRUE;83;4;0;NA;NA;1.42;2.41;0.7;223;223
