CONFIG_ID;B;M;INSTANCES;BR;MR;BNR;MNR;BG;MG;BRG;MRG;BNRG;MNRG
16;32280715;32618964.475;40;4;12.95;0.125;0.497916666666667;0.0716010288253814;0.317062500470578;4;12.95;0.125;0.497916666666667
30;32247712;32647583.375;40;4;16.35;0.125;0.639583333333333;0.0701972716177209;0.404982575264845;4;16.35;0.125;0.639583333333333
22;32132354;32602859.375;40;1;10.875;0;0.411458333333333;0;0.267607876296803;1;10.875;0;0.411458333333333
85;32287113;32697752.8;40;7;20.5;0.25;0.8125;0.213907650156041;0.559279904279824;7;20.5;0.25;0.8125
78;32179027;32580865.325;40;1;7.95;0;0.289583333333333;0;0.200054615211379;1;7.95;0;0.289583333333333
46;32168748;32566447.1;40;1;6.425;0;0.226041666666667;0;0.15557185540117;1;6.425;0;0.226041666666667
115;32259184;32653345.05;40;4;17.225;0.125;0.676041666666667;0.0748024747631196;0.422872691991943;4;17.225;0.125;0.676041666666667
116;32301050;32656978.275;40;6;17.45;0.208333333333333;0.685416666666667;0.120507671377785;0.433921883546262;6;17.45;0.208333333333333;0.685416666666667
167;32439273;32806792.05;40;16;24.5;0.625;0.979166666666667;0.568115870508975;0.894724426804278;16;24.5;0.625;0.979166666666667
154;32143710;32591630.1;40;1;9.6;0;0.358333333333333;0;0.233117444397794;1;9.6;0;0.358333333333333
158;32149409;32584289.475;40;1;8.525;0;0.313541666666667;0;0.210491180058265;1;8.525;0;0.313541666666667
200;32246635;32637449.4;40;2;15.375;0.0416666666666667;0.598958333333333;0.0554162519623834;0.374122157880966;2;15.375;0.0416666666666667;0.598958333333333
177;32261269;32619526.75;40;2;13.35;0.0416666666666667;0.514583333333333;0.0148018924466345;0.319039490551199;2;13.35;0.0416666666666667;0.514583333333333
168;32203699;32637078.2;40;7;15.25;0.25;0.59375;0.141575215829283;0.372664616540346;7;15.25;0.25;0.59375
178;32253847;32642539.3;40;3;15.525;0.0833333333333333;0.605208333333333;0.0565509376723359;0.389849622230974;3;15.525;0.0833333333333333;0.605208333333333
191;32312528;32722424.025;40;14;22.25;0.541666666666667;0.885416666666667;0.312599777754726;0.635148914657268;14;22.25;0.541666666666667;0.885416666666667
231;32144273;32588731.775;40;1;9.225;0;0.342708333333333;0;0.22404467698314;1;9.225;0;0.342708333333333
243;32203110;32574098.35;40;1;7;0;0.25;0;0.179399696295299;1;7;0;0.25
232;32147553;32559815.85;40;1;5.8;0;0.2;0;0.135362488175194;1;5.8;0;0.2
245;32158171;32558739.5;40;1;5.475;0;0.186458333333333;0;0.131895550514062;1;5.475;0;0.186458333333333
277;32182741;32631718.475;40;1;14.975;0;0.582291666666667;0;0.356222826171699;1;14.975;0;0.582291666666667
251;32197521;32570711.75;40;1;6.925;0;0.246875;0;0.16878470104598;1;6.925;0;0.246875
256;32327458;32708837.8;40;8;21.125;0.291666666666667;0.838541666666667;0.261234026287355;0.5934942835575;8;21.125;0.291666666666667;0.838541666666667
259;32191199;32628741.6;40;3;14.55;0.0833333333333333;0.564583333333333;0.0385953795598073;0.34706015333975;3;14.55;0.0833333333333333;0.564583333333333
250;32161337;32563055.55;40;1;5.825;0;0.201041666666667;0;0.145080586177228;1;5.825;0;0.201041666666667
