CONFIG_ID;IS_ELITE;IS_BEST;algorithm;localsearch;alpha;beta;rho;ants;q0;rasrank;elitistants;nnls;dlb;ORIGINAL_CONFIG_ID;TESTING_CONFIG_ID
10;TRUE;FALSE;as;3;4.89;8.29;0.89;14;NA;NA;NA;30;1;10;10
40;TRUE;FALSE;eas;3;2;3.76;0.5;52;NA;NA;671;17;1;40;40
82;TRUE;FALSE;ras;3;4.38;6.03;0.37;6;NA;21;NA;14;0;82;82
118;TRUE;FALSE;acs;3;3.21;4;0.91;76;0.51;NA;NA;24;1;118;118
145;TRUE;FALSE;acs;3;4.13;0.13;0.95;37;0.42;NA;NA;42;1;145;145
235;TRUE;FALSE;ras;3;2.03;2.9;0.92;68;NA;25;NA;12;0;235;235
252;TRUE;FALSE;acs;3;3.84;1.78;0.02;22;0.49;NA;NA;23;1;252;252
300;TRUE;FALSE;acs;3;2.3;3.04;0.33;53;0.5;NA;NA;11;1;300;300
302;TRUE;FALSE;acs;3;4.97;1.98;0.54;30;0.15;NA;NA;47;1;302;302
316;TRUE;FALSE;acs;3;1.42;6.67;0.5;45;0.97;NA;NA;10;0;316;316
348;TRUE;FALSE;acs;3;2.55;1.64;0.53;10;0.88;NA;NA;15;1;348;348
403;TRUE;FALSE;acs;3;2.41;2.49;0.07;28;0.34;NA;NA;35;1;403;403
426;TRUE;FALSE;acs;3;4.89;4.8;0.1;7;0.39;NA;NA;32;1;426;426
449;TRUE;FALSE;acs;3;2.66;1.92;0.16;26;0.31;NA;NA;29;1;449;449
464;TRUE;FALSE;acs;3;3.9;3.12;0.03;32;0.55;NA;NA;28;1;464;464
490;TRUE;FALSE;acs;3;2.49;0.76;0.52;44;0.71;NA;NA;9;1;490;490
508;TRUE;FALSE;acs;3;2.5;5.01;0.36;54;0.32;NA;NA;11;0;508;508
626;TRUE;FALSE;acs;3;2.51;4.8;0.35;50;0.27;NA;NA;13;0;626;626
634;TRUE;FALSE;acs;3;3.14;4.9;0.29;54;0.24;NA;NA;10;0;634;634
647;TRUE;FALSE;acs;3;2.32;5.28;0.45;54;0.34;NA;NA;9;0;647;647
654;TRUE;FALSE;acs;3;2.99;6.17;0.43;56;0.29;NA;NA;10;0;654;654
668;TRUE;FALSE;acs;3;2;5.69;0.46;46;0.48;NA;NA;14;0;668;668
723;TRUE;FALSE;acs;3;3.08;6.06;0.47;62;0.3;NA;NA;9;0;723;723
744;TRUE;FALSE;acs;3;3.43;4.49;0.3;55;0.32;NA;NA;11;0;744;744
759;TRUE;TRUE;acs;3;2.71;5.12;0.48;52;0.33;NA;NA;10;0;759;759
778;TRUE;FALSE;acs;3;2.97;5.86;0.43;55;0.33;NA;NA;8;0;778;778
804;TRUE;FALSE;acs;3;2.2;4.36;0.49;49;0.32;NA;NA;11;0;804;804
