network_name;problem_type;number_of_runs;best_known_elite_solution;elite_components;elite_nodes;elite_best_nodes;elite_start_nodes;elite_standard_nodes;elite_end_nodes;elite_edges;elite_to_elite_worsening_edges;elite_to_elite_equal_edges;elite_to_elite_improving_edges;elite_to_regular_worsening_edges;elite_to_regular_equal_edges;elite_to_regular_improving_edges;max_in_from_elite_degree;min_in_from_elite_degree;average_in_from_elite_degree;max_out_to_elite_degree;min_out_to_elite_degree;average_out_to_elite_degree;max_out_to_regular_nodes_degree;min_out_to_regular_nodes_degree;average_out_to_regular_nodes_degree;best_elite_nodes_rate;start_elite_nodes_rate;standard_elite_nodes_rate;end_elite_nodes_rate;elite_to_elite_worsening_edges_rate;elite_to_elite_equal_edges_rate;elite_to_elite_improving_edges_rate
BH-90-L2;min;20;0.12464368;75;454;1;79;0;165;385;251;0;134;645;0;7708;2;0;0.848017621145374;7;0;0.848017621145374;103;0;18.3986784140969;0.00220264317180617;0.174008810572687;0;0.363436123348018;0.651948051948052;0;0.348051948051948
