CONFIG_ID;IS_ELITE;IS_BEST;particles;topology;modInfluence;branching;tSchedule;phi1;phi2;inertia;ORIGINAL_CONFIG_ID;TESTING_CONFIG_ID
1;TRUE;FALSE;133;1;0;NA;NA;1.94;1.29;0.17;1;1
6;TRUE;FALSE;59;5;0;NA;7;1.01;0.98;0.28;6;6
18;TRUE;FALSE;15;2;1;NA;NA;2.18;0.43;0.76;18;18
23;TRUE;FALSE;90;0;0;NA;NA;2.49;0.75;0.2;23;23
32;TRUE;FALSE;161;4;2;NA;NA;1.9;1.1;0.83;32;32
38;TRUE;FALSE;6;2;2;NA;NA;0.81;0.04;0.69;38;38
39;TRUE;FALSE;175;1;0;NA;NA;1.37;2.43;0.46;39;39
56;TRUE;FALSE;107;0;0;NA;NA;2.32;0.53;0.71;56;56
62;TRUE;FALSE;167;4;2;NA;NA;1.38;2.08;0.77;62;62
63;TRUE;FALSE;174;1;0;NA;NA;0.74;2.35;0.42;63;63
65;TRUE;FALSE;101;0;0;NA;NA;2.35;1.04;0.75;65;65
80;TRUE;FALSE;125;1;0;NA;NA;1.82;2.27;0.65;80;80
101;TRUE;FALSE;80;1;0;NA;NA;2.02;2.45;0.73;101;101
108;TRUE;FALSE;95;1;0;NA;NA;1.74;2.01;0.66;108;108
111;TRUE;FALSE;149;4;0;NA;NA;1.35;2.41;0.67;111;111
123;TRUE;FALSE;71;1;0;NA;NA;2.17;2.42;0.7;123;123
127;TRUE;FALSE;163;4;2;NA;NA;1.3;2.44;0.68;127;127
130;TRUE;FALSE;88;1;0;NA;NA;1.83;2.34;0.65;130;130
135;TRUE;FALSE;116;4;0;NA;NA;1.37;2.09;0.6;135;135
137;TRUE;FALSE;74;1;0;NA;NA;1.99;2.29;0.67;137;137
142;TRUE;FALSE;119;4;0;NA;NA;1.66;2.2;0.54;142;142
148;TRUE;FALSE;121;4;0;NA;NA;1.41;2.24;0.59;148;148
154;TRUE;FALSE;113;4;0;NA;NA;1.63;2.32;0.66;154;154
173;TRUE;FALSE;122;4;0;NA;NA;1.4;2.45;0.55;173;173
177;TRUE;TRUE;167;4;2;NA;NA;1.24;2.46;0.63;177;177
181;TRUE;FALSE;172;4;2;NA;NA;1.32;2.38;0.71;181;181
186;TRUE;FALSE;160;4;2;NA;NA;1.2;2.4;0.69;186;186
187;TRUE;FALSE;113;4;0;NA;NA;1.8;2.15;0.54;187;187
