CONFIG_ID;IS_ELITE;IS_BEST;algorithm;localsearch;alpha;beta;rho;ants;q0;rasrank;elitistants;nnls;dlb;ORIGINAL_CONFIG_ID;TESTING_CONFIG_ID
29;TRUE;FALSE;mmas;3;0.92;3.77;0.89;61;NA;NA;NA;48;0;29;29
35;TRUE;FALSE;eas;3;3.49;8.31;0.5;95;NA;NA;199;10;0;35;35
39;TRUE;FALSE;acs;3;1.62;4.56;0.88;11;0.44;NA;NA;16;0;39;39
42;TRUE;FALSE;as;3;4.43;2.68;0.57;53;NA;NA;NA;42;0;42;42
121;TRUE;FALSE;acs;3;1.73;4.47;0.69;31;0.52;NA;NA;25;0;121;121
125;TRUE;FALSE;mmas;3;1.44;2.13;0.54;52;NA;NA;NA;41;0;125;125
127;TRUE;FALSE;acs;3;2.27;6.72;0.89;25;0.43;NA;NA;12;0;127;127
131;TRUE;FALSE;acs;3;1.75;6.98;0.85;43;0.67;NA;NA;22;0;131;131
137;TRUE;FALSE;acs;3;2.09;7.49;0.62;27;0.58;NA;NA;19;0;137;137
157;TRUE;FALSE;acs;3;1.68;4.92;0.77;51;0.45;NA;NA;11;0;157;157
185;TRUE;TRUE;acs;3;2.01;6.57;0.67;44;0.55;NA;NA;9;0;185;185
190;TRUE;FALSE;acs;3;1.62;7;0.91;37;0.68;NA;NA;25;0;190;190
193;TRUE;FALSE;acs;3;2.47;7.73;0.83;26;0.37;NA;NA;10;0;193;193
196;TRUE;FALSE;acs;3;1.99;3.92;0.99;66;0.81;NA;NA;19;0;196;196
214;TRUE;FALSE;acs;3;2.48;7.78;0.68;37;0.29;NA;NA;11;0;214;214
220;TRUE;FALSE;acs;3;1.86;3.09;0.97;64;0.82;NA;NA;17;0;220;220
222;TRUE;FALSE;acs;3;2.5;7.07;0.52;45;0.54;NA;NA;11;0;222;222
243;TRUE;FALSE;acs;3;2.16;8.38;0.78;39;0.37;NA;NA;15;0;243;243
254;TRUE;FALSE;acs;3;1.89;7.69;0.72;40;0.32;NA;NA;10;0;254;254
276;TRUE;FALSE;acs;3;2.39;9.12;0.59;35;0.29;NA;NA;10;0;276;276
286;TRUE;FALSE;acs;3;2.03;6.34;0.66;53;0.52;NA;NA;11;0;286;286
288;TRUE;FALSE;acs;3;2.05;6.38;0.65;50;0.51;NA;NA;8;0;288;288
292;TRUE;FALSE;acs;3;2.01;5.9;0.67;49;0.47;NA;NA;11;0;292;292
294;TRUE;FALSE;acs;3;2.14;8.51;0.56;34;0.31;NA;NA;10;0;294;294
304;TRUE;FALSE;acs;3;2.14;7.01;0.56;42;0.49;NA;NA;11;0;304;304
333;TRUE;FALSE;acs;3;2.16;6.07;0.68;52;0.46;NA;NA;10;0;333;333
339;TRUE;FALSE;acs;3;2.03;6.75;0.64;47;0.47;NA;NA;10;0;339;339
