CONFIG_ID;B;M;INSTANCES;BR;MR;BNR;MNR;BG;MG;BRG;MRG;BNRG;MNRG;QUALITY
1;0.307488483433953;6592.16549560068;9;10;67;0.0592105263157895;0.371331592704359;16.4755158202857;318.866941810541;10;67;0.0592105263157895;0.371331592704359;0.503950018670202
8;0.304170208673186;1675463.96526267;11;25;62.5454545454545;0.112676056338028;0.42269487544224;13.0454591380662;4364.78706765565;25;62.5454545454545;0.112676056338028;0.42269487544224;0.513272348751292
26;0.333739451494762;11250.2658265949;9;32;90.2222222222222;0.145539906103286;0.539193544243027;17.0494649750856;347.019351162189;32;90.2222222222222;0.145539906103286;0.539193544243027;0.731762667186966
44;0.297751181451373;8109.24430228571;9;10;86.2222222222222;0.0416666666666667;0.51102382585337;21.9234118669897;318.144094406396;10;86.2222222222222;0.0416666666666667;0.51102382585337;0.693532335086717
54;0.288199484371343;100085.882548477;9;4;71.5555555555556;0.0140845070422535;0.42152278032558;12.7612718987992;484.537289162332;4;71.5555555555556;0.0140845070422535;0.42152278032558;0.572066630441859
71;0.306991868810391;1507948.365426;11;2;64.3636363636364;0.00469483568075117;0.409515722563935;12.6458183965879;385.329520816742;2;64.3636363636364;0.00469483568075117;0.409515722563935;0.497269091684778
80;0.255830682798131;2328387.88535967;11;2;59.0909090909091;0.00568181818181818;0.397002955568743;12.9849136089168;2372.67815543659;2;59.0909090909091;0.00568181818181818;0.397002955568743;0.482075017476331
93;0.311820988428482;317629.889065191;14;6;41.7142857142857;0.0246305418719212;0.312385050462856;1.20643937317198;1762.19637211656;6;41.7142857142857;0.0246305418719212;0.312385050462856;0.312385050462856
96;0.324575269730841;2612958.45998333;11;19;70.2727272727273;0.104046242774566;0.466268164622447;16.460837125335;5328.37720864387;19;70.2727272727273;0.104046242774566;0.466268164622447;0.566182771327257
127;0.318264501991954;877831.041314107;13;12;56.4615384615385;0.0516431924882629;0.450400294520133;10.026991164573;3339.13228657469;12;56.4615384615385;0.0516431924882629;0.450400294520133;0.482571744128714
135;0.325555620343679;610975.918469153;13;21;51.9230769230769;0.0985221674876847;0.361126775956953;7.50522519861389;2646.27398432481;21;51.9230769230769;0.0985221674876847;0.361126775956953;0.386921545668164
136;0.320255426192128;920247.89337659;13;4;51.3076923076923;0.0147783251231527;0.37196965726529;6.38606517998977;3985.22972069136;4;51.3076923076923;0.0147783251231527;0.37196965726529;0.398538918498525
152;0.325212612284046;724472.304275065;13;17;46.8461538461538;0.118226600985222;0.363434041857158;4.0243935805305;3355.21155977781;17;46.8461538461538;0.118226600985222;0.363434041857158;0.389393616275527
161;0.298986526423654;1169336.92729093;14;4;44;0.0231481481481481;0.350361079785762;7.56790368484182;3940.39046408291;4;44;0.0231481481481481;0.350361079785762;0.350361079785762
171;0.337312109011917;596867.509380286;14;5;39.2142857142857;0.0197044334975369;0.301695231441805;1.19099176371516;2765.58308230159;5;39.2142857142857;0.0197044334975369;0.301695231441805;0.301695231441805
181;0.313922152024246;580242.38386863;14;2;48.1428571428571;0.0078125;0.356150359720915;0.175455638246697;2580.08438870185;2;48.1428571428571;0.0078125;0.356150359720915;0.356150359720915
192;0.314250386533894;470211.122281564;14;1;52.9285714285714;0;0.380053831534589;0.144408065899216;2835.76278236129;1;52.9285714285714;0;0.380053831534589;0.380053831534589
208;0.314239843394872;147206.451879211;14;5;54.7142857142857;0.0434782608695652;0.358645237432189;27.2077548305295;347.495429458815;5;54.7142857142857;0.0434782608695652;0.358645237432189;0.358645237432189
213;0.306074835641489;539120.606926523;14;1;49.2857142857143;0;0.349024335967278;11.2866700438916;2752.20602144073;1;49.2857142857143;0;0.349024335967278;0.349024335967278
217;0.32281375644656;277277.124444453;14;1;45.5;0;0.261743538257491;0.509695667065963;2027.36528059893;1;45.5;0;0.261743538257491;0.261743538257491
220;0.348713837492057;476174.397375914;14;6;40.3571428571429;0.131578947368421;0.291899380317529;8.36972395955133;2039.58108099987;6;40.3571428571429;0.131578947368421;0.291899380317529;0.291899380317529
222;0.32350571587617;575597.521614436;14;4;39;0.0234375;0.294849047265089;0.438953853903599;2372.55615466108;4;39;0.0234375;0.294849047265089;0.294849047265089
