CONFIG_ID;IS_ELITE;IS_BEST;particles;topology;modInfluence;branching;tSchedule;phi1;phi2;inertia;ORIGINAL_CONFIG_ID;TESTING_CONFIG_ID
5;TRUE;FALSE;153;5;0;NA;9;0.4;1.9;0.62;5;5
11;TRUE;FALSE;66;5;0;NA;10;1.5;1.44;0.45;11;11
21;TRUE;FALSE;197;0;0;NA;NA;1.73;2.3;0.76;21;21
30;TRUE;FALSE;26;1;0;NA;NA;0.52;1.55;0.52;30;30
50;TRUE;FALSE;144;4;0;NA;NA;0.29;2.26;0.21;50;50
75;TRUE;FALSE;93;4;0;NA;NA;0.32;2.39;0.46;75;75
88;TRUE;FALSE;153;5;0;NA;8;0.83;2.26;0.33;88;88
110;TRUE;FALSE;164;0;0;NA;NA;0.71;2.21;0.49;110;110
118;TRUE;FALSE;200;5;0;NA;5;1.07;1.75;0.3;118;118
127;TRUE;FALSE;190;5;0;NA;5;0.96;2.41;0.28;127;127
132;TRUE;FALSE;140;0;0;NA;NA;0.8;2.48;0.46;132;132
171;TRUE;FALSE;62;4;0;NA;NA;0.84;2.49;0.23;171;171
181;TRUE;FALSE;146;0;0;NA;NA;1.93;1.69;0.19;181;181
186;TRUE;FALSE;68;4;0;NA;NA;0.78;2.44;0.31;186;186
189;TRUE;FALSE;193;5;0;NA;5;1.31;1.84;0.25;189;189
214;TRUE;FALSE;145;0;0;NA;NA;1.3;2.23;0.41;214;214
246;TRUE;FALSE;65;4;0;NA;NA;1.01;2.16;0.29;246;246
253;TRUE;FALSE;149;0;0;NA;NA;1.86;2.13;0.2;253;253
270;TRUE;FALSE;191;5;0;NA;6;0.9;2.47;0.27;270;270
300;TRUE;FALSE;193;5;0;NA;5;1.11;2.38;0.26;300;300
312;TRUE;TRUE;162;0;0;NA;NA;1.96;2.26;0.18;312;312
322;TRUE;FALSE;191;5;0;NA;6;0.98;2.38;0.26;322;322
325;TRUE;FALSE;188;5;0;NA;6;0.87;2.46;0.26;325;325
339;TRUE;FALSE;180;5;0;NA;7;0.91;2.46;0.26;339;339
345;TRUE;FALSE;179;5;0;NA;6;0.86;2.44;0.29;345;345
366;TRUE;FALSE;179;5;0;NA;6;0.8;2.49;0.28;366;366
