CONFIG_ID;B;M;INSTANCES;BR;MR;BNR;MNR;BG;MG;BRG;MRG;BNRG;MNRG
50;0.322837315891929;442045.995155628;50;3;12.02;0.0833333333333333;0.459166666666667;0.51531638274013;1325.94177983678;3;12.02;0.0833333333333333;0.459166666666667
30;0.0717151960270072;140130.532422607;50;1;14.98;0;0.5825;0;100.244532347011;1;14.98;0;0.5825
11;0.319089646537135;122560.611275864;50;2;13.64;0.0416666666666667;0.526666666666667;0.00621732792547556;450.31089996921;2;13.64;0.0416666666666667;0.526666666666667
21;0.369354673070017;128002.781454826;50;1;12.34;0;0.4725;0;438.464900840515;1;12.34;0;0.4725
5;0.0640066376147307;195064.964833803;50;3;14.24;0.0833333333333333;0.551666666666667;0.688134547150304;606.794104629799;3;14.24;0.0833333333333333;0.551666666666667
118;0.279329306746407;86323.2801464039;50;1;14.44;0;0.56;0;19289.2027816616;1;14.44;0;0.56
110;0.046392941020251;119953.155147596;50;1;15.7;0;0.6125;0;360.452990953552;1;15.7;0;0.6125
75;0.416563481220727;367444.228239911;50;2;11.46;0.0416666666666667;0.435833333333333;0.590140634659764;784.903950148063;2;11.46;0.0416666666666667;0.435833333333333
88;0.282756529563232;144579.397267851;50;1;14.8;0;0.575;0;19258.6004352676;1;14.8;0;0.575
127;0.308492793314144;171235.233711522;50;1;15.98;0;0.624166666666667;0;19411.9184288757;1;15.98;0;0.624166666666667
132;0.307093161814543;444586.084971921;50;1;14.14;0;0.5475;0;461.024621635886;1;14.14;0;0.5475
171;0.259722131744302;105366.417794605;50;1;11.06;0;0.419166666666667;0;326.782740185244;1;11.06;0;0.419166666666667
181;0.0757988347249955;136306.562010021;50;1;14.2;0;0.55;0;157.831040858289;1;14.2;0;0.55
214;0.359864287160487;373800.691522253;50;1;11.46;0;0.435833333333333;0;680.820876697183;1;11.46;0;0.435833333333333
186;0.0515936878271331;168686.076574066;50;2;14.32;0.0416666666666667;0.555;0.619433999091526;127.004488262827;2;14.32;0.0416666666666667;0.555
189;0.440855008271502;101148.863688793;50;1;15.34;0;0.5975;0;10513.1507304397;1;15.34;0;0.5975
270;0.319682273325618;2198798.10504412;50;1;13.02;0;0.500833333333333;0;1536.92703881843;1;13.02;0;0.500833333333333
253;0.327077632815717;215435.642788016;50;1;10.04;0;0.376666666666667;0;302.754721915562;1;10.04;0;0.376666666666667
300;0.304864442595572;243961.860283766;50;1;10.1;0;0.379166666666667;0;510.198306339463;1;10.1;0;0.379166666666667
246;0.407391586142442;714192.910044508;50;2;15.66;0.0416666666666667;0.610833333333333;0.0735249360294027;2202.32545164953;2;15.66;0.0416666666666667;0.610833333333333
345;0.317618877144354;613548.255126339;50;1;9.1;0;0.3375;0;280.351483559978;1;9.1;0;0.3375
339;0.284729196550475;512907.411163907;50;1;9.64;0;0.36;0;319.018764324794;1;9.64;0;0.36
312;0.300014722640201;254374.136389369;50;2;16.08;0.0416666666666667;0.628333333333333;0.190751363172709;3175.03846919538;2;16.08;0.0416666666666667;0.628333333333333
322;0.645131221946189;543696.841381169;50;1;9.76;0;0.365;0;729.963442694734;1;9.76;0;0.365
325;0.30047922401575;1067576.12651366;50;1;11.48;0;0.436666666666667;0;937.457651093765;1;11.48;0;0.436666666666667
