CONFIG_ID;IS_ELITE;IS_BEST;particles;topology;modInfluence;branching;tSchedule;phi1;phi2;inertia
1;FALSE;FALSE;173;1;2;NA;NA;1.26;2.42;0.76
2;FALSE;FALSE;74;5;1;NA;7;0.01;1.17;0.31
3;FALSE;FALSE;24;0;2;NA;NA;0.64;1.8;0.09
4;FALSE;FALSE;123;3;0;NA;NA;1.89;0.55;0.54
5;FALSE;FALSE;49;4;2;NA;NA;0.33;0.23;0.65
6;FALSE;FALSE;148;0;1;NA;NA;1.58;1.48;0.2
7;FALSE;FALSE;98;2;0;NA;NA;0.95;2.11;0.87
8;FALSE;FALSE;198;6;1;10;NA;2.2;0.86;0.42
9;FALSE;FALSE;136;5;2;NA;9;1.42;0.7;0.37
10;FALSE;FALSE;36;2;0;NA;NA;0.17;1.95;0.82
11;FALSE;FALSE;86;4;1;NA;NA;0.79;0.08;0.59
12;FALSE;FALSE;186;0;0;NA;NA;2.04;1.33;0.14
13;FALSE;FALSE;111;3;1;NA;NA;2.36;2.27;0.7
14;FALSE;FALSE;11;6;0;11;NA;1.11;1.02;0.25
15;FALSE;FALSE;61;1;2;NA;NA;0.48;1.64;0.03
16;FALSE;FALSE;161;4;1;NA;NA;1.73;0.39;0.48
17;TRUE;FALSE;55;5;0;NA;9;2.43;2.34;0.45
18;FALSE;FALSE;154;1;1;NA;NA;1.18;1.09;0
19;FALSE;FALSE;5;3;2;NA;NA;1.81;0.47;0.68
20;FALSE;FALSE;105;6;0;5;NA;0.56;1.72;0.23
21;TRUE;FALSE;30;5;1;NA;8;2.12;1.41;0.34
22;FALSE;FALSE;130;2;0;NA;NA;0.87;0.16;0.79
23;TRUE;FALSE;179;4;2;NA;NA;0.25;2.03;0.56
24;FALSE;FALSE;80;0;1;NA;NA;1.5;0.78;0.11
25;FALSE;FALSE;117;0;2;NA;NA;0.09;0.94;0.06
26;FALSE;FALSE;18;3;0;NA;NA;1.34;2.19;0.51
27;TRUE;FALSE;167;5;0;NA;10;0.72;1.56;0.28
28;FALSE;FALSE;67;2;1;NA;NA;1.97;0.31;0.73
29;FALSE;FALSE;192;2;1;NA;NA;0.4;0;0.84
30;FALSE;FALSE;43;1;0;NA;NA;2.28;0.63;0.17
31;FALSE;FALSE;142;4;2;NA;NA;1.03;1.88;0.62
32;FALSE;FALSE;52;3;1;NA;NA;2.16;0.98;0.58
33;FALSE;FALSE;2;5;1;NA;4;1.54;1.6;0.8
34;FALSE;FALSE;102;1;0;NA;NA;0.29;0.35;0.35
35;FALSE;FALSE;176;2;2;NA;NA;0.6;0.66;0.47
36;FALSE;FALSE;77;5;0;NA;3;1.85;1.91;0.02
37;FALSE;FALSE;27;0;2;NA;NA;2.47;0.04;0.24
38;FALSE;FALSE;126;4;1;NA;NA;1.22;1.29;0.69
39;FALSE;FALSE;189;4;0;NA;NA;0.13;1.45;0.75
40;FALSE;FALSE;89;1;2;NA;NA;1.38;0.2;0.3
41;FALSE;FALSE;139;2;2;NA;NA;0.75;0.82;0.52
42;FALSE;FALSE;39;6;1;13;NA;2;2.07;0.07
43;FALSE;FALSE;114;5;1;NA;6;0.44;2.38;0.18
44;FALSE;FALSE;15;1;0;NA;NA;1.69;1.13;0.63
45;FALSE;FALSE;64;3;2;NA;NA;2.32;1.76;0.86
46;FALSE;FALSE;164;0;0;NA;NA;1.07;0.51;0.41
47;FALSE;FALSE;133;0;1;NA;NA;1.77;2.15;0.27
48;TRUE;FALSE;33;4;0;NA;NA;0.52;0.9;0.72
49;FALSE;FALSE;83;2;2;NA;NA;1.15;1.52;0.49
50;FALSE;FALSE;182;6;0;12;NA;2.4;0.27;0.04
51;FALSE;FALSE;8;1;1;NA;NA;0.83;2.46;0.38
52;FALSE;FALSE;108;5;2;NA;3;2.08;1.21;0.83
53;FALSE;FALSE;158;3;0;NA;NA;1.46;1.84;0.61
54;FALSE;FALSE;21;5;2;NA;2;0.99;0.43;0.21
55;FALSE;FALSE;120;2;1;NA;NA;2.24;1.68;0.66
56;FALSE;FALSE;170;3;1;NA;NA;1.61;1.06;0.89
57;FALSE;FALSE;70;0;0;NA;NA;0.36;2.31;0.44
58;FALSE;FALSE;195;1;2;NA;NA;1.93;1.99;0.32
59;FALSE;FALSE;95;4;0;NA;NA;0.68;0.74;0.77
60;FALSE;FALSE;145;6;0;19;NA;1.3;0.12;0.1
61;FALSE;FALSE;46;3;1;NA;NA;0.05;1.37;0.55
62;FALSE;FALSE;153;2;0;NA;NA;0.11;2.13;0.19
63;FALSE;FALSE;103;4;1;NA;NA;0.74;0.25;0.42
64;FALSE;FALSE;4;0;0;NA;NA;1.99;1.5;0.87
65;FALSE;FALSE;29;5;1;NA;2;1.67;0.57;0.3
66;FALSE;FALSE;128;1;2;NA;NA;0.42;1.82;0.75
67;FALSE;FALSE;140;3;2;NA;NA;2.06;0.31;0.2
68;FALSE;FALSE;100;5;2;NA;5;0.83;1.84;0.68
69;FALSE;FALSE;100;4;2;NA;NA;2.37;1.09;0.38
70;FALSE;FALSE;185;6;0;8;NA;0.41;0.95;0.53
71;FALSE;FALSE;195;0;1;NA;NA;0.73;0.01;0.49
72;FALSE;FALSE;126;2;0;NA;NA;1.42;0.33;0.36
73;FALSE;FALSE;153;5;1;NA;2;0.49;1.09;0.62
74;FALSE;FALSE;70;5;2;NA;8;0.89;0.57;0.77
75;FALSE;FALSE;45;5;2;NA;7;1.98;1.5;0.26
76;FALSE;FALSE;128;5;2;NA;8;1.85;0.49;0.7
77;FALSE;FALSE;77;4;2;NA;NA;2.14;1.75;0.16
78;FALSE;FALSE;113;5;2;NA;7;2.29;1.97;0.2
79;FALSE;FALSE;149;3;2;NA;NA;1.09;1.64;0.01
80;FALSE;FALSE;162;2;1;NA;NA;2.49;2.06;0.25
81;FALSE;FALSE;70;5;0;NA;10;1.13;0.78;0.1
82;FALSE;FALSE;122;4;2;NA;NA;0.37;1.03;0.28
83;FALSE;FALSE;18;5;0;NA;9;1.5;1.53;0.39
84;FALSE;FALSE;164;2;1;NA;NA;0.2;2.31;0.06
85;FALSE;FALSE;169;3;2;NA;NA;0.78;1.71;0.43
86;FALSE;FALSE;38;2;0;NA;NA;2.39;1.69;0.6
87;FALSE;FALSE;129;3;2;NA;NA;0.43;1.15;0.64
88;FALSE;FALSE;89;2;1;NA;NA;2.14;0.29;0.16
89;FALSE;FALSE;23;2;0;NA;NA;0.15;2.1;0.38
90;FALSE;FALSE;26;5;1;NA;9;1.72;0.24;0.31
91;FALSE;FALSE;107;5;2;NA;7;2.06;1.99;0.62
92;FALSE;FALSE;49;5;2;NA;8;1.59;1.44;0.08
93;FALSE;FALSE;57;2;2;NA;NA;1.47;2.3;0.61
94;FALSE;FALSE;60;4;1;NA;NA;0.63;2.3;0.82
95;FALSE;FALSE;181;4;0;NA;NA;0.13;2.21;0.56
96;FALSE;FALSE;113;5;1;NA;5;1.8;1.12;0.43
97;TRUE;FALSE;111;4;0;NA;NA;2.12;1.73;0.59
98;FALSE;FALSE;139;2;1;NA;NA;0.69;0.8;0.03
99;FALSE;FALSE;155;6;1;17;NA;0.7;1.82;0.42
100;FALSE;FALSE;124;4;2;NA;NA;0.52;1.77;0.77
101;FALSE;FALSE;82;6;0;11;NA;0.67;2.36;0.71
102;FALSE;FALSE;100;2;1;NA;NA;1.19;1.85;0.21
103;FALSE;FALSE;88;4;2;NA;NA;1.87;1.4;0.84
104;FALSE;FALSE;70;5;0;NA;6;1.79;1.9;0.64
105;FALSE;FALSE;137;5;2;NA;6;1.92;1.52;0.57
106;FALSE;FALSE;181;4;1;NA;NA;0.63;2.24;0.73
107;FALSE;FALSE;171;0;1;NA;NA;0.96;1.85;0.34
108;TRUE;FALSE;162;0;0;NA;NA;1.64;1.5;0.15
109;FALSE;FALSE;3;5;1;NA;5;2.23;0.93;0.35
110;FALSE;FALSE;170;1;0;NA;NA;0.91;1.28;0.2
111;FALSE;FALSE;108;1;1;NA;NA;1.58;1.62;0.66
112;FALSE;FALSE;135;1;1;NA;NA;0.04;1.17;0.04
113;FALSE;FALSE;60;3;0;NA;NA;2.35;0.45;0.31
114;FALSE;FALSE;90;2;0;NA;NA;1.4;0.98;0.01
115;FALSE;FALSE;5;5;0;NA;9;2.14;0.83;0.28
116;FALSE;FALSE;7;1;1;NA;NA;2.28;2.49;0.57
117;FALSE;FALSE;46;2;1;NA;NA;1.58;1.44;0.32
118;TRUE;FALSE;7;5;1;NA;8;2.17;1.07;0.28
119;FALSE;FALSE;57;5;1;NA;7;1.13;1.64;0.53
120;FALSE;FALSE;63;5;0;NA;8;1.47;2.42;0.64
121;FALSE;FALSE;55;5;1;NA;10;1.73;0.53;0.12
122;FALSE;FALSE;30;3;0;NA;NA;2.39;1.7;0.7
123;FALSE;FALSE;7;5;2;NA;7;2.45;1.28;0.53
124;FALSE;FALSE;136;6;0;13;NA;2.14;1.65;0.41
125;FALSE;FALSE;12;3;1;NA;NA;2.09;1.77;0.63
126;FALSE;FALSE;79;5;0;NA;10;2.46;2.32;0.28
127;FALSE;FALSE;192;3;0;NA;NA;0.76;1;0.22
128;FALSE;FALSE;191;6;0;12;NA;1.67;1.96;0.12
129;FALSE;FALSE;173;5;0;NA;8;0.2;1.21;0.1
130;FALSE;FALSE;59;4;0;NA;NA;1.81;2.11;0.28
131;FALSE;FALSE;53;5;1;NA;6;2.06;1.45;0.35
132;FALSE;FALSE;24;1;1;NA;NA;2.44;1.19;0.32
133;FALSE;FALSE;84;5;1;NA;8;2.11;1.31;0.1
134;FALSE;FALSE;54;5;0;NA;10;2.44;1.86;0.43
135;FALSE;FALSE;61;3;0;NA;NA;1.98;1.44;0.07
136;FALSE;FALSE;150;3;1;NA;NA;1.83;0.79;0.17
137;FALSE;FALSE;40;6;1;20;NA;0.48;1.03;0.75
138;TRUE;FALSE;115;4;0;NA;NA;1.89;1.91;0.57
139;FALSE;FALSE;21;5;1;NA;7;2.08;2.33;0.69
140;FALSE;FALSE;27;5;1;NA;8;2.45;2.36;0
141;FALSE;FALSE;25;6;0;13;NA;2.03;2.12;0.4
142;FALSE;FALSE;63;4;1;NA;NA;2.2;1.61;0.4
143;FALSE;FALSE;32;5;1;NA;9;2.1;1.62;0.63
144;FALSE;FALSE;74;5;1;NA;6;2.42;1.62;0.37
145;FALSE;FALSE;34;5;1;NA;8;2.23;0.84;0.63
146;TRUE;FALSE;27;5;0;NA;10;2.13;1.49;0.58
147;FALSE;FALSE;90;5;1;NA;10;0.95;1.86;0.44
148;FALSE;FALSE;173;5;0;NA;9;2.45;2.32;0.19
149;FALSE;FALSE;138;4;2;NA;NA;0.87;1.74;0.28
150;FALSE;FALSE;183;3;0;NA;NA;0.69;1.43;0.46
151;FALSE;FALSE;55;3;1;NA;NA;2.05;1.46;0.21
152;FALSE;FALSE;55;2;0;NA;NA;2.42;2.16;0.37
153;FALSE;FALSE;144;4;1;NA;NA;1.58;1.64;0.49
154;FALSE;FALSE;25;5;0;NA;9;2.25;0.9;0.71
155;FALSE;FALSE;44;5;1;NA;8;2.14;0.86;0.2
156;FALSE;FALSE;29;5;1;NA;9;1.81;1.21;0.32
157;FALSE;FALSE;88;5;1;NA;8;1.73;1.86;0.38
158;FALSE;FALSE;58;5;1;NA;9;2.17;1.57;0.33
159;FALSE;FALSE;66;5;0;NA;9;2.15;1.82;0.56
160;FALSE;FALSE;87;4;0;NA;NA;1.74;1.8;0.72
161;FALSE;FALSE;74;6;1;16;NA;1.86;1.62;0.17
162;FALSE;FALSE;81;4;1;NA;NA;2.06;2.26;0.57
163;TRUE;FALSE;87;4;0;NA;NA;1.86;2.14;0.48
164;FALSE;FALSE;63;5;1;NA;8;2;1.76;0.46
165;FALSE;FALSE;8;5;1;NA;9;2.28;2.25;0.21
166;FALSE;FALSE;10;5;2;NA;8;2.37;1.03;0.33
167;FALSE;FALSE;35;5;0;NA;9;1.38;1.1;0.77
168;FALSE;FALSE;38;5;0;NA;9;1.99;1.71;0.57
169;TRUE;FALSE;10;5;1;NA;8;1.89;1.61;0.42
170;FALSE;FALSE;20;5;1;NA;7;1.85;0.85;0.55
171;FALSE;FALSE;21;5;1;NA;8;2.01;0.79;0.35
172;TRUE;TRUE;38;4;0;NA;NA;2.21;1.6;0.53
173;FALSE;FALSE;50;5;1;NA;7;1.99;1.22;0.17
174;FALSE;FALSE;25;5;2;NA;8;2.09;1.27;0.45
