CONFIG_ID;IS_ELITE;IS_BEST;algorithm;localsearch;alpha;beta;rho;ants;q0;rasrank;elitistants;nnls;dlb;ORIGINAL_CONFIG_ID;TESTING_CONFIG_ID
15;TRUE;FALSE;mmas;3;4.16;5.07;0.14;38;NA;NA;NA;28;1;15;15
47;TRUE;FALSE;acs;3;4.86;0.23;0.93;70;0.26;NA;NA;40;1;47;47
84;TRUE;FALSE;acs;3;3.11;3.74;0.44;24;0.15;NA;NA;43;0;84;84
135;TRUE;FALSE;mmas;3;0.86;2.38;0.89;14;NA;NA;NA;21;0;135;135
144;TRUE;FALSE;ras;3;3.05;0.5;0.7;56;NA;80;NA;41;0;144;144
195;TRUE;FALSE;acs;3;1.25;0.11;0.91;59;0.99;NA;NA;11;1;195;195
280;TRUE;FALSE;acs;3;3.75;0.25;0.85;16;0.19;NA;NA;19;0;280;280
354;TRUE;FALSE;acs;3;1.84;4.49;0.81;38;0.79;NA;NA;23;1;354;354
409;TRUE;FALSE;acs;3;2.63;1.21;0.93;45;0.14;NA;NA;23;0;409;409
434;TRUE;FALSE;acs;3;1.58;3.13;0.92;42;0.84;NA;NA;11;1;434;434
523;TRUE;FALSE;acs;3;2.84;0.87;0.89;20;0.42;NA;NA;25;0;523;523
526;TRUE;FALSE;acs;3;1.89;1.46;0.97;55;0.69;NA;NA;16;1;526;526
653;TRUE;FALSE;acs;3;2.74;1.41;0.86;38;0.12;NA;NA;20;0;653;653
674;TRUE;TRUE;acs;3;1.42;3.54;0.81;44;0.89;NA;NA;17;1;674;674
703;TRUE;FALSE;acs;3;2.66;1.42;0.92;50;0.03;NA;NA;19;0;703;703
783;TRUE;FALSE;acs;3;2.91;1.7;0.94;59;0.09;NA;NA;22;0;783;783
809;TRUE;FALSE;acs;3;1.6;3.32;0.76;41;0.79;NA;NA;19;1;809;809
841;TRUE;FALSE;acs;3;1.26;3.91;0.78;44;0.84;NA;NA;17;1;841;841
