network_name;problem_type;number_of_runs;best_known_solution;components;single_components;multiple_components;max_distance;mean_distance;sd_distance;min_nodes_multiple_components;max_nodes_multiple_components;mean_nodes_multiple_components;sd_nodes_multiple_components;nodes;regular_nodes;elite_nodes;start_nodes;standard_nodes;end_nodes;edges;worsening_edges;equal_edges;improving_edges;max_degree;min_degree;average_degree;average_regular_in_degree;average_elite_in_degree;average_elite_out_degree;best_nodes;average_best_in_degree;average_best_out_degree;best_strength_in;start_best_nodes;standard_best_nodes;end_best_nodes;average_path_length;paths;best_nodes_rate;regular_nodes_rate;elite_nodes_rate;start_nodes_rate;standard_nodes_rate;end_nodes_rate;worsening_edges_rate;equal_edges_rate;improving_edges_rate
BH-L0;min;20;0.2;100;49;51;6;2.56862745098039;1.38931496732432;2;19;7.17647058823529;5.55591894236387;415;0;415;100;393;122;315;227;13;75;6;0;1.51807228915663;NA;0.759036144578313;0.759036144578313;1;1;0;0.1;0;1;1;8;1;0.00240963855421687;0;1;0.240963855421687;0.946987951807229;0.293975903614458;0.720634920634921;0.0412698412698413;0.238095238095238
BH-L1;min;20;0.2;99;49;50;6;2.58;1.4010200365652;2;21;7.28;5.80654099850737;413;0;413;100;392;121;314;227;12;75;6;0;1.52058111380145;NA;0.760290556900726;0.760290556900726;1;1;0;0.1;0;1;1;8;1;0.00242130750605327;0;1;0.242130750605327;0.949152542372881;0.292978208232446;0.722929936305732;0.0382165605095541;0.238853503184713
BH-L2;min;20;0.2;92;49;43;5;2.37209302325581;1.27285310965551;2;57;7.90697674418605;10.5352332979533;389;0;389;100;374;106;298;221;10;67;7;0;1.53213367609255;NA;0.766066838046273;0.766066838046273;1;1;0;0.1;0;1;1;8;1;0.0025706940874036;0;1;0.25706940874036;0.961439588688946;0.272493573264781;0.741610738255034;0.0335570469798658;0.224832214765101
BH-L3;min;20;0.235;72;46;26;8;2.07692307692308;1.59807576599051;2;147;10.1153846153846;28.3045253245158;309;0;309;99;305;73;262;180;9;73;8;0;1.6957928802589;NA;0.84789644012945;0.84789644012945;1;1;0;0.2;0;1;1;9.5;4;0.00323624595469256;0;1;0.320388349514563;0.98705501618123;0.236245954692557;0.687022900763359;0.0343511450381679;0.278625954198473
BH-L4;min;20;0.23;57;43;14;19;2.42857142857143;4.78321240163145;2;186;15.3571428571429;49.1161999639742;258;0;258;95;257;70;258;183;3;72;12;0;2;NA;1;1;1;1;1;0.1;0;1;1;13.8275862068966;29;0.00387596899224806;0;1;0.368217054263566;0.996124031007752;0.271317829457364;0.709302325581395;0.0116279069767442;0.27906976744186
BH-L5;min;20;0.26;53;39;14;12;2.21428571428571;2.88706855394271;2;135;12.5;35.293821642801;214;0;214;96;213;50;218;141;9;68;15;0;2.03738317757009;NA;1.01869158878505;1.01869158878505;1;1;0;0.05;0;0;1;10.4375;32;0.00467289719626168;0;1;0.448598130841121;0.995327102803738;0.233644859813084;0.646788990825688;0.0412844036697248;0.311926605504587
BH-65-L0;min;20;0.25;100;45;55;6;3;1.82574185835055;2;23;8;6.65554628083197;485;0;485;100;461;124;385;283;12;90;6;0;1.58762886597938;NA;0.793814432989691;0.793814432989691;1;1;1;0.15;0;1;1;9;1;0.00206185567010309;0;1;0.206185567010309;0.950515463917526;0.255670103092783;0.735064935064935;0.0311688311688312;0.233766233766234
BH-65-L1;min;20;0.25;100;45;55;6;3;1.82574185835055;2;23;8;6.65554628083197;485;0;485;100;461;124;385;283;12;90;6;0;1.58762886597938;NA;0.793814432989691;0.793814432989691;1;1;1;0.15;0;1;1;9;1;0.00206185567010309;0;1;0.206185567010309;0.950515463917526;0.255670103092783;0.735064935064935;0.0311688311688312;0.233766233766234
BH-65-L2;min;20;0.25;92;45;47;10;2.80851063829787;1.95201454324969;2;87;8.42553191489362;13.3412480363509;441;0;441;100;427;102;360;261;9;90;7;0;1.63265306122449;NA;0.816326530612245;0.816326530612245;1;1;1;0.15;0;1;1;9;1;0.00226757369614512;0;1;0.226757369614512;0.968253968253968;0.231292517006803;0.725;0.025;0.25
BH-65-L3;min;20;0.25;76;44;32;17;2.4375;2.98315161337588;2;157;9.125;27.3445754483702;336;0;336;99;335;66;306;204;3;99;11;0;1.82142857142857;NA;0.910714285714286;0.910714285714286;1;1;1;0.15;0;1;1;9;1;0.00297619047619048;0;1;0.294642857142857;0.99702380952381;0.196428571428571;0.666666666666667;0.00980392156862745;0.323529411764706
BH-65-L4;min;20;0.28;72;44;28;14;2.21428571428571;2.61558212283037;2;127;8.75;23.6402434655634;289;0;289;97;286;57;272;186;8;78;16;0;1.88235294117647;NA;0.941176470588235;0.941176470588235;1;1;0;0.1;0;0;1;11;19;0.00346020761245675;0;1;0.335640138408304;0.98961937716263;0.197231833910035;0.683823529411765;0.0294117647058824;0.286764705882353
BH-65-L5;min;20;0.26;64;44;20;19;2.5;4.04579053494266;2;132;10.05;28.9145292197539;245;0;245;98;243;47;252;155;2;95;20;0;2.05714285714286;NA;1.02857142857143;1.02857142857143;1;1;1;0.1;0;1;1;13.6538461538462;26;0.00408163265306122;0;1;0.4;0.991836734693878;0.191836734693878;0.615079365079365;0.00793650793650794;0.376984126984127
BL-L0;min;20;0.2;100;49;51;5;2.43137254901961;1.26893501741869;2;17;6.58823529411765;4.56585795043269;385;0;385;100;348;137;285;185;21;79;8;0;1.48051948051948;NA;0.74025974025974;0.74025974025974;2;1;0;0.15;0;1;2;7.5;2;0.00519480519480519;0;1;0.25974025974026;0.903896103896104;0.355844155844156;0.649122807017544;0.0736842105263158;0.27719298245614
BL-L1;min;20;0.2;100;49;51;5;2.43137254901961;1.26893501741869;2;17;6.56862745098039;4.56620149341128;384;0;384;100;347;137;284;182;23;79;8;0;1.47916666666667;NA;0.739583333333333;0.739583333333333;2;1;0;0.15;0;1;2;7.5;2;0.00520833333333333;0;1;0.260416666666667;0.903645833333333;0.356770833333333;0.640845070422535;0.0809859154929577;0.278169014084507
BL-L2;min;20;0.2;94;49;45;5;2.35555555555556;1.29957257930786;2;34;7.13333333333333;6.67628094621004;370;0;370;100;338;129;279;177;24;78;8;0;1.50810810810811;NA;0.754054054054054;0.754054054054054;2;1;0;0.15;0;1;2;7.25;4;0.00540540540540541;0;1;0.27027027027027;0.913513513513514;0.348648648648649;0.634408602150538;0.0860215053763441;0.279569892473118
BL-L3;min;20;0.21;89;48;41;9;2.39024390243902;1.68638739292738;2;45;6.97560975609756;8.48966372973055;334;0;334;100;311;109;256;159;15;82;9;0;1.53293413173653;NA;0.766467065868264;0.766467065868264;2;1;0.5;0.15;0;1;2;7.5;4;0.00598802395209581;0;1;0.29940119760479;0.931137724550898;0.326347305389222;0.62109375;0.05859375;0.3203125
BL-L4;min;20;0.21;78;48;30;13;2.23333333333333;2.26948776437408;2;132;8.4;23.5454073419117;300;0;300;100;285;95;251;146;11;94;8;0;1.67333333333333;NA;0.836666666666667;0.836666666666667;1;1;1;0.1;0;1;1;4;2;0.00333333333333333;0;1;0.333333333333333;0.95;0.316666666666667;0.581673306772908;0.0438247011952191;0.374501992031873
