CONFIG_ID;IS_ELITE;IS_BEST;particles;topology;modInfluence;branching;tSchedule;phi1;phi2;inertia;ORIGINAL_CONFIG_ID;TESTING_CONFIG_ID
7;TRUE;FALSE;103;5;0;NA;3;0.58;1.26;0.44;7;7
8;TRUE;FALSE;16;4;0;NA;NA;1.36;2.04;0.61;8;8
30;TRUE;FALSE;10;5;0;NA;5;1.13;0.87;0.41;30;30
56;TRUE;FALSE;75;1;0;NA;NA;0.38;2.16;0.23;56;56
60;TRUE;FALSE;100;4;0;NA;NA;0.7;1.22;0.79;60;60
90;TRUE;FALSE;61;4;0;NA;NA;1.12;2.25;0.8;90;90
101;TRUE;FALSE;68;4;0;NA;NA;1.33;1.69;0.5;101;101
121;TRUE;FALSE;70;4;0;NA;NA;0.44;1.54;0.45;121;121
125;TRUE;FALSE;24;4;0;NA;NA;1.63;2.33;0.51;125;125
155;TRUE;FALSE;40;4;0;NA;NA;1.55;2.22;0.58;155;155
166;TRUE;FALSE;77;4;0;NA;NA;1.21;2.36;0.56;166;166
169;TRUE;FALSE;27;0;0;NA;NA;1.66;1.94;0.48;169;169
193;TRUE;FALSE;57;4;0;NA;NA;1.6;2.31;0.54;193;193
218;TRUE;FALSE;24;4;0;NA;NA;1.7;2.18;0.43;218;218
259;TRUE;FALSE;9;4;0;NA;NA;1.58;2.33;0.47;259;259
286;TRUE;FALSE;64;4;0;NA;NA;1.7;2.48;0.47;286;286
305;TRUE;FALSE;35;0;0;NA;NA;1.76;2.14;0.52;305;305
327;TRUE;TRUE;11;4;0;NA;NA;1.41;2.38;0.48;327;327
335;TRUE;FALSE;22;0;0;NA;NA;1.67;1.98;0.43;335;335
336;TRUE;FALSE;14;4;0;NA;NA;1.58;2.3;0.46;336;336
369;TRUE;FALSE;17;4;0;NA;NA;1.58;2.34;0.47;369;369
