CONFIG_ID;B;M;INSTANCES;BR;MR;BNR;MNR;BG;MG;BRG;MRG;BNRG;MNRG;QUALITY
7;0.281897571836807;2350081.22579521;10;42;129.3;0.15015015015015;0.499435375694219;17.8934849012708;20623.5866362418;42;129.3;0.15015015015015;0.499435375694219;0.761044382010238
8;0.0602465969555019;564813.095886953;16;10;88.1875;0.042654028436019;0.403459660791435;7.12293446936969;5858.89117315962;10;88.1875;0.042654028436019;0.403459660791435;0.499521484789396
30;0.282788570750144;755595.907822034;10;32;129.8;0.114391143911439;0.498737473599616;13.9042923678682;11776.9560867896;32;129.8;0.114391143911439;0.498737473599616;0.759980912151796
56;0.304494483066676;1875829.93642285;10;14;111.3;0.065;0.426977904848679;14.2694987551074;15715.4297172693;14;111.3;0.065;0.426977904848679;0.650632997864654
60;0.341980071949811;1644696.66734853;10;6;101.4;0.0151057401812689;0.390077437626784;13.6901442123836;7562.99858739391;6;101.4;0.0151057401812689;0.390077437626784;0.594403714478909
90;0.317722348217985;2166293.73701016;14;1;95.5;0;0.402786006042036;3.38891257807304;3170.04010080676;1;95.5;0;0.402786006042036;0.537048008056048
101;0.327710654526669;917497.360790182;14;9;101.642857142857;0.04;0.434177364687659;6.90917330300585;16568.3160639032;9;101.642857142857;0.04;0.434177364687659;0.578903152916878
121;0.242832269444992;937874.320866369;14;7;109.142857142857;0.027027027027027;0.471335799293123;9.93481965059514;10954.7401284786;7;109.142857142857;0.027027027027027;0.471335799293123;0.628447732390831
125;0.161380183189954;366330.297173814;18;16;77.0555555555556;0.0675675675675676;0.379557065506265;9.95424933658074;4968.18074880504;16;77.0555555555556;0.0675675675675676;0.379557065506265;0.433779503435732
155;0.105899562384942;349757.913178767;16;18;83;0.0634441087613293;0.399419504306732;7.11585513449993;8308.06633681498;18;83;0.0634441087613293;0.399419504306732;0.494519386284525
166;0.115246490754899;519052.933424665;18;4;78.1666666666667;0.0198675496688742;0.385858198674158;3.82669230022802;5285.53067661036;4;78.1666666666667;0.0198675496688742;0.385858198674158;0.440980798484752
169;0.106588350676545;159836.856562706;20;8;75.35;0.0608695652173913;0.376765284172862;3.85641816105596;2067.40079514712;8;75.35;0.0608695652173913;0.376765284172862;0.394706488181094
193;0.0767512336798379;594209.976370922;20;2;67.7;0.00384615384615385;0.374779979414443;5.57858583975344;8596.75265847656;2;67.7;0.00384615384615385;0.374779979414443;0.392626645100845
218;0.300686292736901;373616.110004043;18;6;76.6666666666667;0.025;0.382757455775272;13.9107174968165;8122.30746226696;6;76.6666666666667;0.025;0.382757455775272;0.437437092314596
259;0.0648369820898318;174719.922530856;21;8;68.9523809523809;0.0344827586206897;0.374145745732189;3.95298911408124;923.471397072839;8;68.9523809523809;0.0344827586206897;0.374145745732189;0.374145745732189
286;0.0774895644456283;549100.82257021;21;5;71.6666666666667;0.0632183908045977;0.352561407685102;2.57438748370139;8571.1221451755;5;71.6666666666667;0.0632183908045977;0.352561407685102;0.352561407685102
305;0.0427778416109225;203166.307853904;20;2;76.9;0.00323624595469256;0.352521056855321;1.29123593656077;1770.7416826119;2;76.9;0.00323624595469256;0.352521056855321;0.369307773848432
327;0.0509638560325442;131830.89272089;21;1;65;0;0.310630316616731;4.27292223261786;1257.97652449286;1;65;0;0.310630316616731;0.310630316616731
335;0.229240528973584;150195.206422608;21;1;72.4285714285714;0;0.412680554203839;4.50112045961929;1386.73812886162;1;72.4285714285714;0;0.412680554203839;0.412680554203839
336;0.0896415545818927;191039.281585187;21;2;66.8095238095238;0.00344827586206897;0.389351924335933;4.13205135166559;5971.7533938108;2;66.8095238095238;0.00344827586206897;0.389351924335933;0.389351924335933
369;0.0661670517625463;320594.472416861;21;10;63.0952380952381;0.058252427184466;0.370396574174385;3.69771479727342;4444.14571039037;10;63.0952380952381;0.058252427184466;0.370396574174385;0.370396574174385
