CONFIG_ID;IS_ELITE;algorithm;localsearch;alpha;beta;rho;ants;q0;rasrank;elitistants;nnls;dlb
1;FALSE;ras;3;2.39;1.75;0.89;51;NA;61;NA;49;0
2;FALSE;mmas;1;4.89;6.75;0.39;99;NA;NA;NA;26;1
3;FALSE;eas;0;3.64;9.25;0.64;27;NA;NA;275;NA;NA
4;FALSE;as;2;1.14;4.25;0.14;75;NA;NA;NA;14;1
5;FALSE;acs;1;0.51;0.5;0.76;15;0.74;NA;NA;9;1
6;FALSE;mmas;3;3.01;5.5;0.27;63;NA;NA;NA;32;0
7;FALSE;ras;2;4.26;8;0.52;39;NA;49;NA;20;1
8;FALSE;as;0;1.76;3;0.02;87;NA;NA;NA;NA;NA
9;FALSE;eas;3;0.82;7.37;0.08;9;NA;NA;41;6;0
10;FALSE;as;1;3.32;2.37;0.58;57;NA;NA;NA;29;1
11;FALSE;acs;0;4.57;4.87;0.33;33;0.8;NA;NA;NA;NA
12;FALSE;mmas;2;2.07;9.87;0.82;81;NA;NA;NA;40;1
13;FALSE;mmas;3;3.95;1.12;0.7;93;NA;NA;NA;23;0
14;FALSE;ras;1;1.45;6.12;0.21;45;NA;18;NA;46;1
15;FALSE;eas;0;0.2;8.62;0.95;69;NA;NA;322;NA;NA
16;FALSE;acs;2;2.7;3.62;0.45;21;0.43;NA;NA;35;1
17;FALSE;acs;1;2.85;8.31;0.11;72;0.27;NA;NA;25;0
18;FALSE;mmas;3;0.35;3.31;0.61;24;NA;NA;NA;48;1
19;FALSE;eas;2;1.6;0.81;0.36;96;NA;NA;346;13;0
20;FALSE;as;0;4.1;5.81;0.86;48;NA;NA;NA;NA;NA
21;FALSE;eas;1;2.23;4.56;0.73;36;NA;NA;64;7;0
22;FALSE;acs;3;4.73;9.56;0.24;84;0.9;NA;NA;30;1
23;FALSE;as;2;3.48;7.06;0.98;12;NA;NA;NA;19;0
24;FALSE;ras;0;0.98;2.06;0.48;60;NA;96;NA;NA;NA
25;FALSE;ras;1;3.79;2.69;0.92;78;NA;2;NA;33;0
26;FALSE;as;3;1.29;7.69;0.42;30;NA;NA;NA;10;1
27;FALSE;acs;2;0.04;5.19;0.67;54;0.58;NA;NA;45;0
28;FALSE;mmas;0;2.54;0.19;0.18;6;NA;NA;NA;NA;NA
29;FALSE;ras;3;3.17;3.94;0.79;66;NA;64;NA;27;1
30;FALSE;mmas;1;0.67;8.94;0.3;18;NA;NA;NA;50;0
31;FALSE;acs;0;1.92;6.44;0.55;90;0.21;NA;NA;NA;NA
32;FALSE;eas;2;4.42;1.44;0.05;42;NA;NA;205;39;0
33;FALSE;acs;1;1.84;9.41;0.47;67;0.01;NA;NA;18;0
34;FALSE;mmas;3;4.34;4.41;0.96;19;NA;NA;NA;41;1
35;FALSE;as;0;0.59;6.91;0.72;43;NA;NA;NA;NA;NA
36;FALSE;eas;2;3.09;1.91;0.22;91;NA;NA;709;7;0
37;FALSE;eas;1;3.71;3.16;0.84;31;NA;NA;428;12;0
38;FALSE;acs;3;1.21;8.16;0.35;79;0.63;NA;NA;35;1
39;FALSE;ras;0;4.96;0.66;0.1;55;NA;54;NA;NA;NA
40;FALSE;mmas;2;2.46;5.66;0.59;7;NA;NA;NA;24;0
41;FALSE;ras;3;2.15;2.53;0.65;73;NA;85;NA;21;1
42;FALSE;as;1;4.65;7.53;0.16;25;NA;NA;NA;44;0
43;FALSE;eas;2;0.9;0.03;0.41;49;NA;NA;568;32;0
44;FALSE;acs;0;3.4;5.03;0.9;97;0.44;NA;NA;NA;NA
45;FALSE;mmas;0;1.53;1.28;0.28;13;NA;NA;NA;NA;NA
46;FALSE;ras;2;4.03;6.28;0.78;61;NA;22;NA;50;0
47;FALSE;as;3;2.78;8.78;0.04;37;NA;NA;NA;15;1
48;FALSE;eas;1;0.28;3.78;0.53;85;NA;NA;475;38;0
49;FALSE;eas;3;4.49;5.97;0.5;16;NA;NA;404;11;0
50;FALSE;as;1;1.99;0.97;0.99;64;NA;NA;NA;34;1
51;FALSE;mmas;2;3.24;8.47;0.75;88;NA;NA;NA;45;1
52;FALSE;ras;0;0.74;3.47;0.25;40;NA;75;NA;NA;NA
53;FALSE;as;3;0.12;2.22;0.87;100;NA;NA;NA;17;0
54;FALSE;ras;1;2.62;7.22;0.38;52;NA;38;NA;40;1
55;FALSE;acs;2;1.37;4.72;0.13;28;0.16;NA;NA;28;1
56;FALSE;mmas;0;3.87;9.72;0.62;76;NA;NA;NA;NA;NA
57;FALSE;mmas;1;1.06;5.34;0.07;94;NA;NA;NA;20;1
58;FALSE;acs;3;3.56;0.34;0.56;46;0.35;NA;NA;43;0
59;FALSE;eas;0;2.31;7.84;0.81;22;NA;NA;639;NA;NA
60;FALSE;as;2;4.81;2.84;0.31;70;NA;NA;NA;8;1
61;FALSE;eas;3;1.68;6.59;0.19;58;NA;NA;545;37;0
62;FALSE;acs;1;4.18;1.59;0.69;10;0.98;NA;NA;14;1
63;FALSE;ras;2;0.43;9.09;0.93;34;NA;7;NA;25;1
64;FALSE;as;0;2.93;4.09;0.44;82;NA;NA;NA;NA;NA
65;FALSE;ras;0;1.25;0.11;0.74;77;NA;15;NA;NA;NA
66;FALSE;mmas;2;3.75;5.11;0.24;29;NA;NA;NA;48;0
67;FALSE;as;1;0;2.61;0.49;5;NA;NA;NA;36;0
68;FALSE;eas;3;2.5;7.61;0.99;53;NA;NA;598;13;1
69;FALSE;ras;1;4.38;8.86;0.86;89;NA;78;NA;42;0
70;FALSE;as;3;1.88;3.86;0.37;41;NA;NA;NA;19;1
71;FALSE;acs;2;0.63;1.36;0.62;65;0.31;NA;NA;31;0
72;FALSE;eas;0;3.13;6.36;0.12;17;NA;NA;504;NA;NA
73;FALSE;as;2;2.82;0.73;0.8;23;NA;NA;NA;5;0
74;FALSE;ras;0;0.32;5.73;0.31;71;NA;22;NA;NA;NA
75;FALSE;mmas;1;1.57;8.23;0.55;47;NA;NA;NA;16;0
76;FALSE;acs;3;4.07;3.23;0.06;95;0.25;NA;NA;39;1
77;FALSE;acs;1;3.44;4.48;0.18;59;0.62;NA;NA;11;0
78;FALSE;eas;3;0.94;9.48;0.68;11;NA;NA;738;34;1
79;FALSE;mmas;0;4.69;1.98;0.93;35;NA;NA;NA;NA;NA
80;FALSE;ras;2;2.19;6.98;0.43;83;NA;59;NA;22;0
81;FALSE;eas;2;4.85;4.17;0.71;50;NA;NA;527;9;1
82;FALSE;as;0;2.35;9.17;0.21;98;NA;NA;NA;NA;NA
83;FALSE;acs;1;1.1;6.67;0.96;26;0.41;NA;NA;21;1
