CONFIG_ID;INSTANCES;BQ;BQR;BQRN;MQ;MQR;MQRN;BG;BGR;BGRN;MG;MGR;MGRN
1;5;32586381;394;0.45911214953271;32783489.2;378;0.440420560747664;0.830258087598845;461;0.537383177570093;0.964119919391218;436;0.508177570093458
2;5;32745712;515;0.600467289719626;33035195;541;0.630841121495327;1.53874104444085;573;0.668224299065421;1.73856111567007;567;0.661214953271028
3;5;39500645;800;0.933411214953271;39973618.6;798;0.93107476635514;20.9489314489491;799;0.932242990654206;23.1101988696666;800;0.933411214953271
4;5;33511715;719;0.838785046728972;33807935.6;722;0.842289719626168;3.96080292646786;729;0.850467289719626;4.11835995778509;726;0.84696261682243
5;5;34218872;750;0.875;34580991.2;751;0.876168224299065;6.22802009433496;752;0.877336448598131;6.49866372593436;752;0.877336448598131
6;5;32451866;317;0.369158878504673;32738201.4;329;0.383177570093458;0.620568116943153;403;0.469626168224299;0.82446128161178;397;0.462616822429907
7;5;32843823;561;0.654205607476635;33159012.2;585;0.682242990654206;1.86350876431236;609;0.710280373831776;2.12004364718057;603;0.703271028037383
8;5;37736298;768;0.896028037383178;38104852;764;0.891355140186916;16.9956966791751;773;0.901869158878505;17.3507806900306;765;0.892523364485981
9;5;32997453;619;0.72196261682243;33227145.4;604;0.704439252336449;2.12057342769361;631;0.735981308411215;2.33043897871676;621;0.724299065420561
10;5;32885107;580;0.676401869158878;33333538.4;635;0.740654205607477;2.08752080431977;628;0.732476635514019;2.65653335362273;657;0.766355140186916
11;5;38039149;774;0.90303738317757;38979791;788;0.919392523364486;18.0875712192793;784;0.914719626168224;20.0403965602433;788;0.919392523364486
12;5;32643577;444;0.517523364485981;32917892;479;0.558411214953271;1.02931124019496;505;0.588785046728972;1.37687425519841;523;0.60981308411215
13;5;32824632;556;0.648364485981308;33069768.8;560;0.65303738317757;1.36385702829129;554;0.646028037383178;1.84545086280843;578;0.674065420560748
14;5;33574272;727;0.848130841121495;33863988.4;726;0.84696261682243;4.11798904193839;734;0.856308411214953;4.29083698738535;731;0.852803738317757
15;5;39096140;797;0.929906542056075;39502100.2;793;0.925233644859813;21.3403111244005;800;0.933411214953271;21.654274189427;795;0.927570093457944
16;6;32415589;297;0.345794392523364;32746409.6666667;339;0.394859813084112;0.588161149818918;394;0.45911214953271;0.846638342338468;402;0.468457943925234
17;5;33555841;722;0.842289719626168;33717598;712;0.830607476635514;3.29964760241221;708;0.825934579439252;3.84105191696028;715;0.83411214953271
18;5;33094089;650;0.758177570093458;33353908.8;644;0.751168224299065;2.46089147221905;671;0.782710280373832;2.71997678363762;665;0.775700934579439
19;5;32439244;311;0.36214953271028;32861993;442;0.51518691588785;0.703397338083929;431;0.502336448598131;1.2040108551922;495;0.577102803738318
20;5;38406267;785;0.91588785046729;38949438;785;0.91588785046729;18.2444979714526;787;0.918224299065421;19.9532785275142;786;0.917056074766355
21;5;32906700;590;0.688084112149533;33273980.6;622;0.725467289719626;2.15455345337661;634;0.739485981308411;2.47347269089213;637;0.742990654205608
22;5;32700671;484;0.564252336448598;32906601.6;472;0.550233644859813;1.08856912266965;520;0.606308411214953;1.34277829674414;516;0.601635514018692
23;5;32671633;460;0.536214953271028;33048414.4;548;0.639018691588785;1.4248186450663;560;0.65303738317757;1.77896760089953;569;0.663551401869159
24;5;43429494;824;0.961448598130841;43776592.6;822;0.95911214953271;34.4203985106354;825;0.962616822429907;34.8197986717298;822;0.95911214953271
25;5;34189098;749;0.873831775700935;34541415.4;750;0.875;5.55794045745245;749;0.873831775700935;6.37835972394639;751;0.876168224299065
26;5;32949541;606;0.706775700934579;33261368.8;618;0.720794392523365;2.28754774403766;651;0.759345794392523;2.4351381819505;633;0.738317757009346
