CONFIG_ID;IS_ELITE;IS_BEST;algorithm;localsearch;alpha;beta;rho;ants;q0;rasrank;elitistants;nnls;dlb;ORIGINAL_CONFIG_ID;TESTING_CONFIG_ID
10;TRUE;FALSE;ras;3;4.34;0.49;0.94;85;NA;15;NA;35;0;10;10
66;TRUE;FALSE;acs;3;3.36;2.28;0.22;55;0.86;NA;NA;8;0;66;66
196;TRUE;FALSE;acs;3;4.58;2.88;0.02;37;0.75;NA;NA;16;0;196;196
306;TRUE;FALSE;acs;3;2.79;5.35;0.15;36;0.09;NA;NA;15;0;306;306
310;TRUE;FALSE;ras;3;4.08;2.26;0.98;92;NA;35;NA;32;0;310;310
370;TRUE;FALSE;acs;3;3.2;5.1;0.58;56;0.67;NA;NA;10;0;370;370
398;TRUE;FALSE;ras;3;3.56;1.45;0.88;94;NA;25;NA;23;0;398;398
413;TRUE;FALSE;acs;3;4.59;4.08;0.2;64;0.88;NA;NA;11;0;413;413
549;TRUE;FALSE;acs;3;2.62;6.03;0.16;34;0.1;NA;NA;20;0;549;549
583;TRUE;FALSE;acs;3;4.68;2.78;0.07;54;0.79;NA;NA;18;0;583;583
588;TRUE;FALSE;ras;3;2.72;2.04;0.97;86;NA;15;NA;22;0;588;588
631;TRUE;FALSE;ras;3;2.98;2.42;0.94;89;NA;27;NA;23;0;631;631
704;TRUE;FALSE;acs;3;4.76;3.64;0.03;45;0.76;NA;NA;11;0;704;704
758;TRUE;TRUE;acs;3;4.75;4.36;0.03;41;0.76;NA;NA;9;0;758;758
764;TRUE;FALSE;ras;3;2.47;1.18;0.87;82;NA;18;NA;20;0;764;764
794;TRUE;FALSE;acs;3;4.47;3.01;0.02;33;0.75;NA;NA;16;0;794;794
820;TRUE;FALSE;acs;3;4.56;4.6;0.05;46;0.8;NA;NA;9;0;820;820
826;TRUE;FALSE;acs;3;4.46;4.45;0.08;51;0.78;NA;NA;11;0;826;826
