"INSTANCE","BEST"
"--competition 3 --problem 0 --dimensions 50",0.472806808974964
"--competition 3 --problem 1 --dimensions 50",1121332.65619076
"--competition 3 --problem 10 --dimensions 50",37.9943129935098
"--competition 3 --problem 11 --dimensions 50",130.151731186088
"--competition 3 --problem 12 --dimensions 50",1.06149331182734
"--competition 3 --problem 13 --dimensions 50",20.5328742195488
"--competition 3 --problem 14 --dimensions 50",93.1995035717845
"--competition 3 --problem 15 --dimensions 50",42.5807246605793
"--competition 3 --problem 16 --dimensions 50",0.0165414735522361
"--competition 3 --problem 17 --dimensions 50",0.514050091625479
"--competition 3 --problem 18 --dimensions 50",294.176325376286
"--competition 3 --problem 19 --dimensions 50",87.363260084771
"--competition 3 --problem 2 --dimensions 50",651874.740091463
"--competition 3 --problem 20 --dimensions 50",24309.4590987012
"--competition 3 --problem 21 --dimensions 50",25820.2500033704
"--competition 3 --problem 22 --dimensions 50",15.1997925598822
"--competition 3 --problem 23 --dimensions 50",0.205030600779052
"--competition 3 --problem 24 --dimensions 50",0.243952421083353
"--competition 3 --problem 25 --dimensions 50",0.14931066176702
"--competition 3 --problem 26 --dimensions 50",10.6100358331317
"--competition 3 --problem 27 --dimensions 50",107.055362113496
"--competition 3 --problem 28 --dimensions 50",195.013813363454
"--competition 3 --problem 29 --dimensions 50",5.87976655821703
"--competition 3 --problem 3 --dimensions 50",462.715853492986
"--competition 3 --problem 30 --dimensions 50",26.1870261957505
"--competition 3 --problem 31 --dimensions 50",166.714962382263
"--competition 3 --problem 32 --dimensions 50",66.992202871154
"--competition 3 --problem 33 --dimensions 50",15.2773853509661
"--competition 3 --problem 34 --dimensions 50",11925.0982383105
"--competition 3 --problem 35 --dimensions 50",90404.2477951737
"--competition 3 --problem 36 --dimensions 50",46.9053658285259
"--competition 3 --problem 37 --dimensions 50",93593.1734052355
"--competition 3 --problem 38 --dimensions 50",3.88288852582493
"--competition 3 --problem 39 --dimensions 50",7.42901953622887
"--competition 3 --problem 4 --dimensions 50",0.293014838909677
"--competition 3 --problem 40 --dimensions 50",357.365115029334
"--competition 3 --problem 41 --dimensions 50",228.91096800862
"--competition 3 --problem 42 --dimensions 50",243.437850976837
"--competition 3 --problem 43 --dimensions 50",509.978676481626
"--competition 3 --problem 44 --dimensions 50",508.510175422456
"--competition 3 --problem 45 --dimensions 50",510.536817503898
"--competition 3 --problem 46 --dimensions 50",520.354193671219
"--competition 3 --problem 47 --dimensions 50",898.546545542745
"--competition 3 --problem 48 --dimensions 50",540.273957930578
"--competition 3 --problem 49 --dimensions 50",275.72472419645
"--competition 3 --problem 5 --dimensions 50",1.28971948108688
"--competition 3 --problem 6 --dimensions 50",399.232627325042
"--competition 3 --problem 7 --dimensions 50",3.69368767475589
"--competition 3 --problem 8 --dimensions 50",40.9282236862121
"--competition 3 --problem 9 --dimensions 50",14.5608257254641
