CONFIG_ID;IS_ELITE;IS_BEST;algorithm;localsearch;alpha;beta;rho;ants;q0;rasrank;elitistants;nnls;dlb;ORIGINAL_CONFIG_ID;TESTING_CONFIG_ID
8;TRUE;FALSE;eas;3;1.4;4;0.2;15;NA;NA;497;8;1;8;8
27;TRUE;FALSE;ras;2;2.18;3.69;0.6;60;NA;9;NA;42;1;27;27
50;TRUE;FALSE;as;3;4.44;2.28;0.24;29;NA;NA;NA;12;0;50;50
71;TRUE;FALSE;mmas;3;4.17;9.39;0.3;70;NA;NA;NA;41;1;71;71
83;TRUE;FALSE;ras;3;4.64;0.96;0.76;61;NA;21;NA;11;0;83;83
120;TRUE;FALSE;mmas;3;4.36;3.6;0.24;5;NA;NA;NA;17;0;120;120
141;TRUE;FALSE;acs;3;2.55;9.41;0.14;26;0.38;NA;NA;13;1;141;141
152;TRUE;FALSE;acs;3;4.97;5.54;0.46;72;0.22;NA;NA;17;0;152;152
183;TRUE;FALSE;ras;3;4.28;1.46;0.94;96;NA;28;NA;23;0;183;183
203;TRUE;FALSE;ras;3;4.74;4.16;0.73;88;NA;16;NA;23;0;203;203
211;TRUE;FALSE;mmas;3;2.64;3.54;0.19;30;NA;NA;NA;19;0;211;211
234;TRUE;FALSE;acs;3;3.59;9.76;0.04;25;0.69;NA;NA;13;1;234;234
259;TRUE;FALSE;mmas;3;3.6;4.82;0.12;17;NA;NA;NA;8;0;259;259
265;TRUE;FALSE;acs;3;2.43;6.89;0.21;18;0.68;NA;NA;11;1;265;265
293;TRUE;FALSE;acs;3;3.47;9.54;0.04;28;0.34;NA;NA;13;1;293;293
317;TRUE;FALSE;acs;3;2.94;8.04;0.13;33;0.41;NA;NA;19;1;317;317
342;TRUE;FALSE;acs;3;3.71;7.62;0.07;34;0.46;NA;NA;13;1;342;342
367;TRUE;FALSE;acs;3;3.59;9.7;0.07;27;0.31;NA;NA;14;1;367;367
387;TRUE;FALSE;acs;3;4.29;8.11;0.09;36;0.5;NA;NA;10;1;387;387
414;TRUE;FALSE;acs;3;3.96;7.03;0.06;37;0.5;NA;NA;12;1;414;414
428;TRUE;FALSE;acs;3;3.39;7.99;0.14;40;0.46;NA;NA;15;1;428;428
440;TRUE;TRUE;acs;3;3.96;7.22;0.05;34;0.36;NA;NA;12;1;440;440
