CONFIG_ID;IS_ELITE;IS_BEST;particles;topology;modInfluence;branching;tSchedule;phi1;phi2;inertia;ORIGINAL_CONFIG_ID;TESTING_CONFIG_ID
30;TRUE;FALSE;26;1;0;NA;NA;0.52;1.55;0.52;30;30
50;TRUE;FALSE;144;4;0;NA;NA;0.29;2.26;0.21;50;50
87;TRUE;FALSE;77;1;0;NA;NA;1.56;2.16;0.55;87;87
106;TRUE;FALSE;55;1;0;NA;NA;2.14;2.28;0.09;106;106
129;TRUE;FALSE;139;0;0;NA;NA;1.45;1.7;0.11;129;129
146;TRUE;FALSE;55;0;0;NA;NA;1.9;2.45;0.21;146;146
151;TRUE;FALSE;148;0;0;NA;NA;1.78;1.8;0.08;151;151
160;TRUE;FALSE;31;5;0;NA;8;2.16;2.06;0.23;160;160
212;TRUE;FALSE;128;0;0;NA;NA;0.75;2.31;0.39;212;212
262;TRUE;FALSE;39;0;0;NA;NA;2.3;2.17;0.03;262;262
279;TRUE;FALSE;79;1;0;NA;NA;2.16;2.34;0;279;279
291;TRUE;FALSE;5;5;0;NA;6;2.17;1.91;0.21;291;291
313;TRUE;FALSE;56;0;0;NA;NA;1.65;2.46;0.29;313;313
334;TRUE;FALSE;5;5;0;NA;5;2.25;2.08;0.22;334;334
337;TRUE;FALSE;36;0;0;NA;NA;2.2;2.23;0.06;337;337
351;TRUE;FALSE;11;5;0;NA;6;2.18;2.02;0.26;351;351
391;TRUE;TRUE;6;5;0;NA;6;2.43;2.33;0.21;391;391
396;TRUE;FALSE;59;0;0;NA;NA;1.64;2.39;0.22;396;396
411;TRUE;FALSE;3;5;0;NA;5;2.11;2.33;0.28;411;411
