CONFIG_ID;IS_ELITE;IS_BEST;algorithm;localsearch;alpha;beta;rho;ants;q0;rasrank;elitistants;nnls;dlb;ORIGINAL_CONFIG_ID;TESTING_CONFIG_ID
11;TRUE;FALSE;ras;3;3.44;3.28;0.96;87;NA;72;NA;37;0;11;11
19;TRUE;FALSE;acs;3;2.04;1.09;0.87;6;0.74;NA;NA;16;1;19;19
52;TRUE;FALSE;eas;3;4.77;6.87;0.27;41;NA;NA;376;47;1;52;52
82;TRUE;FALSE;acs;3;2.62;6.01;0.52;23;0.14;NA;NA;20;1;82;82
134;TRUE;FALSE;acs;3;1.6;4.15;0.14;11;0.57;NA;NA;30;0;134;134
143;TRUE;FALSE;acs;3;2.9;8.5;0.59;43;0.44;NA;NA;18;1;143;143
147;TRUE;FALSE;ras;3;3.71;5.1;0.98;79;NA;37;NA;37;1;147;147
148;TRUE;FALSE;ras;3;3.57;7.47;0.71;33;NA;13;NA;22;1;148;148
175;TRUE;FALSE;acs;3;3.16;2.62;0.93;20;0.35;NA;NA;21;1;175;175
189;TRUE;FALSE;acs;3;4.64;2.54;0.52;9;0.04;NA;NA;18;1;189;189
195;TRUE;FALSE;acs;3;2.62;3.88;0.87;28;0.23;NA;NA;22;0;195;195
217;TRUE;FALSE;acs;3;2.8;2.44;0.88;40;0.13;NA;NA;11;0;217;217
235;TRUE;FALSE;acs;3;3.78;1.75;0.49;23;0.15;NA;NA;14;1;235;235
295;TRUE;FALSE;acs;3;1.9;3.98;0.8;39;0.54;NA;NA;18;0;295;295
297;TRUE;FALSE;acs;3;2.17;2.07;0.94;51;0;NA;NA;13;0;297;297
324;TRUE;FALSE;acs;3;2.02;2.77;0.84;45;0.13;NA;NA;15;0;324;324
325;TRUE;FALSE;acs;3;2.87;6.23;0.77;44;0.28;NA;NA;25;0;325;325
352;TRUE;FALSE;acs;3;2.44;6.95;0.75;47;0.08;NA;NA;27;0;352;352
379;TRUE;FALSE;acs;3;2.29;2.12;0.94;48;0.17;NA;NA;11;0;379;379
397;TRUE;FALSE;acs;3;2.03;3.67;0.83;49;0.03;NA;NA;11;0;397;397
407;TRUE;FALSE;acs;3;2.27;2.24;0.98;49;0.01;NA;NA;10;0;407;407
434;TRUE;FALSE;acs;3;2.36;2.43;0.91;53;0.04;NA;NA;14;0;434;434
463;TRUE;FALSE;acs;3;2.3;1.22;0.97;47;0.05;NA;NA;10;0;463;463
500;TRUE;FALSE;acs;3;2.57;7;0.74;46;0.07;NA;NA;20;0;500;500
528;TRUE;FALSE;acs;3;2.19;2.17;1;50;0.04;NA;NA;10;0;528;528
533;TRUE;TRUE;acs;3;2.45;6.53;0.76;44;0.14;NA;NA;17;0;533;533
580;TRUE;FALSE;acs;3;2.29;2.76;0.94;46;0.03;NA;NA;9;0;580;580
617;TRUE;FALSE;acs;3;2.06;2.6;0.99;49;0.06;NA;NA;9;0;617;617
618;TRUE;FALSE;acs;3;2.12;2.45;0.99;46;0.02;NA;NA;13;0;618;618
