CONFIG_ID;IS_ELITE;algorithm;localsearch;alpha;beta;rho;ants;q0;rasrank;elitistants;nnls;dlb
36;FALSE;mmas;1;0.67;5.59;0.24;67;NA;NA;NA;11;1
37;FALSE;eas;3;1.3;6.84;0.12;79;NA;NA;747;40;0
38;FALSE;acs;1;3.8;1.84;0.61;31;0.37;NA;NA;17;1
39;FALSE;ras;2;0.05;9.34;0.86;7;NA;38;NA;5;1
40;FALSE;as;0;2.55;4.34;0.37;55;NA;NA;NA;NA;NA
41;FALSE;acs;0;0.98;3.71;0.06;13;0.18;NA;NA;NA;NA
42;FALSE;mmas;2;3.48;8.71;0.55;61;NA;NA;NA;31;1
43;FALSE;ras;3;4.73;6.21;0.3;37;NA;69;NA;20;0
44;FALSE;as;1;2.23;1.21;0.8;85;NA;NA;NA;43;1
45;FALSE;ras;1;2.86;7.46;0.43;25;NA;7;NA;37;1
46;FALSE;mmas;3;0.36;2.46;0.92;73;NA;NA;NA;14;0
47;FALSE;eas;0;4.11;9.96;0.68;97;NA;NA;512;NA;NA
48;FALSE;acs;2;1.61;4.96;0.18;49;0.55;NA;NA;49;1
49;FALSE;as;0;0.2;7.15;0.52;22;NA;NA;NA;NA;NA
50;FALSE;eas;2;2.7;2.15;0.03;70;NA;NA;536;27;0
51;FALSE;mmas;3;3.95;4.65;0.77;46;NA;NA;NA;38;1
52;FALSE;ras;1;1.45;9.65;0.27;94;NA;22;NA;15;0
53;FALSE;as;2;2.08;5.9;0.65;34;NA;NA;NA;10;0
54;FALSE;ras;0;4.58;0.9;0.15;82;NA;85;NA;NA;NA
55;FALSE;eas;1;3.33;3.4;0.89;10;NA;NA;630;21;0
56;FALSE;acs;3;0.83;8.4;0.4;58;0.02;NA;NA;44;1
57;FALSE;mmas;0;1.76;1.53;0.46;40;NA;NA;NA;NA;NA
58;FALSE;acs;2;4.26;6.53;0.95;88;0.46;NA;NA;30;0
59;FALSE;eas;1;0.51;4.03;0.71;64;NA;NA;677;41;0
60;FALSE;as;3;3.01;9.03;0.21;16;NA;NA;NA;18;1
61;FALSE;acs;0;3.64;5.28;0.83;76;0.84;NA;NA;NA;NA
62;FALSE;eas;2;1.14;0.28;0.34;28;NA;NA;395;47;0
63;FALSE;mmas;1;4.89;7.78;0.09;52;NA;NA;NA;36;0
64;FALSE;ras;3;2.39;2.78;0.58;100;NA;54;NA;13;1
65;FALSE;acs;2;4.85;0.04;0.76;99;0.69;NA;NA;40;0
66;FALSE;mmas;0;2.35;5.04;0.27;51;NA;NA;NA;NA;NA
67;FALSE;ras;1;1.1;7.54;0.51;75;NA;89;NA;28;0
68;FALSE;as;3;3.6;2.54;0.02;27;NA;NA;NA;5;1
69;FALSE;ras;0;2.98;1.29;0.88;63;NA;1;NA;NA;NA
70;FALSE;mmas;2;0.48;6.29;0.39;15;NA;NA;NA;34;0
71;FALSE;eas;3;1.73;8.79;0.64;87;NA;NA;26;22;1
72;FALSE;as;1;4.23;3.79;0.14;39;NA;NA;NA;45;0
73;FALSE;ras;2;3.29;5.67;0.2;57;NA;70;NA;14;0
74;FALSE;as;0;0.79;0.67;0.7;9;NA;NA;NA;NA;NA
75;FALSE;eas;3;4.54;8.17;0.95;33;NA;NA;167;48;1
76;FALSE;acs;1;2.04;3.17;0.45;81;0.5;NA;NA;25;0
77;FALSE;as;2;1.41;1.92;0.58;45;NA;NA;NA;19;0
78;FALSE;eas;0;3.91;6.92;0.08;93;NA;NA;261;NA;NA
79;FALSE;acs;3;0.16;4.42;0.33;69;0.87;NA;NA;31;1
80;FALSE;mmas;1;2.66;9.42;0.82;21;NA;NA;NA;8;0
81;FALSE;acs;1;4.38;5.35;0.67;42;0.53;NA;NA;6;1
82;FALSE;mmas;3;1.88;0.35;0.17;90;NA;NA;NA;29;0
83;FALSE;eas;2;0.63;2.85;0.92;18;NA;NA;331;18;1
84;FALSE;as;0;3.13;7.85;0.42;66;NA;NA;NA;NA;NA
85;FALSE;mmas;2;3.76;9.1;0.3;78;NA;NA;NA;12;1
86;FALSE;ras;0;1.26;4.1;0.79;30;NA;23;NA;NA;NA
87;TRUE;acs;3;2.51;6.6;0.54;6;0.16;NA;NA;47;0
88;FALSE;eas;1;0.01;1.6;0.05;54;NA;NA;50;24;1
89;TRUE;ras;3;4.07;2.23;0.48;48;NA;42;NA;9;0
90;FALSE;as;1;1.57;7.23;0.98;96;NA;NA;NA;32;1
91;FALSE;eas;2;2.82;4.73;0.73;72;NA;NA;190;44;1
92;FALSE;acs;0;0.32;9.73;0.24;24;0.97;NA;NA;NA;NA
93;FALSE;eas;1;3.44;0.98;0.36;12;NA;NA;96;50;1
94;FALSE;as;3;0.94;5.98;0.85;60;NA;NA;NA;27;0
95;FALSE;mmas;0;4.69;3.48;0.61;84;NA;NA;NA;NA;NA
96;FALSE;ras;2;2.19;8.48;0.11;36;NA;54;NA;38;1
97;FALSE;as;2;0.24;8.01;0.16;83;NA;NA;NA;7;1
98;FALSE;ras;0;2.74;3.01;0.65;35;NA;31;NA;NA;NA
99;FALSE;acs;3;1.49;5.51;0.9;11;0.39;NA;NA;42;0
100;FALSE;eas;1;3.99;0.51;0.41;59;NA;NA;436;19;1
101;FALSE;mmas;3;3.37;1.76;0.28;95;NA;NA;NA;36;0
102;FALSE;ras;1;0.87;6.76;0.78;47;NA;68;NA;13;1
103;FALSE;as;0;2.12;9.26;0.03;71;NA;NA;NA;NA;NA
104;FALSE;eas;2;4.62;4.26;0.53;23;NA;NA;718;24;1
105;FALSE;acs;2;3.68;9.88;0.47;29;0.08;NA;NA;33;1
106;FALSE;mmas;0;1.18;4.88;0.96;77;NA;NA;NA;NA;NA
107;FALSE;as;3;4.93;7.38;0.71;53;NA;NA;NA;22;0
108;FALSE;ras;1;2.43;2.38;0.22;5;NA;75;NA;45;1
109;FALSE;eas;2;1.8;3.63;0.84;65;NA;NA;577;50;1
110;FALSE;acs;0;4.3;8.63;0.34;17;0.7;NA;NA;NA;NA
111;FALSE;ras;3;0.55;1.13;0.1;41;NA;12;NA;16;0
112;FALSE;mmas;1;3.05;6.13;0.59;89;NA;NA;NA;39;1
113;FALSE;as;2;2.59;0.82;0.99;50;NA;NA;NA;26;0
114;FALSE;eas;0;0.09;5.82;0.5;98;NA;NA;647;NA;NA
115;FALSE;mmas;1;1.34;8.32;0.75;26;NA;NA;NA;14;0
116;TRUE;ras;3;3.84;3.32;0.25;74;NA;15;NA;37;1
117;FALSE;acs;1;3.21;4.57;0.13;86;0.23;NA;NA;20;0
118;FALSE;mmas;3;0.71;9.57;0.62;38;NA;NA;NA;43;1
119;FALSE;as;0;4.46;2.07;0.87;14;NA;NA;NA;NA;NA
120;FALSE;ras;2;1.96;7.07;0.37;62;NA;78;NA;9;0
121;FALSE;mmas;3;2.27;3.95;0.44;20;NA;NA;NA;12;1
122;FALSE;ras;1;4.77;8.95;0.93;68;NA;59;NA;35;0
123;FALSE;eas;0;3.52;6.45;0.19;44;NA;NA;694;NA;NA
124;FALSE;acs;2;1.02;1.45;0.68;92;0.92;NA;NA;46;0
125;FALSE;eas;3;2.9;7.7;0.81;80;NA;NA;413;17;1
126;FALSE;as;1;0.4;2.7;0.31;32;NA;NA;NA;40;0
127;FALSE;acs;0;1.65;0.2;0.56;56;0.3;NA;NA;NA;NA
128;FALSE;mmas;2;4.15;5.2;0.06;8;NA;NA;NA;29;0
129;FALSE;mmas;2;1.75;0.55;0.05;15;NA;NA;NA;45;1
130;FALSE;ras;0;4.25;5.55;0.55;63;NA;20;NA;NA;NA
131;FALSE;acs;3;0.5;3.05;0.8;87;0.32;NA;NA;11;0
132;FALSE;eas;1;3;8.05;0.3;39;NA;NA;533;34;1
133;FALSE;acs;1;2.37;4.3;0.92;75;0.94;NA;NA;40;1
134;FALSE;mmas;3;4.87;9.3;0.42;27;NA;NA;NA;17;0
135;FALSE;ras;2;3.62;6.8;0.67;99;NA;57;NA;28;1
136;FALSE;as;0;1.12;1.8;0.18;51;NA;NA;NA;NA;NA
137;FALSE;ras;3;1.43;8.67;0.24;69;NA;38;NA;43;0
138;FALSE;as;1;3.93;3.67;0.73;21;NA;NA;NA;20;1
139;FALSE;eas;2;0.18;6.17;0.98;45;NA;NA;674;8;1
140;FALSE;acs;0;2.68;1.17;0.49;93;0.5;NA;NA;NA;NA
141;FALSE;mmas;0;2.06;7.42;0.86;9;NA;NA;NA;NA;NA
142;FALSE;acs;2;4.56;2.42;0.36;57;0.13;NA;NA;25;1
143;FALSE;as;3;3.31;4.92;0.61;33;NA;NA;NA;37;0
144;FALSE;eas;1;0.81;9.92;0.12;81;NA;NA;392;14;1
145;FALSE;ras;0;0.03;7.74;0.64;30;NA;4;NA;NA;NA
146;FALSE;mmas;2;2.53;2.74;0.15;78;NA;NA;NA;24;0
147;FALSE;as;1;1.28;5.24;0.39;54;NA;NA;NA;12;0
148;FALSE;eas;3;3.78;0.24;0.89;6;NA;NA;510;35;1
149;FALSE;mmas;0;4.4;3.99;0.02;66;NA;NA;NA;NA;NA
150;FALSE;acs;2;1.9;8.99;0.52;18;0.85;NA;NA;7;0
151;FALSE;ras;1;3.15;1.49;0.76;42;NA;92;NA;18;0
152;FALSE;as;3;0.65;6.49;0.27;90;NA;NA;NA;41;1
153;FALSE;eas;3;2.21;2.11;0.7;60;NA;NA;463;15;1
154;FALSE;acs;1;4.71;7.11;0.21;12;0.03;NA;NA;38;0
155;FALSE;ras;2;0.96;4.61;0.46;36;NA;73;NA;50;0
156;FALSE;mmas;0;3.46;9.61;0.95;84;NA;NA;NA;NA;NA
157;FALSE;as;2;4.09;8.36;0.83;72;NA;NA;NA;33;0
158;FALSE;eas;0;1.59;3.36;0.33;24;NA;NA;744;NA;NA
159;FALSE;mmas;1;0.34;0.86;0.58;96;NA;NA;NA;44;0
160;TRUE;acs;3;2.84;5.86;0.08;48;0.66;NA;NA;21;1
161;FALSE;eas;0;0.89;2.58;0.44;73;NA;NA;217;NA;NA
162;FALSE;acs;2;3.39;7.58;0.94;25;0.61;NA;NA;12;0
163;FALSE;ras;1;2.14;0.08;0.69;49;NA;62;NA;23;0
164;FALSE;as;3;4.64;5.08;0.19;97;NA;NA;NA;46;1
165;FALSE;as;1;2.76;6.33;0.07;61;NA;NA;NA;6;0
166;FALSE;eas;3;0.26;1.33;0.56;13;NA;NA;123;29;1
167;FALSE;mmas;2;1.51;3.83;0.32;85;NA;NA;NA;17;0
168;FALSE;acs;0;4.01;8.83;0.81;37;0.24;NA;NA;NA;NA
169;FALSE;ras;3;1.82;6.96;0.5;43;NA;18;NA;26;1
170;FALSE;mmas;1;4.32;1.96;1;91;NA;NA;NA;49;0
171;FALSE;eas;0;3.07;4.46;0.25;19;NA;NA;357;NA;NA
172;FALSE;as;2;0.57;9.46;0.75;67;NA;NA;NA;38;0
173;FALSE;acs;1;1.2;5.71;0.38;7;0.3;NA;NA;32;0
174;FALSE;mmas;3;3.7;0.71;0.87;55;NA;NA;NA;9;1
175;FALSE;ras;2;4.95;3.21;0.13;31;NA;81;NA;43;0
176;FALSE;as;0;2.45;8.21;0.63;79;NA;NA;NA;NA;NA
177;FALSE;acs;2;0.73;1.02;0.22;64;0.39;NA;NA;19;1
178;FALSE;mmas;0;3.23;6.02;0.72;16;NA;NA;NA;NA;NA
179;FALSE;as;3;1.98;3.52;0.97;40;NA;NA;NA;30;0
180;FALSE;eas;1;4.48;8.52;0.47;88;NA;NA;6;7;1
181;FALSE;ras;3;2.6;9.77;0.35;76;NA;9;NA;48;0
182;FALSE;mmas;1;0.1;4.77;0.84;28;NA;NA;NA;25;1
183;FALSE;acs;0;1.35;2.27;0.1;100;0.77;NA;NA;NA;NA
184;FALSE;as;3;1.76;1.92;0.44;8;NA;NA;NA;31;1
185;FALSE;acs;3;2.91;7.48;0.26;62;0.53;NA;NA;22;0
186;FALSE;mmas;3;2.78;9.93;0.68;28;NA;NA;NA;40;1
187;FALSE;eas;3;3.23;4.44;0.79;54;NA;NA;580;49;1
188;FALSE;acs;3;3.67;0.79;0.42;22;0.65;NA;NA;16;0
189;FALSE;mmas;0;1.73;3.16;0.37;78;NA;NA;NA;NA;NA
190;FALSE;eas;2;3.45;2.44;0.41;7;NA;NA;282;43;1
191;FALSE;as;1;2.31;8.09;0.44;24;NA;NA;NA;38;0
192;FALSE;ras;1;2.51;1.48;0.66;21;NA;46;NA;41;1
193;FALSE;mmas;3;3.48;3.46;0.18;94;NA;NA;NA;48;0
194;FALSE;mmas;0;0.97;3.97;0.88;19;NA;NA;NA;NA;NA
195;FALSE;acs;3;1.59;3.81;0.56;17;0.57;NA;NA;40;1
196;FALSE;as;3;3.26;6.44;0.34;22;NA;NA;NA;41;0
197;FALSE;eas;3;3.78;1.26;0.25;12;NA;NA;473;20;0
198;FALSE;ras;1;0.12;7.74;0.81;24;NA;87;NA;49;0
199;FALSE;mmas;2;1.04;1.12;0.88;35;NA;NA;NA;33;0
200;FALSE;mmas;0;1.4;4.89;0.65;17;NA;NA;NA;NA;NA
201;FALSE;ras;3;0.63;3.35;0.49;7;NA;93;NA;41;1
202;FALSE;acs;0;3.12;8.57;0.95;10;0.5;NA;NA;NA;NA
203;FALSE;as;3;1.67;2.82;0.53;27;NA;NA;NA;20;0
204;FALSE;acs;0;2.69;7.25;0.37;37;0.48;NA;NA;NA;NA
205;FALSE;ras;1;3.73;4.58;0.04;21;NA;10;NA;48;1
206;FALSE;acs;3;2.16;3.7;0.83;12;0.78;NA;NA;21;0
207;FALSE;acs;3;1.44;2.51;0.86;5;0.83;NA;NA;26;1
208;FALSE;eas;3;3.2;1.74;0.37;77;NA;NA;74;40;1
209;FALSE;as;3;1.67;6.95;0.53;28;NA;NA;NA;26;0
210;FALSE;mmas;0;4.33;3.15;0.14;65;NA;NA;NA;NA;NA
211;FALSE;eas;1;3.28;5.48;0.12;35;NA;NA;134;47;1
212;FALSE;acs;0;0.95;6.85;0.55;66;0.64;NA;NA;NA;NA
213;FALSE;ras;3;3.52;9.4;0.62;5;NA;76;NA;48;0
214;FALSE;mmas;3;1.46;3.94;0.67;38;NA;NA;NA;26;0
215;FALSE;as;1;3.81;4.22;0.4;30;NA;NA;NA;32;0
216;FALSE;as;0;1.23;1.12;0.88;78;NA;NA;NA;NA;NA
217;FALSE;acs;0;4.22;8.72;0.51;7;0.11;NA;NA;NA;NA
218;FALSE;acs;2;2.98;1.85;0.71;25;0.69;NA;NA;43;1
219;FALSE;eas;3;3.77;4.67;0.84;29;NA;NA;171;44;0
220;FALSE;acs;1;2.75;4.34;0.43;44;0.09;NA;NA;36;0
221;FALSE;acs;1;0.8;5.81;0.6;70;0.89;NA;NA;10;0
222;FALSE;as;1;0.94;9.62;0.76;9;NA;NA;NA;31;0
223;FALSE;as;3;4.76;8.69;0.28;77;NA;NA;NA;40;1
224;FALSE;as;3;3.05;8.24;0.18;60;NA;NA;NA;46;1
225;FALSE;ras;3;2.64;6.27;0.07;71;NA;62;NA;31;0
226;FALSE;eas;2;1.91;4.06;0.55;30;NA;NA;679;30;0
227;FALSE;eas;3;2.61;3.3;0.45;30;NA;NA;484;9;1
228;FALSE;ras;2;2.53;5.29;0.64;78;NA;81;NA;29;1
229;FALSE;mmas;3;3.45;3.21;0.3;36;NA;NA;NA;9;0
230;FALSE;acs;3;3.17;3.5;0.65;20;0.8;NA;NA;37;0
231;FALSE;acs;2;3.42;5.34;0.26;51;0.46;NA;NA;23;0
232;FALSE;ras;3;3.16;4.29;0.16;23;NA;32;NA;39;1
233;FALSE;acs;1;1.11;6.47;0.51;8;0.19;NA;NA;44;0
234;FALSE;mmas;3;1.23;5.24;0.96;5;NA;NA;NA;32;0
235;FALSE;acs;1;0.69;4.43;0.47;8;0.77;NA;NA;23;0
236;FALSE;ras;3;4.1;2.56;0.02;5;NA;37;NA;45;0
237;FALSE;acs;1;3.41;5.44;0.19;72;0.92;NA;NA;33;1
238;FALSE;acs;3;4.96;4.32;0.68;33;0.61;NA;NA;41;0
239;FALSE;eas;2;2.13;3.61;0.25;9;NA;NA;79;27;0
240;FALSE;ras;0;0.73;4.39;0.66;36;NA;11;NA;NA;NA
241;FALSE;as;0;1.16;7.52;0.42;23;NA;NA;NA;NA;NA
242;FALSE;mmas;0;1.39;2.76;0.96;21;NA;NA;NA;NA;NA
243;FALSE;ras;1;4.04;7.27;0.16;59;NA;32;NA;29;1
244;FALSE;ras;1;0.79;3.26;0.56;47;NA;56;NA;13;1
245;FALSE;as;3;1.6;1.66;0.61;69;NA;NA;NA;31;0
246;FALSE;eas;2;2.43;5.78;0.32;35;NA;NA;733;29;0
247;FALSE;eas;1;4.58;1.13;1;28;NA;NA;404;14;0
248;FALSE;as;3;1.68;2.34;0.83;24;NA;NA;NA;30;1
249;FALSE;acs;3;4.03;6.9;0.29;24;0.39;NA;NA;36;0
250;FALSE;acs;0;1.17;3.51;0.41;27;0.97;NA;NA;NA;NA
251;FALSE;as;1;3.53;1.56;0.37;28;NA;NA;NA;37;0
252;FALSE;mmas;2;1.04;5.08;0.48;38;NA;NA;NA;15;1
253;FALSE;acs;0;3.9;1.43;0.48;47;0.73;NA;NA;NA;NA
254;FALSE;eas;0;2.16;2.3;0.28;52;NA;NA;276;NA;NA
255;FALSE;acs;3;2.17;1.67;0.8;32;0.6;NA;NA;25;0
256;TRUE;acs;3;4.88;2.59;0.99;84;0.98;NA;NA;18;1
257;FALSE;acs;2;1.5;0.72;0.95;69;0.67;NA;NA;28;0
258;FALSE;eas;3;3.72;4.16;0.65;38;NA;NA;423;46;0
259;FALSE;ras;1;1.92;0.21;0.99;50;NA;67;NA;35;1
260;FALSE;mmas;1;1.43;3.67;0.51;29;NA;NA;NA;42;0
261;FALSE;ras;1;2.12;6.76;0.98;83;NA;99;NA;21;0
262;FALSE;mmas;3;0.41;5.26;0.89;23;NA;NA;NA;28;1
263;FALSE;mmas;3;3.37;4.68;0.49;30;NA;NA;NA;24;1
264;FALSE;ras;0;4.2;4.61;0.64;51;NA;64;NA;NA;NA
265;FALSE;ras;3;2.36;2.32;0.18;50;NA;54;NA;36;1
266;FALSE;acs;3;2.14;6.59;0.63;11;0.63;NA;NA;31;1
267;FALSE;ras;3;4.95;3.63;0.63;14;NA;33;NA;25;0
268;FALSE;ras;1;1.3;3.72;0.71;67;NA;51;NA;22;0
269;FALSE;acs;3;4.82;3.67;0.12;21;0.74;NA;NA;22;1
270;FALSE;ras;2;2.42;5.97;0.08;18;NA;98;NA;24;1
271;FALSE;acs;0;1.61;3.9;0.44;50;0.67;NA;NA;NA;NA
272;FALSE;acs;1;3.9;4.73;0.06;44;0.64;NA;NA;11;1
273;FALSE;ras;3;2.51;1.66;0.7;31;NA;24;NA;14;1
274;FALSE;ras;0;3.17;3.3;0.29;95;NA;34;NA;NA;NA
275;FALSE;ras;1;4.36;4.83;0.05;56;NA;60;NA;23;1
276;FALSE;ras;0;2.48;4.2;0.2;32;NA;12;NA;NA;NA
277;FALSE;eas;3;3.1;4.77;0.85;41;NA;NA;575;15;0
278;FALSE;as;0;0.86;6.28;0.81;34;NA;NA;NA;NA;NA
279;FALSE;as;3;3.31;5.33;0.8;25;NA;NA;NA;50;0
280;FALSE;as;2;0.08;8.49;0.47;16;NA;NA;NA;33;1
281;FALSE;as;0;1.18;0.03;0.91;25;NA;NA;NA;NA;NA
282;FALSE;acs;1;3.11;3.91;0.59;41;0.88;NA;NA;21;1
283;FALSE;acs;3;2.75;4.89;0.08;86;0.39;NA;NA;38;1
284;FALSE;as;3;1.62;4.08;0.96;40;NA;NA;NA;41;0
285;FALSE;ras;1;2.74;0.49;0.58;89;NA;43;NA;44;1
286;FALSE;acs;0;0.28;3.4;0.79;53;0.79;NA;NA;NA;NA
287;FALSE;acs;0;0.85;5.73;0.74;34;0.07;NA;NA;NA;NA
288;FALSE;eas;3;0.55;2.23;0.53;44;NA;NA;180;30;0
289;FALSE;mmas;2;3.03;0.23;0.61;18;NA;NA;NA;50;1
290;FALSE;mmas;3;2.38;1.17;0.62;45;NA;NA;NA;38;1
291;FALSE;as;3;1.54;1.48;0.49;62;NA;NA;NA;35;1
292;FALSE;ras;2;4.56;7.43;0.23;59;NA;13;NA;14;0
293;FALSE;eas;2;3.25;0.8;0.04;29;NA;NA;451;28;0
294;FALSE;as;0;0.94;6.63;0.88;51;NA;NA;NA;NA;NA
295;TRUE;acs;3;2.63;1.87;0.86;23;0.93;NA;NA;20;1
296;FALSE;as;3;1.89;5.25;0.24;63;NA;NA;NA;26;0
297;FALSE;mmas;0;2.99;0.45;0.65;82;NA;NA;NA;NA;NA
298;FALSE;ras;3;3.81;2.17;0.34;75;NA;14;NA;47;1
299;FALSE;mmas;1;3.4;5;0.67;6;NA;NA;NA;50;0
300;FALSE;ras;1;2.09;3.02;0.14;76;NA;89;NA;6;0
301;FALSE;as;2;2.1;1.94;0.7;30;NA;NA;NA;24;0
302;FALSE;mmas;1;2.38;7.72;0.62;63;NA;NA;NA;30;0
303;FALSE;eas;3;3.86;3.57;0.59;38;NA;NA;206;20;0
304;FALSE;eas;3;2.61;2.93;0.34;39;NA;NA;462;33;0
305;FALSE;ras;3;3.49;0.33;0.55;10;NA;19;NA;33;1
306;FALSE;acs;3;1.33;0.56;0.47;51;0.89;NA;NA;29;1
307;FALSE;acs;3;1.4;0.14;0.74;32;0.91;NA;NA;28;0
308;FALSE;eas;0;1.3;4.36;1;58;NA;NA;122;NA;NA
309;FALSE;mmas;0;4.03;5.63;0.28;50;NA;NA;NA;NA;NA
310;FALSE;ras;1;2.71;3.45;0.03;89;NA;50;NA;35;0
311;FALSE;eas;1;3.37;0.13;0.7;67;NA;NA;321;9;0
312;FALSE;ras;3;3.51;5.14;0.18;19;NA;49;NA;29;0
313;FALSE;as;0;3.66;0.53;0.7;22;NA;NA;NA;NA;NA
314;FALSE;acs;3;0.21;4.02;0.35;97;0.88;NA;NA;20;0
315;FALSE;acs;0;2.35;4.18;0.34;59;0.66;NA;NA;NA;NA
316;FALSE;eas;3;3.54;2.45;0.81;31;NA;NA;78;6;0
317;TRUE;acs;3;2.76;6.76;0.39;31;0.46;NA;NA;28;1
318;FALSE;ras;2;3.82;4.99;0.83;70;NA;48;NA;27;0
319;FALSE;ras;2;1.92;3.64;0.43;80;NA;18;NA;43;1
320;FALSE;acs;2;1.59;2.77;0.83;5;0.34;NA;NA;8;0
321;FALSE;ras;0;1.43;0.4;0.87;24;NA;23;NA;NA;NA
322;FALSE;acs;2;3.02;8.26;0.56;32;0.55;NA;NA;37;0
323;FALSE;eas;1;2.74;7.44;0.52;64;NA;NA;591;23;1
324;FALSE;acs;2;1.64;2.57;0.87;15;0.91;NA;NA;42;0
325;FALSE;acs;3;2.56;7.56;0.08;46;0.29;NA;NA;30;0
326;FALSE;acs;3;4.1;5.86;0.8;82;0.89;NA;NA;17;1
327;FALSE;eas;3;2.36;2.09;0.94;78;NA;NA;696;18;1
328;FALSE;acs;3;4.65;1.59;0.78;68;0.76;NA;NA;14;1
329;FALSE;acs;3;3.35;2.16;0.99;53;0.99;NA;NA;24;1
330;FALSE;ras;3;4.32;3.93;0.72;11;NA;52;NA;21;1
331;FALSE;mmas;3;2.05;6.44;0.8;43;NA;NA;NA;29;0
332;FALSE;acs;3;2.87;5.38;0.57;22;0.92;NA;NA;43;0
333;FALSE;as;3;2.52;0.34;0.98;88;NA;NA;NA;32;1
334;FALSE;acs;3;4.63;0.22;0.68;56;0.69;NA;NA;27;0
335;FALSE;eas;3;4.61;1.43;0.79;60;NA;NA;159;11;1
336;FALSE;acs;3;2.69;3.94;0.66;39;0.84;NA;NA;14;0
337;FALSE;mmas;3;3.62;6.84;0.81;23;NA;NA;NA;31;0
338;FALSE;acs;3;4.58;7.15;0.5;41;0.6;NA;NA;23;1
339;FALSE;acs;3;4.42;3.11;0.95;89;0.89;NA;NA;19;0
340;TRUE;acs;3;3.8;3.57;0.99;79;0.81;NA;NA;14;1
341;FALSE;acs;3;4.19;3.42;0.92;39;0.7;NA;NA;17;0
342;FALSE;mmas;3;4.58;2.1;0.97;92;NA;NA;NA;18;0
343;FALSE;ras;3;2.86;7.8;0.48;18;NA;20;NA;22;0
344;FALSE;eas;0;2.63;3.19;0.57;41;NA;NA;688;NA;NA
345;FALSE;ras;3;2.74;3.3;0.9;18;NA;62;NA;12;1
346;FALSE;as;3;3.57;3.66;0.92;36;NA;NA;NA;27;1
347;FALSE;acs;3;2.76;1.7;0.68;12;0.55;NA;NA;6;1
348;FALSE;acs;3;4.32;1.82;0.93;82;0.8;NA;NA;19;0
349;FALSE;ras;3;2.34;5.54;0.96;48;NA;61;NA;25;1
350;FALSE;acs;3;3.97;1.97;0.85;73;0.77;NA;NA;6;1
351;FALSE;acs;0;2.72;2.39;0.88;65;0.98;NA;NA;NA;NA
352;FALSE;mmas;3;3.82;2.56;0.53;43;NA;NA;NA;9;1
353;FALSE;acs;1;1.79;3.01;0.82;35;0.89;NA;NA;12;0
