CONFIG_ID;IS_ELITE;IS_BEST;algorithm;localsearch;alpha;beta;rho;ants;q0;rasrank;elitistants;nnls;dlb;ORIGINAL_CONFIG_ID;TESTING_CONFIG_ID
15;TRUE;FALSE;mmas;3;4.16;5.07;0.14;38;NA;NA;NA;28;1;15;15
20;TRUE;FALSE;eas;3;1.82;3.51;0.98;95;NA;NA;229;49;0;20;20
47;TRUE;FALSE;acs;3;4.86;0.23;0.93;70;0.26;NA;NA;40;1;47;47
52;TRUE;FALSE;acs;3;2.21;8.66;0.22;7;0.72;NA;NA;38;0;52;52
84;TRUE;FALSE;acs;3;3.11;3.74;0.44;24;0.15;NA;NA;43;0;84;84
91;TRUE;FALSE;mmas;3;3.83;6.3;0.24;36;NA;NA;NA;43;0;91;91
134;TRUE;FALSE;mmas;3;4.26;4.7;0.12;29;NA;NA;NA;20;1;134;134
174;TRUE;FALSE;ras;3;4.5;2.86;0.93;58;NA;26;NA;30;1;174;174
189;TRUE;FALSE;acs;3;2.45;2.5;0.98;49;0.05;NA;NA;25;0;189;189
231;TRUE;FALSE;mmas;3;4.62;4.24;0.05;13;NA;NA;NA;30;1;231;231
265;TRUE;FALSE;mmas;3;4.53;3.35;0.14;26;NA;NA;NA;26;1;265;265
300;TRUE;FALSE;ras;3;2.69;1.67;0.97;51;NA;29;NA;24;0;300;300
310;TRUE;FALSE;ras;3;3.38;4.51;0.88;52;NA;23;NA;30;0;310;310
379;TRUE;FALSE;ras;3;2.64;3.36;0.92;49;NA;20;NA;27;0;379;379
385;TRUE;FALSE;mmas;3;3.68;3.72;0.12;27;NA;NA;NA;19;1;385;385
424;TRUE;FALSE;ras;3;2.38;1.65;0.84;58;NA;17;NA;27;0;424;424
426;TRUE;FALSE;ras;3;2.66;2.28;0.88;50;NA;10;NA;21;0;426;426
432;TRUE;FALSE;ras;3;2.23;0.85;0.79;53;NA;21;NA;25;0;432;432
441;TRUE;FALSE;ras;3;2.37;1.13;0.87;54;NA;14;NA;30;0;441;441
468;TRUE;FALSE;ras;3;2.5;3.47;0.93;51;NA;11;NA;25;0;468;468
490;TRUE;FALSE;ras;3;2.44;2.55;0.87;49;NA;14;NA;27;0;490;490
553;TRUE;FALSE;ras;3;2.3;1.08;0.83;52;NA;12;NA;29;0;553;553
572;TRUE;FALSE;ras;3;2.32;1.79;0.86;63;NA;17;NA;29;0;572;572
577;TRUE;FALSE;ras;3;2.6;2.96;0.94;51;NA;17;NA;28;0;577;577
582;TRUE;FALSE;ras;3;2.27;2.02;0.72;51;NA;17;NA;24;0;582;582
608;TRUE;FALSE;ras;3;2.28;1.12;0.84;54;NA;15;NA;29;0;608;608
620;TRUE;FALSE;ras;3;2.21;1.43;0.7;52;NA;16;NA;22;0;620;620
632;TRUE;TRUE;ras;3;2.29;1.66;0.87;63;NA;15;NA;30;0;632;632
655;TRUE;FALSE;ras;3;2.29;1.22;0.82;54;NA;14;NA;29;0;655;655
692;TRUE;FALSE;ras;3;2.36;1.2;0.71;48;NA;15;NA;21;0;692;692
702;TRUE;FALSE;ras;3;2.36;1.89;0.87;62;NA;18;NA;30;0;702;702
