RUN_ID;CONFIG_ID;MNRG
100003;21;0.499232594936709
1000193;22;0.483275316455696
1100211;23;0.509303797468354
1200239;24;0.539667721518987
1300277;25;0.441424050632911
1400299;26;0.580158227848101
1500311;27;0.394098101265823
1600333;28;0.508639240506329
1700359;29;0.44754746835443
1800371;30;0.371344936708861
1900393;31;0.382958860759494
200009;32;0.565735759493671
2000419;33;0.466558544303797
300017;34;0.495530063291139
400031;35;0.701424050632911
500057;36;0.459477848101266
600083;37;0.558947784810127
700099;38;0.550443037974684
800123;39;0.468575949367089
900149;40;0.364485759493671
