CONFIG_ID;algorithm;localsearch;alpha;beta;rho;ants;q0;rasrank;elitistants;nnls;dlb;MNRG
1648;acs;3;3.21;4.46;0.95;11;0.24;NA;NA;15;1;0.505711307782329
1649;acs;3;3.76;8.32;0.75;7;0.6;NA;NA;14;1;0.523372952018724
165;acs;3;3.16;6.8;0.98;67;0.25;NA;NA;12;1;0.294048785839672
1650;acs;3;2.84;4.18;0.94;11;0.11;NA;NA;10;1;0.494512873025161
1651;acs;3;3.27;7.57;0.82;5;0.56;NA;NA;22;1;0.597238516676419
1652;acs;3;3.99;4.36;0.97;11;0.14;NA;NA;15;1;0.506058001755412
1653;acs;3;4.4;3.4;0.98;13;0.09;NA;NA;14;1;0.519357445874781
1654;acs;3;3.42;5.58;0.96;6;0.33;NA;NA;13;1;0.498506070801638
1655;acs;2;4.65;7;0.19;7;0.06;NA;NA;33;1;0.972586307782329
1656;acs;3;3.15;2.26;0.75;82;0.96;NA;NA;21;1;0.464991954359274
1657;acs;3;2.89;2.66;0.91;75;0.73;NA;NA;18;1;0.569086454066706
1658;acs;3;2.95;0.9;0.97;56;0.67;NA;NA;17;1;0.516122001170275
1659;acs;3;4.47;5.2;0.77;78;0.61;NA;NA;29;1;0.757769528964307
166;acs;3;3.85;6.81;0.94;70;0.39;NA;NA;11;1;0.254907840842598
1660;acs;3;3.52;3.29;0.77;72;0.93;NA;NA;29;1;0.658231787595085
1661;acs;3;2.15;0.55;0.76;60;0.82;NA;NA;24;1;0.687052369806905
1662;acs;3;2.19;3.33;0.84;65;0.69;NA;NA;14;1;0.336164057928613
1663;acs;3;2.69;2.74;1;64;0.57;NA;NA;20;1;0.405215769455822
1664;acs;3;3.39;6.01;0.96;72;0.88;NA;NA;24;1;0.468004315389116
1665;acs;3;3.24;2.43;0.9;67;0.52;NA;NA;19;1;0.395525526623757
1666;acs;3;2.37;4.44;0.95;56;0.29;NA;NA;14;1;0.305701799297835
1667;acs;3;3.66;5.89;0.99;72;0.75;NA;NA;14;1;0.288504973668812
1668;acs;3;2.95;3.89;0.85;65;0.51;NA;NA;16;1;0.321214160327677
1669;acs;3;3.56;3.05;0.91;74;0.45;NA;NA;14;1;0.398718548858982
167;acs;3;2.16;1.68;0.82;23;0.73;NA;NA;28;0;0.716278525453482
1670;acs;3;2.99;1.86;0.94;64;0.57;NA;NA;17;1;0.375123244587478
1671;acs;3;3.17;4.99;0.95;70;0.41;NA;NA;15;1;0.322053101228789
1672;acs;3;3.89;2.09;0.9;70;0.5;NA;NA;9;1;0.322161717378584
1673;mmas;3;1.11;8.13;0.62;23;NA;NA;NA;7;1;0.914556392627267
1674;acs;3;3.72;6.59;0.15;40;0.94;NA;NA;13;0;0.770361688121709
1675;acs;3;3.72;5.59;0.35;61;0.42;NA;NA;20;0;0.542520845523698
1676;acs;3;2.15;6.45;0.3;43;0.67;NA;NA;36;1;0.650163107080164
1677;acs;3;2.91;6.1;0.26;57;0.92;NA;NA;36;1;0.666188560561732
1678;acs;3;2.85;8.13;0.63;32;0.68;NA;NA;23;1;0.590817729666472
1679;acs;3;2.49;4.23;0.09;44;0.83;NA;NA;27;1;0.5304520187244
168;acs;3;2.51;6.6;0.54;6;0.16;NA;NA;47;0;0.819761556465769
1680;acs;3;4.08;3.79;0.21;60;0.55;NA;NA;5;0;0.744842012873025
1681;acs;3;2.63;5.12;0.49;53;0.47;NA;NA;6;0;0.587193899941486
1682;acs;3;2.87;8.96;0.72;39;0.43;NA;NA;21;1;0.501994221767115
1683;acs;3;2.9;2.78;0.03;44;0.98;NA;NA;31;1;0.554130705090696
1684;acs;3;3.98;3.88;0.24;55;0.55;NA;NA;7;0;0.508691120538327
1685;acs;3;2.15;5.04;0.24;36;0.9;NA;NA;25;1;0.565653525453482
1686;acs;3;2.6;3.27;0.12;45;0.92;NA;NA;26;1;0.514266383850205
1687;acs;3;2.38;9.45;0.81;42;0.45;NA;NA;19;1;0.380783718548859
1688;acs;3;2.98;9.04;0.79;50;0.52;NA;NA;13;1;0.355702896430661
1689;acs;3;3.85;3.38;0.23;56;0.52;NA;NA;8;0;0.510600131655939
169;ras;3;4.07;2.23;0.48;48;NA;42;NA;9;0;0.851202823288473
1690;ras;3;3.74;7;0.64;43;NA;55;NA;27;0;0.979686951433587
1691;acs;1;4.36;5.75;0.52;7;0.21;NA;NA;33;1;0.993637361029842
1692;acs;2;1.55;7.63;0.21;25;0.89;NA;NA;13;1;0.913656743709772
1693;acs;3;4.31;1.21;0.78;69;0.15;NA;NA;6;1;0.580599400234055
1694;acs;3;2.56;1.1;0.67;35;0.67;NA;NA;34;1;0.747755631948508
1695;acs;3;4.74;1.06;0.48;68;0.03;NA;NA;11;1;0.603343329432417
1696;acs;3;3.18;1.53;0.44;59;0.39;NA;NA;12;1;0.326296811000585
1697;acs;3;4.73;5.36;0.63;70;0.14;NA;NA;13;1;0.276328993563487
1698;acs;3;2.46;4.33;0.37;54;0.76;NA;NA;30;1;0.568244953188999
1699;acs;3;1.9;1.39;1;52;0.49;NA;NA;24;1;0.594852618490345
17;acs;3;4.48;3.52;0.21;55;0.08;NA;NA;12;1;0.283813267992978
170;ras;3;3.84;3.32;0.25;74;NA;15;NA;37;1;0.858085503218256
1700;acs;3;2.01;0.99;0.95;47;0.51;NA;NA;17;1;0.365705090696314
1701;acs;3;3.74;1.81;0.32;56;0.37;NA;NA;13;1;0.288955529549444
1702;acs;3;3.94;8.13;0.61;63;0.09;NA;NA;11;1;0.275260020479813
1703;acs;3;2.74;0.52;0.44;49;0.52;NA;NA;14;1;0.323383557636044
1704;acs;3;3.31;1.78;0.36;55;0.42;NA;NA;12;1;0.28516420421299
1705;acs;3;4.09;8.6;0.53;59;0.08;NA;NA;12;1;0.272273259215916
1706;acs;3;3.71;9.33;0.53;56;0.08;NA;NA;16;1;0.307321898771211
1707;acs;3;3.89;8.77;0.69;65;0.02;NA;NA;11;1;0.30069741076653
1708;acs;3;3.38;8.36;0.73;63;0.13;NA;NA;9;1;0.297210722644822
1709;acs;3;4.71;9.12;0.58;61;0.06;NA;NA;12;1;0.306604373902867
171;acs;3;2.84;5.86;0.08;48;0.66;NA;NA;21;1;0.823625292568754
1710;acs;3;3.68;1.41;0.29;54;0.25;NA;NA;14;1;0.305617320070217
172;acs;3;4.88;2.59;0.99;84;0.98;NA;NA;18;1;0.491106641310708
173;acs;3;2.63;1.87;0.86;23;0.93;NA;NA;20;1;0.646129681100059
174;acs;3;2.76;6.76;0.39;31;0.46;NA;NA;28;1;0.640061439438268
175;acs;3;3.8;3.57;0.99;79;0.81;NA;NA;14;1;0.301100789935635
176;acs;3;1.88;3.86;0.29;34;0.6;NA;NA;16;1;0.361501974839087
177;acs;3;3.83;0.91;0.62;73;0.91;NA;NA;7;1;0.41698617612639
178;acs;3;4.19;0.15;0.86;69;0.68;NA;NA;21;1;0.483236541837332
179;acs;3;4.77;1.41;0.82;87;0.95;NA;NA;22;1;0.52406780280866
18;acs;3;4.58;4.08;0.11;47;0.06;NA;NA;12;1;0.299124122293739
180;acs;3;4.19;4.44;0.97;80;0.81;NA;NA;12;1;0.264236029842013
181;acs;3;3.66;3.88;0.96;76;0.73;NA;NA;11;1;0.259623683440609
182;acs;3;4.77;2.1;0.98;83;0.84;NA;NA;13;1;0.311877194265652
183;acs;3;3.66;1.8;0.72;71;0.8;NA;NA;9;1;0.30679381217086
184;acs;3;3.76;3.36;0.88;76;0.89;NA;NA;14;1;0.310657913984786
185;acs;3;3.59;4.64;0.97;79;0.84;NA;NA;12;1;0.283839599180807
186;acs;3;3.98;4.18;0.97;83;0.85;NA;NA;8;1;0.3577790374488
187;acs;3;4.04;4.05;0.92;73;0.68;NA;NA;13;1;0.29512543885313
188;acs;3;3.41;4.82;0.99;73;0.82;NA;NA;12;1;0.268040520772381
189;acs;3;3.64;4.49;0.9;75;0.72;NA;NA;13;1;0.266245611468695
19;acs;3;4.89;0.52;0.35;60;0.29;NA;NA;11;1;0.28394236395553
190;acs;3;3.17;3.38;0.99;72;0.73;NA;NA;12;1;0.268209113516676
191;acs;3;3.45;4.03;0.94;74;0.76;NA;NA;13;1;0.26838099765945
192;acs;3;3.53;3.94;0.97;78;0.74;NA;NA;10;1;0.280416179052077
193;eas;3;3.9;8.82;0.36;57;NA;NA;63;21;1;0.876358250438853
194;acs;3;3.8;6.99;0.52;23;0.25;NA;NA;16;1;0.549036351667642
195;acs;3;2.54;3.16;0.33;44;0.37;NA;NA;17;1;0.360038399648917
196;acs;3;4.19;8.38;0.58;45;0.32;NA;NA;16;1;0.654305149210064
197;acs;3;2.48;4.71;0.35;31;0.34;NA;NA;11;1;0.473230324751317
198;acs;3;3.31;7.64;0.46;31;0.35;NA;NA;21;1;0.566293153891164
199;acs;3;4.83;6.27;0.37;62;0.27;NA;NA;10;1;0.288116588648332
2;acs;3;2.62;6.01;0.52;23;0.14;NA;NA;20;1;0.503578115857226
20;acs;3;4.75;4.09;0.16;55;0.06;NA;NA;11;1;0.275004022820363
200;acs;3;2.83;3.84;0.67;55;0.35;NA;NA;21;1;0.462945070216501
201;acs;3;3.49;6.9;0.24;52;0.57;NA;NA;18;1;0.316326799297835
202;acs;3;2.54;4.82;0.57;38;0.23;NA;NA;15;1;0.453406231714453
203;acs;3;1.75;0.53;0.22;19;0.42;NA;NA;16;1;0.552625804564073
204;acs;3;2.07;0.46;0.5;36;0.61;NA;NA;14;1;0.354804710356934
205;acs;3;2.92;2.43;0.65;61;0.15;NA;NA;8;1;0.348679052077238
206;acs;3;4.95;3.88;0.43;66;0.4;NA;NA;14;1;0.293212404915155
207;acs;3;3.13;7.51;0.42;53;0.26;NA;NA;16;1;0.290476521357519
208;acs;3;3.27;8.77;0.33;50;0.73;NA;NA;9;1;0.351392627267408
209;acs;3;2.84;2.27;0.62;58;0.15;NA;NA;11;1;0.281563779988297
21;acs;3;4.37;4.59;0.12;49;0.01;NA;NA;12;1;0.262670421299005
210;acs;3;2.22;0.6;0.63;49;0.5;NA;NA;12;1;0.303414277355178
211;acs;3;3.11;3.59;0.59;61;0.07;NA;NA;11;1;0.276098961380925
212;acs;3;2.7;2.98;0.61;57;0.14;NA;NA;9;1;0.305464818607373
213;acs;3;2.91;7.87;0.42;50;0.17;NA;NA;13;1;0.263643578115857
214;acs;3;3.16;8.37;0.42;50;0.2;NA;NA;16;1;0.309880778232885
215;acs;3;3.12;7.36;0.39;53;0.17;NA;NA;16;1;0.324682562902282
216;acs;3;2.96;8.13;0.43;49;0.2;NA;NA;13;1;0.299616734932709
217;mmas;3;4.16;5.07;0.14;38;NA;NA;NA;28;1;0.762294836161498
218;acs;3;4.86;0.23;0.93;70;0.26;NA;NA;40;1;0.777006290228204
219;acs;3;3.11;3.74;0.44;24;0.15;NA;NA;43;0;0.754926126389702
22;acs;3;4.38;3.62;0.23;58;0.04;NA;NA;10;1;0.27161022527794
220;mmas;3;0.86;2.38;0.89;14;NA;NA;NA;21;0;0.668939072557051
221;eas;3;3.2;8.94;0.24;71;NA;NA;501;11;1;0.79222279110591
222;acs;3;2.96;3.5;0.85;69;0.1;NA;NA;8;1;0.48280536863663
223;acs;3;2.55;9.16;0.04;20;0.29;NA;NA;32;1;0.829794104739614
224;mmas;3;2.98;3.64;0.12;11;NA;NA;NA;23;1;0.632937390286717
225;acs;3;4.1;2.97;0.71;74;0.09;NA;NA;10;1;0.573660400819192
226;acs;3;2;5.31;0.94;49;0.07;NA;NA;7;1;0.414649283206554
227;acs;3;1.7;2.98;0.85;47;0.3;NA;NA;7;0;0.641827457577531
228;acs;3;2.54;4.47;0.68;52;0.31;NA;NA;10;1;0.358219719133996
229;acs;3;4.43;3.42;0.71;68;0.17;NA;NA;14;1;0.301884508484494
23;acs;3;4.88;4.03;0.18;56;0.07;NA;NA;13;1;0.282235956699824
230;acs;3;3.36;4.15;0.83;63;0.1;NA;NA;16;1;0.336287668227033
231;acs;3;1.73;3.38;0.8;52;0.32;NA;NA;9;1;0.372724546518432
232;acs;3;2.85;3.75;0.87;62;0.3;NA;NA;13;1;0.28495062902282
233;acs;3;3.18;5.3;0.89;70;0.08;NA;NA;13;1;0.413622001170275
234;acs;3;3.01;4.6;0.73;61;0.15;NA;NA;18;1;0.355272454651843
235;acs;3;4.41;3.79;0.66;68;0.2;NA;NA;14;1;0.288749268578116
236;acs;3;2.89;3.4;0.89;68;0.25;NA;NA;11;1;0.34197739906378
237;mmas;3;1.75;7.26;0.6;29;NA;NA;NA;29;1;0.80271357519017
238;mmas;3;4.1;3.82;0.32;92;NA;NA;NA;50;0;0.816051784669397
239;ras;3;3.39;4.6;0.46;46;NA;24;NA;18;0;0.759931612053833
24;acs;3;4.58;3.85;0.19;54;0.1;NA;NA;14;1;0.294002706260971
240;ras;3;3.98;1.87;0.94;95;NA;66;NA;20;1;0.820221620830895
241;acs;3;4.04;4.88;0.18;33;0.88;NA;NA;17;1;0.78089343183148
242;acs;3;2.88;4.47;0.22;53;0.84;NA;NA;12;0;0.488812536571094
243;ras;3;2.58;2.82;0.66;69;NA;13;NA;12;0;0.450005119953189
244;acs;3;5;6.34;0.54;5;0.63;NA;NA;14;1;0.595785912814511
245;acs;3;2.84;8.37;0.42;46;0.82;NA;NA;8;0;0.537859859566998
246;acs;3;3.46;9.32;0.39;43;0.55;NA;NA;15;1;0.422125877706261
247;acs;3;2.8;8.08;0.5;10;0.29;NA;NA;17;1;0.480974253949678
248;acs;3;3.96;2.3;0.13;64;0.8;NA;NA;13;1;0.684964891749561
249;acs;3;3.63;2.62;0.29;60;0.62;NA;NA;23;1;0.486220377413692
25;acs;3;4.44;4.48;0.21;59;0.11;NA;NA;13;1;0.292123317729666
250;acs;3;2.26;4.32;0.76;63;0.54;NA;NA;14;1;0.341919616734933
251;acs;3;2.96;3.87;0.29;59;0.64;NA;NA;14;1;0.304155573434757
252;acs;3;2.29;4.54;0.27;52;0.91;NA;NA;11;0;0.501061293153891
253;acs;3;4.51;3;0.35;65;0.63;NA;NA;14;1;0.287541325336454
254;acs;3;2.45;3.55;0.29;52;0.53;NA;NA;16;1;0.325491149795202
255;acs;3;4.5;4.51;0.38;68;0.5;NA;NA;11;1;0.266112858396723
256;acs;3;4.03;2.67;0.34;68;0.73;NA;NA;14;1;0.339296006436513
257;acs;3;4.61;2.35;0.52;69;0.49;NA;NA;13;1;0.29351521357519
258;acs;3;4.35;2.5;0.35;66;0.59;NA;NA;14;1;0.308572995904037
259;acs;3;4.8;2.67;0.52;69;0.44;NA;NA;14;1;0.315029622586308
26;acs;3;3.57;1.12;0.53;39;0.17;NA;NA;18;1;0.562742832065535
260;acs;3;4.52;3.61;0.38;64;0.55;NA;NA;13;1;0.3019280280866
261;acs;3;4.91;2.67;0.55;69;0.41;NA;NA;13;1;0.301649722059684
262;acs;3;0.82;3.07;0.77;18;0.94;NA;NA;22;1;0.57444741076653
263;acs;3;4.49;4.16;0.69;25;0.71;NA;NA;27;1;0.759798127559977
264;acs;3;1.34;2.39;0.43;18;0.86;NA;NA;16;1;0.431822337624342
265;acs;3;0.98;3.58;0.37;20;0.84;NA;NA;13;1;0.469126682270334
266;acs;3;1.37;2.88;0.28;33;0.69;NA;NA;18;1;0.548526184903452
267;acs;3;2.05;2.46;0.22;36;0.69;NA;NA;14;1;0.34757241076653
268;acs;3;1.48;2.43;0.47;35;0.66;NA;NA;20;1;0.495071313633704
269;acs;3;2.08;3.7;0.38;45;0.54;NA;NA;25;1;0.495038033937975
27;acs;3;2.39;2.22;0.92;32;0.41;NA;NA;24;1;0.57010422761849
270;acs;3;1.72;4.92;0.59;40;0.76;NA;NA;12;1;0.345886117612639
271;acs;3;1.71;1.46;0.59;44;0.61;NA;NA;10;1;0.31839160327677
272;acs;3;1.33;1.57;0.48;31;0.89;NA;NA;18;1;0.410628291398479
273;acs;3;2.57;4.46;0.37;47;0.5;NA;NA;23;1;0.465909888823874
274;acs;3;2.07;4.31;0.35;48;0.69;NA;NA;20;1;0.3816489906378
275;acs;3;1.84;2;0.53;47;0.63;NA;NA;14;1;0.276407621416033
276;acs;3;1.81;1.85;0.61;38;0.71;NA;NA;11;1;0.37484822995904
277;acs;3;2.55;5.07;0.35;49;0.53;NA;NA;20;1;0.368973815096548
278;acs;3;1.76;1.77;0.58;47;0.68;NA;NA;17;1;0.39269602106495
279;acs;3;1.98;5.02;0.42;50;0.73;NA;NA;19;1;0.356891091281451
28;acs;3;1.73;6.2;0.86;45;0.7;NA;NA;12;1;0.303110737273259
280;acs;3;2.09;4.31;0.26;46;0.68;NA;NA;20;1;0.385940608543008
281;acs;3;1.83;1.96;0.57;52;0.67;NA;NA;19;1;0.500597937390287
282;acs;3;2.04;2.59;0.52;69;0.77;NA;NA;19;1;0.920979008191925
283;acs;3;3.21;4;0.91;76;0.51;NA;NA;24;1;0.798898112931539
284;acs;3;4.13;0.13;0.95;37;0.42;NA;NA;42;1;0.781061658864833
285;acs;3;3.87;2.09;0.56;63;0.53;NA;NA;9;0;0.604507021650088
286;acs;3;3.95;0.54;0.79;47;0.78;NA;NA;19;1;0.772493782913985
287;acs;3;3.83;3.38;0.39;57;0.59;NA;NA;18;1;0.469115710942071
288;acs;3;3.58;0.92;0.92;66;0.79;NA;NA;17;1;0.422579724985372
289;acs;3;3.39;0.54;0.32;46;0.46;NA;NA;8;1;0.47679198361615
29;acs;3;3.78;4.76;0.62;73;0.77;NA;NA;46;1;0.713254095962551
290;acs;3;3.22;1.95;0.44;62;0.55;NA;NA;11;1;0.313506802223523
291;acs;3;2.38;1.95;0.63;61;0.59;NA;NA;14;1;0.400654622586308
292;acs;3;3.59;0.77;0.46;61;0.65;NA;NA;17;1;0.358016383850205
293;acs;3;3.85;3.23;0.33;63;0.75;NA;NA;10;1;0.278022966647162
294;acs;3;4.12;2.07;0.44;62;0.34;NA;NA;14;1;0.306417861322411
295;acs;3;4.17;0.87;0.78;68;0.75;NA;NA;15;1;0.365427150380339
296;acs;3;3.72;1.1;0.62;62;0.63;NA;NA;18;1;0.402094060854301
297;acs;3;4.05;1;0.46;62;0.41;NA;NA;16;1;0.289226887068461
298;acs;3;4.63;1.31;0.5;64;0.34;NA;NA;17;1;0.358387214745465
299;acs;3;4.24;2.66;0.4;62;0.43;NA;NA;19;1;0.387834259801053
3;acs;3;1.45;7.42;0.91;19;0.4;NA;NA;25;1;0.766224034523113
30;acs;3;2.57;0.09;0.76;22;0.21;NA;NA;12;1;0.424729373902867
300;acs;3;3.76;2.86;0.42;63;0.37;NA;NA;15;1;0.314409011117613
301;acs;3;4.75;2.12;0.39;64;0.46;NA;NA;16;1;0.33875182855471
302;acs;3;4.08;2.75;0.42;65;0.27;NA;NA;14;1;0.350546006436513
303;acs;3;4.21;2.45;0.49;66;0.43;NA;NA;12;1;0.276337404915155
304;acs;3;3.41;2.7;0.45;60;0.38;NA;NA;14;1;0.288126462843768
305;acs;3;3.55;9.91;0.67;27;0.73;NA;NA;26;1;0.674842378583967
306;acs;3;1.79;4.99;0.94;10;0.14;NA;NA;10;1;0.481673858981861
307;acs;3;2.96;3.58;0.62;14;0.38;NA;NA;15;1;0.461120904037449
308;acs;3;3.54;9.4;0.48;25;0.62;NA;NA;15;1;0.56995940608543
309;acs;3;4.02;2.84;0.56;39;0.13;NA;NA;30;1;0.781865125804564
31;acs;3;3.96;1.11;0.34;52;0.23;NA;NA;10;0;0.634979520187244
310;acs;3;3.79;6.87;0.65;8;0.76;NA;NA;32;1;0.694943314803979
311;acs;3;2.38;1.36;0.84;23;0.05;NA;NA;12;1;0.416790155061439
312;acs;3;1.92;8.24;0.36;26;0.6;NA;NA;12;1;0.341778452311293
313;acs;3;2.81;5.02;0.5;53;0.32;NA;NA;13;1;0.314681831480398
314;acs;3;2.18;5.89;0.09;22;0.75;NA;NA;27;1;0.569000511995319
315;acs;3;2.7;9.49;0.13;35;0.79;NA;NA;20;1;0.456857080163839
316;acs;3;1.91;4.83;0.49;48;0.31;NA;NA;17;1;0.404179710356934
317;acs;3;2.72;5.66;0.64;57;0.2;NA;NA;17;1;0.340874414862493
318;acs;3;2.19;9.42;0.25;24;0.65;NA;NA;16;1;0.380942437097718
319;acs;3;2;5.2;0.45;45;0.36;NA;NA;18;1;0.308674663545933
32;acs;3;3.43;3.2;0.34;58;0.27;NA;NA;29;1;0.648548493270919
320;acs;3;2.67;5.75;0.39;52;0.4;NA;NA;11;1;0.2472140140433
321;acs;3;2.01;6.97;0.32;42;0.35;NA;NA;16;1;0.423762068461088
322;acs;3;2.34;4.6;0.56;52;0.29;NA;NA;17;1;0.321553540081919
323;acs;3;3.38;6.36;0.66;62;0.18;NA;NA;12;1;0.26927442949093
324;acs;3;2.99;5.94;0.58;57;0.17;NA;NA;20;1;0.359099985371562
325;acs;3;3.16;5.66;0.67;62;0.14;NA;NA;10;1;0.272590696313634
326;acs;3;3.47;6.4;0.63;63;0.2;NA;NA;9;1;0.274518724400234
327;acs;3;2.31;5.77;0.4;48;0.4;NA;NA;12;1;0.267658718548859
328;acs;3;2.43;5.54;0.46;53;0.4;NA;NA;12;1;0.265453847279111
329;acs;3;3.23;6.78;0.7;64;0.14;NA;NA;12;1;0.300299517261556
33;acs;3;2.29;5.87;0.45;45;0.61;NA;NA;17;1;0.344880412521943
330;acs;3;3.22;5.19;0.67;64;0.13;NA;NA;12;1;0.283439877121123
331;ras;3;2.32;0.05;0.64;26;NA;39;NA;38;0;0.769143504973669
332;acs;3;4.59;7.08;0.25;39;0.01;NA;NA;25;0;0.750174078408426
333;mmas;3;2.13;3.09;0.12;18;NA;NA;NA;10;1;0.671165886483324
334;acs;2;1.11;3.88;0.6;22;0.66;NA;NA;25;1;0.909512873025161
335;acs;3;4.22;1.73;0.57;8;0.34;NA;NA;32;1;0.719255046811001
336;mmas;3;4.22;8.31;0.24;47;NA;NA;NA;25;1;0.749220304271504
337;acs;3;2.52;5.97;0.74;23;0.09;NA;NA;14;1;0.457920567583382
338;acs;3;4.94;0.57;0.39;17;0.44;NA;NA;15;1;0.561556465769456
339;acs;3;4.82;6.78;0.44;55;0.37;NA;NA;23;1;0.63681136629608
34;acs;3;2.6;7.93;0.67;59;0.82;NA;NA;16;1;0.367200117027501
340;acs;3;1.72;0.48;0.05;16;0.97;NA;NA;14;1;0.413402940315974
341;acs;3;1.45;7.77;0.92;25;0.35;NA;NA;12;1;0.434702311293154
342;acs;3;3.02;4.94;0.73;58;0.22;NA;NA;18;1;0.366425175541252
343;acs;3;2.14;5.46;0.68;51;0.2;NA;NA;28;1;0.625356202457578
344;acs;3;4.12;4.49;0.29;52;0.17;NA;NA;15;1;0.425136044470451
345;acs;3;2.47;2.56;0.22;43;0.21;NA;NA;17;1;0.365485664131071
346;acs;3;2.92;5.99;0.52;54;0.32;NA;NA;16;1;0.316001316559391
347;acs;3;3.02;3.71;0.49;62;0.22;NA;NA;15;1;0.387977984201287
348;acs;3;3.03;3.98;0.63;62;0.06;NA;NA;15;1;0.331267919836161
349;acs;3;2.37;4.44;0.84;56;0.08;NA;NA;17;1;0.34505119953189
35;acs;3;2.61;3.48;0.87;63;0.74;NA;NA;21;1;0.407269602106495
350;acs;3;2.48;5.88;0.46;54;0.36;NA;NA;17;1;0.34609457284962
351;acs;3;3.28;3.95;0.43;57;0.26;NA;NA;16;1;0.321851228788765
352;acs;3;2.2;6.46;0.48;49;0.27;NA;NA;14;1;0.323166691047396
353;acs;3;2.77;5.54;0.38;54;0.36;NA;NA;13;1;0.274064511410181
354;acs;3;2.25;5.67;0.43;51;0.27;NA;NA;12;1;0.307732592159157
355;acs;3;2.37;5.62;0.46;46;0.33;NA;NA;16;1;0.321561220011703
356;acs;3;2.65;5.68;0.35;53;0.28;NA;NA;11;1;0.270390944997074
357;acs;3;2.26;6.34;0.45;46;0.29;NA;NA;14;1;0.291827457577531
358;mmas;3;2.51;6.98;0.47;29;NA;NA;NA;8;0;0.824331114686951
359;acs;2;1.42;1.67;0.44;20;0.61;NA;NA;35;0;0.938478642480983
36;acs;3;1.11;6.61;0.83;30;0.75;NA;NA;8;1;0.556274136922177
360;acs;3;2.28;4.95;0.58;46;0.66;NA;NA;44;1;0.67544141310708
361;acs;3;3.02;9.87;0.79;38;0.21;NA;NA;37;1;0.678596035693388
362;mmas;3;3.78;1.16;0.13;31;NA;NA;NA;20;1;0.654918446459918
363;acs;3;1.57;1.62;0.4;32;0.3;NA;NA;16;1;0.576715915740199
364;acs;3;2.67;6.26;0.36;27;0.5;NA;NA;13;1;0.477757094792276
365;acs;3;1.52;6.37;0.52;43;0.47;NA;NA;20;1;0.761637287887654
366;acs;3;3.6;6.81;0.79;31;0.16;NA;NA;29;1;0.699839818607373
367;acs;3;1.9;5.6;0.49;45;0.6;NA;NA;8;1;0.355287083089526
368;acs;3;2.74;5.12;0.08;35;0.43;NA;NA;11;1;0.281193680514921
369;acs;3;2.79;3.05;0.17;50;0.69;NA;NA;15;1;0.287000073142188
37;acs;3;1.77;4.78;0.78;60;0.84;NA;NA;25;1;0.543207650672908
370;acs;3;2.13;7.4;0.43;43;0.4;NA;NA;10;1;0.307051272674078
371;acs;3;2.61;5.25;0.12;44;0.38;NA;NA;9;1;0.316905719719134
372;acs;3;2.74;3.37;0.1;44;0.55;NA;NA;14;1;0.304301857811586
373;acs;3;2.08;4.57;0.33;35;0.29;NA;NA;9;1;0.367021284376829
374;acs;3;3.31;4.21;0.03;37;0.67;NA;NA;12;1;0.264164350497367
375;acs;3;2.17;4.97;0.31;44;0.3;NA;NA;9;1;0.287133191925102
376;acs;3;2.2;5.62;0.32;45;0.31;NA;NA;10;1;0.266066047396138
377;acs;3;2.62;5.86;0.3;52;0.24;NA;NA;11;1;0.315631948507899
378;acs;3;1.95;4.71;0.27;36;0.21;NA;NA;10;1;0.298643212404915
379;acs;3;4.43;4.71;0.11;58;0.82;NA;NA;10;1;0.260502121123464
38;acs;3;2.85;5.25;0.82;72;0.74;NA;NA;14;1;0.357275087770626
380;acs;3;3.59;2.12;0.43;63;0.68;NA;NA;19;1;0.357949093036864
381;acs;3;2.87;6.61;0.38;50;0.92;NA;NA;16;1;0.446792715038034
382;acs;3;2.8;4.81;0.4;54;0.34;NA;NA;9;1;0.291718841427736
383;acs;3;4.55;0.8;0.14;69;0.96;NA;NA;16;1;0.436986541837332
384;acs;3;4.07;3.5;0.03;41;0.84;NA;NA;19;1;0.300950117027501
385;acs;3;2.64;8.29;0.23;45;0.89;NA;NA;13;1;0.329103642480983
386;acs;3;2.75;4.26;0.4;51;0.27;NA;NA;13;1;0.282724912229374
387;acs;3;3.07;3.89;0.32;58;0.28;NA;NA;11;1;0.309549078408426
388;acs;3;2.49;4.67;0.58;57;0.4;NA;NA;11;1;0.249219207138678
389;acs;3;3.51;1.94;0.05;43;0.88;NA;NA;16;1;0.306574385605617
39;acs;3;2.91;3.07;0.98;62;0.6;NA;NA;21;1;0.468651258045641
390;acs;3;2.59;5.94;0.4;54;0.32;NA;NA;13;1;0.272485737273259
391;acs;3;2.47;4.62;0.28;54;0.4;NA;NA;11;1;0.363407328847279
392;acs;3;2.55;5.03;0.6;55;0.42;NA;NA;9;1;0.299843841427736
393;acs;3;3.98;2.16;0.04;45;0.85;NA;NA;14;1;0.280754095962551
394;mmas;3;2.83;4.33;0.28;33;NA;NA;NA;14;0;0.614077311293154
395;acs;3;4.86;0.89;0.25;6;0.34;NA;NA;13;1;0.54633996489175
396;acs;3;3.76;4.49;0.21;61;0.63;NA;NA;15;1;0.326119441193681
397;acs;3;2.15;0.94;0.5;32;0.38;NA;NA;17;1;0.408845084844939
398;acs;3;2.05;4.75;0.22;13;0.19;NA;NA;16;1;0.499189950263312
399;acs;3;1.7;5.51;0.52;29;0.38;NA;NA;13;1;0.352418446459918
