CONFIG_ID;algorithm;localsearch;alpha;beta;rho;ants;q0;rasrank;elitistants;nnls;dlb;MNRG
1074;acs;3;2.17;3.65;0.34;45;0.4;NA;NA;22;1;0.456334844938561
1075;acs;3;4.13;5.36;0.51;59;0.03;NA;NA;23;1;0.512400160912814
1076;acs;3;2.5;4.03;0.29;48;0.31;NA;NA;14;1;0.304942217671153
1077;acs;3;2.21;5.13;0.38;42;0.13;NA;NA;14;1;0.291267919836162
1078;acs;3;2.63;4.26;0.2;46;0.32;NA;NA;23;1;0.453906889994149
1079;acs;3;2.52;5.19;0.21;39;0.18;NA;NA;19;1;0.369821167349327
108;acs;3;3.48;4.29;0.82;70;0.2;NA;NA;14;1;0.34673383557636
1080;acs;3;2.26;4.35;0.2;37;0.29;NA;NA;13;1;0.294780939145699
1081;acs;3;2.71;8.78;0.66;6;0.09;NA;NA;42;1;0.767095157987127
1082;mmas;3;1.15;8.16;0.97;60;NA;NA;NA;16;1;0.401353861907548
1083;acs;2;2.4;5.66;0.23;36;0.4;NA;NA;28;0;0.875335356933879
1084;acs;3;1.97;3.86;0.95;25;0.54;NA;NA;38;1;0.729636117612639
1085;acs;3;3.11;8.59;0.85;24;0.9;NA;NA;10;1;0.671336673493271
1086;mmas;3;1.53;9.36;0.89;46;NA;NA;NA;13;1;0.559905280866004
1087;acs;3;2.37;8.46;0.93;24;0.72;NA;NA;10;1;0.500025599765945
1088;mmas;3;1.43;8.61;0.83;45;NA;NA;NA;18;1;0.490694119368052
1089;mmas;3;1.29;8.88;0.88;81;NA;NA;NA;27;1;0.729075117027501
109;acs;3;2.12;5.31;0.95;54;0.14;NA;NA;18;1;0.3725599765945
1090;acs;3;1.72;7.94;0.95;56;0.69;NA;NA;12;1;0.590137141603277
1091;mmas;3;1.3;9.04;0.86;66;NA;NA;NA;12;1;0.329139847864248
1092;mmas;3;1.06;6.24;0.91;63;NA;NA;NA;17;1;0.366509289057929
1093;mmas;3;1.22;9;0.87;51;NA;NA;NA;21;1;0.476045567583382
1094;mmas;3;1.32;8.88;0.84;65;NA;NA;NA;13;1;0.351930588063195
1095;mmas;3;0.97;5.95;0.88;60;NA;NA;NA;15;1;0.310930734347572
1096;mmas;3;0.93;5.04;0.85;46;NA;NA;NA;19;1;0.367799151550614
1097;mmas;3;0.94;5.05;0.89;52;NA;NA;NA;13;1;0.267830968402575
1098;mmas;3;1.07;6.88;0.85;58;NA;NA;NA;13;1;0.298372952018724
1099;mmas;3;1.23;8.26;0.81;67;NA;NA;NA;14;1;0.355316339964892
11;acs;3;4.88;0.23;0.22;55;0.29;NA;NA;11;1;0.282090769455822
110;acs;3;1.99;3.71;0.62;38;0.23;NA;NA;23;1;0.501224400234055
1100;mmas;3;0.92;3.77;0.89;61;NA;NA;NA;48;0;0.735136775892335
1101;mmas;3;1.15;0.49;0.66;38;NA;NA;NA;20;1;0.64796957284962
1102;ras;3;2.71;2.37;0.97;80;NA;18;NA;41;1;0.499494221767115
1103;acs;3;3.69;9.63;0.53;19;0.94;NA;NA;12;0;0.777352618490345
1104;mmas;3;1.18;4.69;0.7;21;NA;NA;NA;19;1;0.543036132241077
1105;acs;3;2.44;0.64;0.42;27;0.71;NA;NA;22;1;0.548514482153306
1106;mmas;3;1.4;0.65;0.73;43;NA;NA;NA;12;1;0.718237273259216
1107;acs;3;1.28;3.58;0.57;44;0.47;NA;NA;15;1;0.824998902867174
1108;mmas;3;0.96;3.21;0.61;10;NA;NA;NA;18;1;0.622460868929198
1109;acs;3;1.9;1.48;0.34;41;0.64;NA;NA;32;1;0.71390542715038
111;acs;3;1.77;5.14;0.84;41;0.4;NA;NA;19;1;0.397540228203628
1110;acs;3;1.63;2.68;0.46;44;0.84;NA;NA;19;1;0.377623244587478
1111;acs;3;1.59;2.32;0.39;37;0.65;NA;NA;22;1;0.512131363370392
1112;acs;3;2.09;2.05;0.45;49;0.52;NA;NA;13;1;0.322732592159157
1113;mmas;3;1.13;3.4;0.57;11;NA;NA;NA;13;1;0.573042349327092
1114;acs;3;1.28;2.06;0.55;39;0.88;NA;NA;19;1;0.410413984786425
1115;acs;3;1.7;1.27;0.48;44;0.92;NA;NA;16;1;0.380795421299005
1116;acs;3;2.11;2.39;0.58;51;0.66;NA;NA;11;1;0.291509289057929
1117;acs;3;1.8;0.69;0.49;33;0.59;NA;NA;13;1;0.332164277355178
1118;acs;3;2.41;3.24;0.45;49;0.46;NA;NA;14;1;0.322503657109421
1119;acs;3;2.17;3.64;0.48;50;0.37;NA;NA;12;1;0.285811878291398
112;acs;3;3.26;4.47;0.75;67;0.26;NA;NA;10;1;0.280819923932124
1120;acs;3;2.06;1.53;0.4;50;0.63;NA;NA;12;1;0.330431904622586
1121;acs;3;2.7;0.37;0.87;14;0.44;NA;NA;5;0;0.859642700409596
1122;eas;3;1.61;2.56;0.96;77;NA;NA;128;29;1;0.847493051492101
1123;ras;3;3.09;3.97;0.61;84;NA;8;NA;36;1;0.631967159157402
1124;acs;3;4.03;9.59;0.42;66;0.83;NA;NA;21;1;0.663107811585723
1125;acs;3;1.73;4.03;0.81;52;0.55;NA;NA;10;1;0.289238955529549
1126;acs;3;1.25;1.96;0.93;25;0.54;NA;NA;14;1;0.51139482153306
1127;acs;3;1.32;3.72;0.98;42;0.63;NA;NA;9;1;0.32590220889409
1128;acs;3;2.1;7.49;0.71;51;0.46;NA;NA;12;1;0.318122074312463
1129;acs;3;1.44;3.4;0.95;36;0.58;NA;NA;13;1;0.343300541252194
113;acs;3;3.15;5.49;0.75;64;0.26;NA;NA;14;1;0.290823215330603
1130;acs;3;1.21;1.63;0.87;37;0.82;NA;NA;16;1;0.401830748976009
1131;acs;3;1.71;3.54;0.91;56;0.55;NA;NA;10;1;0.32378181685196
1132;acs;3;2.43;7.86;0.74;51;0.31;NA;NA;11;1;0.281133338209479
1133;acs;3;2.48;7.29;0.58;52;0.35;NA;NA;11;1;0.276671664716208
1134;acs;3;2.62;6.33;0.88;65;0.63;NA;NA;10;1;0.277185488589819
1135;acs;3;1.71;5.14;0.97;53;0.65;NA;NA;12;1;0.284251755412522
1136;acs;3;2.31;4.07;0.89;60;0.61;NA;NA;16;1;0.314041105909889
1137;acs;3;2.18;3.66;0.98;65;0.64;NA;NA;20;1;0.445358762434172
1138;mmas;3;0.83;5.47;1;6;NA;NA;NA;18;0;0.656985810415448
1139;eas;3;3.18;3.28;0.16;69;NA;NA;713;14;1;0.904949166179052
114;acs;3;1.75;4.48;0.81;42;0.45;NA;NA;17;1;0.372084186658865
1140;acs;3;2.79;8.44;0.92;38;0.24;NA;NA;25;1;0.567796225863078
1141;acs;3;1.89;3.36;0.7;46;0.63;NA;NA;9;1;0.367016530134582
1142;ras;3;1.9;0.38;0.78;82;NA;19;NA;9;1;0.576960942071387
1143;acs;3;1.21;2.75;0.66;24;0.26;NA;NA;14;1;0.694507021650088
1144;mmas;3;1.01;6.4;0.92;13;NA;NA;NA;14;0;0.449808733177297
1145;acs;3;1.89;4.1;0.44;32;0.44;NA;NA;15;1;0.377221693973084
1146;acs;3;2.15;5.49;0.75;31;0.47;NA;NA;12;1;0.443197045055588
1147;acs;3;2.8;1.2;0.63;72;0.84;NA;NA;13;1;0.598135239906378
1148;acs;3;1.78;7.13;0.94;38;0.43;NA;NA;26;1;0.542385898186074
1149;acs;3;1.63;6.82;0.68;37;0.48;NA;NA;8;1;0.376594133996489
115;acs;3;3.45;4.43;0.77;66;0.26;NA;NA;15;1;0.29810378876536
1150;acs;3;3.34;3.46;0.77;77;0.88;NA;NA;11;1;0.274678905792861
1151;acs;3;3.93;4.84;0.4;66;0.25;NA;NA;15;1;0.386343987712112
1152;acs;3;1.74;6.87;0.68;43;0.52;NA;NA;15;1;0.332478423054418
1153;acs;3;1.58;6.4;0.69;40;0.37;NA;NA;10;1;0.350004754242247
1154;acs;3;3.54;2.88;0.82;71;0.55;NA;NA;15;1;0.329655134581627
1155;acs;3;1.61;7.09;0.78;40;0.37;NA;NA;10;1;0.369745099473376
1156;acs;3;3.62;3.36;0.61;68;0.62;NA;NA;15;1;0.317296299005266
1157;acs;3;1.82;6.62;0.61;41;0.4;NA;NA;16;1;0.36087039204213
1158;acs;3;3.11;3.22;0.7;76;0.93;NA;NA;12;1;0.257335430076068
1159;acs;3;3.36;2.6;0.89;71;0.61;NA;NA;14;1;0.316671299005266
116;acs;3;3.07;3.85;0.81;66;0.35;NA;NA;16;1;0.338735371562317
1160;acs;3;3.31;3.06;0.35;39;0.54;NA;NA;24;1;0.672511337039204
1161;acs;3;1.98;4.15;0.24;34;0.81;NA;NA;17;1;0.390541617905208
1162;acs;3;3.72;7.99;0.05;34;0.76;NA;NA;30;1;0.555506143943827
1163;acs;3;1.39;4.46;0.14;18;0.77;NA;NA;18;1;0.494003803393798
1164;acs;3;2.23;6.62;0.13;23;0.34;NA;NA;25;1;0.556635825043885
1165;acs;3;2.29;3.59;0.9;34;0.64;NA;NA;30;1;0.713269090111176
1166;acs;3;4.44;6.81;0.03;34;0.71;NA;NA;30;1;0.531879754242247
1167;acs;3;1.71;4.68;0.38;37;0.83;NA;NA;26;1;0.513884947337624
1168;acs;3;2.35;2.6;0.06;33;0.77;NA;NA;10;1;0.281003510825044
1169;acs;3;3.67;7.19;0.09;41;0.67;NA;NA;24;1;0.41990820655354
117;acs;3;2.15;9.86;0.81;12;0.6;NA;NA;13;1;0.41802077238151
1170;acs;3;2.18;4.06;0.31;40;0.76;NA;NA;17;1;0.411780646576946
1171;acs;3;1.87;5.72;0.19;32;0.5;NA;NA;22;1;0.506385313048566
1172;acs;3;3.08;3.56;0.35;65;0.68;NA;NA;9;1;0.341766018139263
1173;acs;3;2.36;2.66;0.49;55;0.75;NA;NA;18;1;0.357762946167349
1174;acs;3;1.81;2.74;0.13;38;0.69;NA;NA;10;1;0.345643285547104
1175;acs;3;2.5;2.68;0.06;42;0.88;NA;NA;9;1;0.293163399648917
1176;acs;3;1.7;1.59;0.33;36;0.77;NA;NA;20;1;0.420678759508484
1177;acs;3;1.58;2.05;0.26;36;0.77;NA;NA;19;1;0.429000877706261
1178;acs;3;1.54;3.15;0.56;54;0.78;NA;NA;15;1;0.407814877121123
1179;acs;3;2.16;0.96;0.5;57;0.93;NA;NA;16;1;0.329404256875366
118;acs;3;1.49;3.53;0.97;25;0.26;NA;NA;22;1;0.682940681685196
1180;acs;3;3.51;3.27;0.37;63;0.57;NA;NA;16;1;0.317930076067876
1181;ras;3;2.29;1.62;0.29;40;NA;67;NA;8;1;0.893426711527209
1182;acs;2;4.16;7.87;0.16;52;0.42;NA;NA;37;0;0.864308074897601
1183;acs;3;4.56;6.15;0.86;27;0.37;NA;NA;39;1;0.786266822703335
1184;acs;2;1.16;2.95;0.49;32;0.96;NA;NA;44;0;0.889903086600351
1185;acs;3;2.33;0.77;0.37;15;0.15;NA;NA;7;1;0.643341135166764
1186;acs;3;3.97;9.74;0.77;67;0.24;NA;NA;36;1;0.758432928613224
1187;acs;3;2.64;1.34;0.34;12;0.39;NA;NA;10;1;0.488896650087771
1188;acs;3;3.88;8.17;0.75;62;0.33;NA;NA;36;1;0.631788692217671
1189;acs;3;3.19;6.16;0.65;52;0.24;NA;NA;34;1;0.684931246342891
119;ras;3;2.9;0.72;0.82;94;NA;9;NA;46;0;0.662789643066121
1190;acs;3;3.39;6.87;0.58;53;0.31;NA;NA;30;1;0.645785547103569
1191;acs;3;2.87;4.31;0.08;30;0.07;NA;NA;11;1;0.336386410181393
1192;acs;3;2.42;0.85;0.64;35;0.16;NA;NA;19;1;0.473690754827384
1193;acs;3;2.28;6.74;0.41;39;0.17;NA;NA;22;1;0.449656597425395
1194;acs;3;3.45;8.86;0.86;63;0.31;NA;NA;27;1;0.568788399648917
1195;acs;3;3.16;5.34;0.08;39;0.35;NA;NA;10;1;0.275566486249269
1196;acs;3;2.35;6.74;0.67;51;0.44;NA;NA;25;1;0.496434318314804
1197;acs;3;2.11;3.09;0.66;52;0.07;NA;NA;16;1;0.383390871854886
1198;acs;3;1.94;7.14;0.6;46;0.02;NA;NA;19;1;0.582441120538327
1199;acs;3;1.95;0.48;0.52;32;0.24;NA;NA;21;1;0.53527538033938
12;acs;3;4.75;1.72;0.24;56;0.13;NA;NA;10;1;0.309411571094207
120;acs;3;3.5;9.04;0.23;49;0.32;NA;NA;39;0;0.623935049736688
1200;acs;3;3.22;5.87;0.12;38;0.19;NA;NA;15;1;0.318449751316559
1201;acs;3;2.25;7.5;0.51;43;0.04;NA;NA;16;1;0.332450263311878
1202;acs;2;3.99;8.86;0.6;18;0.47;NA;NA;15;0;0.964306246342891
1203;acs;3;3.52;2.93;0.88;87;0.94;NA;NA;8;0;0.68917203042715
1204;acs;3;4.7;7.15;0.43;43;0.3;NA;NA;17;1;0.705012068461088
1205;mmas;2;1.1;1.83;0.46;10;NA;NA;NA;48;1;0.963034303686366
1206;as;3;3.92;3.71;0.89;40;NA;NA;NA;33;0;0.931872440023406
1207;acs;3;2.48;6.04;0.8;10;0.17;NA;NA;15;1;0.474196898771211
1208;acs;3;2.31;5.23;0.89;69;0.97;NA;NA;10;1;0.309200921591574
1209;acs;3;4.75;9.96;0.45;59;0.24;NA;NA;14;1;0.281370684610884
121;acs;3;2.4;7.6;0.55;34;0.46;NA;NA;27;0;0.621210503218256
1210;acs;3;3.62;9.16;0.47;59;0.18;NA;NA;13;1;0.304464599180807
1211;acs;3;4.75;8.68;0.45;64;0.21;NA;NA;11;1;0.277150746050322
1212;acs;3;1.7;6.14;0.89;59;0.93;NA;NA;10;1;0.354414862492686
1213;acs;3;2.41;6.33;0.91;69;0.9;NA;NA;12;1;0.356289862492686
1214;acs;3;3.55;8.92;0.46;56;0.19;NA;NA;16;1;0.313327603861908
1215;acs;3;4.97;9.34;0.42;59;0.27;NA;NA;13;1;0.299872001170275
1216;acs;3;4.1;9.6;0.39;58;0.13;NA;NA;15;1;0.320577091866589
1217;acs;3;4.58;9.04;0.4;57;0.11;NA;NA;12;1;0.29064438267993
1218;acs;3;4.46;4.94;0.41;40;0.08;NA;NA;11;0;0.742074678174371
1219;mmas;3;1.26;1.34;0.49;6;NA;NA;NA;10;1;0.84434501170275
122;acs;3;3.12;6.43;0.56;21;0.38;NA;NA;10;0;0.656631070801638
1220;mmas;3;3.41;6.27;0.16;24;NA;NA;NA;25;1;0.694184098888239
1221;acs;2;1.06;6.58;0.81;21;0.74;NA;NA;15;1;0.926119806904623
1222;acs;3;4.52;6.78;0.19;16;0.59;NA;NA;29;1;0.703721840257461
1223;acs;3;4.78;5.6;0.1;13;0.07;NA;NA;37;1;0.7121010093622
1224;mmas;3;2.85;6.34;0.31;42;NA;NA;NA;14;1;0.609341720304271
1225;acs;3;3.63;6.61;0.17;52;0.29;NA;NA;10;1;0.283423785839672
1226;acs;3;2.71;0.12;0.07;21;0.53;NA;NA;26;1;0.606479666471621
1227;acs;3;3.62;7.88;0.25;13;0.69;NA;NA;27;1;0.654593329432417
1228;acs;3;3.61;0.46;0.04;18;0.51;NA;NA;15;1;0.454281012287888
1229;acs;3;3.18;8.14;0.33;45;0.23;NA;NA;9;1;0.37584223229959
123;acs;3;2.74;9.91;0.51;14;0.35;NA;NA;16;0;0.632511702750146
1230;acs;3;2.87;5.6;0.18;37;0.03;NA;NA;8;1;0.435694119368051
1231;acs;3;3.38;6.78;0.18;52;0.05;NA;NA;14;1;0.415200775307197
1232;acs;3;2.88;4.73;0.2;46;0.05;NA;NA;11;1;0.262484640140433
1233;acs;3;3.98;5.51;0.23;53;0.25;NA;NA;12;1;0.278308221181978
1234;acs;3;3.44;7.9;0.15;44;0.15;NA;NA;14;1;0.26945435927443
1235;acs;3;3.56;6.22;0.1;47;0.37;NA;NA;13;1;0.271100424224693
1236;acs;3;3.18;4;0.32;51;0.02;NA;NA;12;1;0.280454578700995
1237;acs;3;4.25;5.73;0.19;60;0.44;NA;NA;12;1;0.305558074897601
1238;acs;3;3.98;5.14;0.26;61;0.23;NA;NA;14;1;0.361438341135167
1239;acs;3;3.06;3.54;0.15;48;0.14;NA;NA;11;1;0.289204212990053
124;acs;3;2.35;7.46;0.52;14;0.71;NA;NA;14;1;0.473165959625512
1240;ras;3;3.87;5.44;0.59;58;NA;34;NA;17;1;0.841008996489175
1241;acs;2;2;4.19;0.96;70;0.97;NA;NA;46;0;0.854639409011118
1242;eas;3;2.54;4.66;0.14;23;NA;NA;384;9;0;0.892118197776477
1243;mmas;3;3.91;6.61;0.43;38;NA;NA;NA;18;1;0.902466354593329
1244;acs;3;4.49;0.92;0.25;52;0.85;NA;NA;42;0;0.843179856641311
1245;acs;3;4.24;9.69;0.39;35;0.7;NA;NA;29;0;0.791384947337624
1246;mmas;3;4.96;0.41;0.16;11;NA;NA;NA;19;0;0.873154622586308
1247;acs;3;4.27;2.04;0.12;46;0.57;NA;NA;31;0;0.635588794616735
1248;mmas;3;2.09;2.21;0.15;24;NA;NA;NA;15;1;0.684953554710357
1249;acs;3;2.66;3.54;0.13;24;0.45;NA;NA;12;0;0.597567656524283
125;acs;3;2.41;6.66;0.05;14;0.29;NA;NA;18;1;0.467848888238736
1250;acs;3;4.21;0.22;0.02;41;0.99;NA;NA;45;0;0.667558513750731
1251;mmas;3;4.98;0.51;0.12;25;NA;NA;NA;21;0;0.710479081334114
1252;mmas;3;2.91;3.64;0.18;30;NA;NA;NA;10;0;0.541671664716208
1253;acs;3;2.81;2.62;0.18;37;0.3;NA;NA;8;1;0.473638092451726
1254;acs;3;3.75;8.3;0.19;54;0.72;NA;NA;10;0;0.519309903452311
1255;acs;3;2.72;2.5;0.26;52;0.05;NA;NA;10;1;0.446817583382095
1256;acs;3;2.05;3.31;0.28;38;0.11;NA;NA;8;1;0.383956992393212
1257;acs;3;2.97;3.55;0.29;53;0.22;NA;NA;12;1;0.281785400819193
1258;acs;3;3.51;3.46;0.04;33;0.19;NA;NA;10;1;0.289956846108836
1259;acs;3;2.6;3.03;0.19;43;0.29;NA;NA;12;1;0.281952896430661
126;acs;3;2.26;0.75;0.96;39;0.15;NA;NA;13;1;0.39716281451141
1260;acs;3;2.75;2.74;0.21;48;0.42;NA;NA;18;1;0.345524795201872
1261;acs;3;3.06;4.84;0.21;54;0.3;NA;NA;13;1;0.339915520772382
1262;acs;3;2.95;1.65;0.41;52;0.19;NA;NA;10;1;0.306909376828555
1263;acs;3;2.58;2.38;0.25;47;0.41;NA;NA;21;1;0.414482519016969
1264;acs;3;2.9;4.91;0.3;58;0.46;NA;NA;11;1;0.307394309537741
1265;acs;3;2.57;3.87;0.24;43;0.38;NA;NA;10;1;0.336706407255705
1266;acs;3;2.71;3.48;0.19;50;0.4;NA;NA;9;1;0.312707723815097
1267;acs;3;2.8;4.94;0.28;55;0.48;NA;NA;9;1;0.285376682270334
1268;acs;3;2.6;1.89;0.39;51;0.26;NA;NA;12;1;0.30529842012873
1269;mmas;3;3.5;0.85;0.18;35;NA;NA;NA;22;0;0.673574824458748
127;acs;3;2.66;8.9;0.65;28;0.42;NA;NA;14;1;0.443436220011703
1270;acs;2;2.4;5.54;0.21;26;0.56;NA;NA;44;0;0.926843548858982
1271;acs;3;2.71;9.91;0.65;44;0.99;NA;NA;30;1;0.72213282621416
1272;acs;3;1.97;4.99;0.99;40;0.38;NA;NA;45;1;0.710959991222937
1273;acs;3;2.02;4.62;0.69;33;0.26;NA;NA;30;1;0.689471181977765
1274;acs;3;4.62;6.68;0.23;61;0.84;NA;NA;25;1;0.491313267992978
1275;acs;3;3.22;2.05;0.94;66;0.73;NA;NA;23;1;0.537055661205383
1276;acs;3;1.5;4.32;0.43;49;0.84;NA;NA;37;1;0.724541764189585
1277;acs;3;1.89;1.99;0.18;11;0.09;NA;NA;17;1;0.656726887068461
1278;acs;3;3.07;3.11;0.89;68;0.46;NA;NA;22;1;0.505558440608543
1279;acs;3;3.36;3.7;0.91;83;0.92;NA;NA;8;1;0.386779183733177
128;acs;3;1.63;6.96;0.75;9;0.73;NA;NA;14;1;0.438247878876536
1280;acs;3;1.9;2.14;0.83;47;0.6;NA;NA;11;1;0.333835942071387
1281;acs;3;2.12;1.8;0.84;51;0.44;NA;NA;20;1;0.428301272674078
1282;acs;3;2.71;2.7;0.74;53;0.23;NA;NA;23;1;0.531180880631948
1283;acs;3;1.77;0.71;0.87;48;0.76;NA;NA;20;1;0.445820289643066
1284;acs;3;1.69;1.49;0.91;37;0.59;NA;NA;12;1;0.346059830310123
1285;acs;3;2.6;2.99;0.77;57;0.08;NA;NA;20;1;0.413376609128145
1286;acs;3;2.17;2.34;0.88;58;0.53;NA;NA;14;1;0.326315096547689
1287;acs;3;2.45;1.36;0.94;55;0.55;NA;NA;13;1;0.346571459918081
1288;acs;3;2.87;2.75;0.71;61;0.58;NA;NA;21;1;0.422546811000585
1289;acs;3;1.77;2.57;0.92;52;0.63;NA;NA;11;1;0.278411351667642
129;acs;3;2.29;1.08;0.78;53;0.1;NA;NA;11;1;0.362993344060854
1290;acs;3;1.64;2.51;0.96;49;0.77;NA;NA;15;1;0.320163472791106
1291;acs;3;2.67;2.72;0.93;66;0.57;NA;NA;12;1;0.282866076653013
1292;acs;3;2.28;3.04;0.95;65;0.64;NA;NA;17;1;0.368846547688707
1293;acs;3;2.56;2.66;0.95;67;0.74;NA;NA;10;1;0.275800175541252
1294;acs;2;3.89;1.06;0.92;64;0.11;NA;NA;20;0;0.900731421884143
1295;acs;3;2.25;5.91;0.81;47;0.82;NA;NA;21;0;0.664422542422469
1296;acs;2;4.48;7.39;0.87;76;0.78;NA;NA;9;0;0.899598449385606
1297;acs;3;3.07;0.83;0.59;31;0.31;NA;NA;13;0;0.666553540081919
1298;acs;3;1.24;4.25;0.57;22;0.04;NA;NA;18;1;0.81299956114687
1299;acs;3;3.56;2.35;0.28;55;0.58;NA;NA;22;1;0.420953042715038
13;acs;3;4.43;4.42;0.19;55;0.12;NA;NA;15;1;0.293926272674078
130;acs;3;1.38;7.07;0.6;15;0.81;NA;NA;11;1;0.382875950848449
1300;acs;3;1.8;0.63;0.86;45;0.95;NA;NA;10;1;0.522013970157987
1301;acs;3;2.65;6.03;0.35;45;0.7;NA;NA;19;1;0.425762141603277
1302;acs;3;2.04;4.28;0.43;16;0.15;NA;NA;15;1;0.467451726155647
1303;acs;3;4.79;1.88;0.27;64;0.78;NA;NA;20;1;0.384640871854886
1304;acs;3;2.57;4.87;0.41;52;0.8;NA;NA;13;1;0.339764116442364
1305;acs;3;2.46;4.81;0.32;47;0.16;NA;NA;8;1;0.33643358689292
1306;acs;3;3.98;4.51;0.41;65;0.58;NA;NA;15;1;0.264662448800468
1307;acs;3;2.67;5.98;0.36;55;0.61;NA;NA;15;1;0.294285400819193
1308;acs;3;1.68;5.61;0.44;26;0.12;NA;NA;17;1;0.454310634874195
1309;acs;3;3.32;4.29;0.47;64;0.53;NA;NA;12;1;0.267087112346401
131;acs;3;1.94;9.73;0.58;27;0.58;NA;NA;14;1;0.365290740198947
1310;acs;3;4.4;4.12;0.47;73;0.65;NA;NA;10;1;0.291086161497952
1311;acs;3;4.59;4.15;0.35;67;0.52;NA;NA;14;1;0.279810196021065
1312;acs;3;3.5;3.5;0.39;63;0.63;NA;NA;10;1;0.259783133411352
1313;acs;3;4.46;3.71;0.42;71;0.72;NA;NA;11;1;0.260126170275015
1314;acs;3;4.78;3.02;0.36;66;0.7;NA;NA;13;1;0.283462916910474
1315;eas;3;2.52;5.71;0.37;14;NA;NA;35;38;1;0.936307782328847
1316;ras;3;4.09;0.08;0.68;44;NA;78;NA;18;1;0.931791617905208
1317;eas;2;1.04;1.17;0.48;96;NA;NA;726;38;1;0.991580602691633
1318;ras;3;3.85;4.3;0.92;66;NA;55;NA;46;0;0.846766018139263
1319;eas;3;2.8;8.52;0.91;39;NA;NA;53;29;1;0.895027062609713
132;acs;3;2.18;8.73;0.71;42;0.44;NA;NA;12;1;0.315965476887068
1320;acs;3;4.03;1.07;0.98;52;0.47;NA;NA;39;1;0.881159669397308
1321;acs;3;3.35;1.43;0.81;48;0.2;NA;NA;22;0;0.753617978349912
1322;acs;3;4.54;3.65;0.72;68;0.65;NA;NA;36;1;0.770446898771211
1323;acs;3;3.72;1.24;0.92;39;0.59;NA;NA;40;1;0.828407694558221
1324;acs;3;3.52;4.48;0.84;52;0.41;NA;NA;12;0;0.74931136629608
1325;acs;3;3.27;5.3;0.22;46;0.55;NA;NA;26;0;0.579531158572264
1326;acs;3;4.78;5.18;0.59;64;0.44;NA;NA;30;1;0.737746854885898
1327;acs;3;3.23;3.48;0.92;65;0.55;NA;NA;10;0;0.60099217378584
1328;acs;3;3.71;3.25;0.41;60;0.3;NA;NA;30;1;0.66741698361615
1329;acs;3;4.75;4.23;0.6;74;0.58;NA;NA;32;1;0.706801857811586
133;acs;3;1.6;5.08;0.12;18;0.5;NA;NA;12;1;0.382086380924517
1330;acs;3;3.22;7.12;0.83;49;0.47;NA;NA;20;1;0.58185561732007
1331;acs;3;3.84;3.77;0.28;58;0.41;NA;NA;25;1;0.518443534230544
1332;acs;3;3.01;8.39;0.87;52;0.25;NA;NA;24;1;0.514660620245758
1333;acs;3;4.26;2.9;0.46;68;0.58;NA;NA;21;1;0.462564730836747
1334;acs;3;4.28;2.16;0.4;69;0.78;NA;NA;17;1;0.360120684610884
1335;acs;3;3.57;1.97;0.45;63;0.62;NA;NA;23;1;0.511352764774722
1336;acs;3;4.05;3.19;0.24;61;0.47;NA;NA;22;1;0.531619733762434
1337;acs;2;4.07;5.62;0.22;17;0.96;NA;NA;49;0;0.988057343475717
1338;ras;3;4.85;7.18;0.56;68;NA;87;NA;10;0;0.976308513750731
1339;mmas;3;1.41;5.31;0.87;26;NA;NA;NA;36;0;0.950486029842013
134;acs;3;1.9;8.6;0.54;26;0.61;NA;NA;14;1;0.368579578700995
1340;acs;3;3.26;9.6;0.76;39;0.95;NA;NA;14;0;0.818702091866589
1341;acs;3;4.11;8.91;0.19;57;0.18;NA;NA;8;0;0.71455858689292
1342;acs;3;4.84;9.16;0.67;32;0.17;NA;NA;12;1;0.712107592159157
1343;mmas;3;4.28;6.49;0.29;53;NA;NA;NA;16;1;0.721974107665301
1344;acs;3;4.79;8.53;0.16;52;0.44;NA;NA;5;0;0.72796262434172
1345;acs;3;2.78;5.9;0.09;30;0.23;NA;NA;10;0;0.479448507899356
1346;acs;3;3.99;9.24;0.42;42;0.01;NA;NA;8;0;0.610092890579286
1347;acs;3;4.28;8.73;0.75;29;0.47;NA;NA;16;1;0.644425833820948
1348;acs;3;4.54;9.59;0.66;5;0.23;NA;NA;11;1;0.565834186658865
1349;acs;3;2.25;9.96;0.59;24;0.48;NA;NA;11;1;0.3939760093622
135;acs;3;2.1;8.07;0.53;42;0.32;NA;NA;12;1;0.322322630193095
1350;acs;3;4.67;9.2;0.25;44;0.45;NA;NA;9;0;0.611560854300761
1351;acs;3;2.39;8.79;0.72;30;0.02;NA;NA;9;0;0.573583601521357
1352;acs;3;3.96;7.11;0.72;9;0.16;NA;NA;12;1;0.512645187244002
1353;acs;3;2.54;9.33;0.38;51;0.73;NA;NA;12;1;0.41168958455237
1354;acs;3;2.66;8.21;0.42;10;0.44;NA;NA;14;1;0.454604666471621
1355;acs;3;1.85;9.79;0.43;36;0.32;NA;NA;11;1;0.583524722059684
1356;acs;3;2.14;9.28;0.26;28;0.47;NA;NA;15;1;0.372453554710357
1357;acs;3;2.32;9.14;0.47;44;0.43;NA;NA;9;1;0.343296152720889
1358;acs;3;2.38;9.58;0.46;27;0.4;NA;NA;11;1;0.372537302516091
1359;acs;3;2.49;9.38;0.65;49;0.8;NA;NA;10;1;0.342588867758923
136;acs;3;2.26;9.02;0.59;41;0.5;NA;NA;16;1;0.348784011117613
