CONFIG_ID;B;M;INSTANCES;BR;MR;BNR;MNR;BG;MG;BRG;MRG;BNRG;MNRG;QUALITY
1;16.3713235776154;140250.579039724;5;260;313;0.598152424942263;0.776240250026953;86.1051818652604;260024.75194387;260;313;0.598152424942263;0.776240250026953;1.33685820837975
2;16.8114487434757;20330.8588554984;5;230;289.2;0.625866050808314;0.709357245747243;91.1084165547207;66571.4782838644;230;289.2;0.625866050808314;0.709357245747243;1.22167081212025
3;27.6751643702889;8592.16383713553;5;173;238.6;0.366737739872068;0.590114346865597;191.019305975341;28958.6341687132;173;238.6;0.366737739872068;0.590114346865597;1.01630804182408
4;67.3758977263595;3299675.66992177;5;303;359.8;0.811023622047244;0.886793101436919;665.91264232563;5269631.4835521;303;359.8;0.811023622047244;0.886793101436919;1.52725478580803
5;0.922512123603843;7949.09929596233;7;36;164.142857142857;0.0918635170603675;0.436609754547802;12.796911630078;24338.8917590584;36;164.142857142857;0.0918635170603675;0.436609754547802;0.703426826771459
6;14.8630361843638;133396942.728064;5;184;287;0.422632794457275;0.720217723488259;68.9593415613052;211290516.002786;184;287;0.422632794457275;0.720217723488259;1.24037496822978
7;43.4272466470404;47064942.4467867;5;292;356.6;0.808333333333333;0.879942351340772;393.670264156623;74574622.9522682;292;356.6;0.808333333333333;0.879942351340772;1.51545627175355
8;16.7605811727609;30127375.6089191;5;271;319.8;0.623556581986143;0.793308455870387;90.5301665156175;47750893.5609578;271;319.8;0.623556581986143;0.793308455870387;1.36625345177678
9;1.22118543454491;355.179791473126;5;3;209;0.00426439232409382;0.528780942386562;318.438093641533;1105.55671466502;3;209;0.00426439232409382;0.528780942386562;0.910678289665745
10;16.1761256499409;329495787.173005;5;252;332.8;0.579676674364896;0.826048822592381;83.8862198089935;521873091.323596;252;332.8;0.579676674364896;0.826048822592381;1.4226396389091
11;15.0147072247718;20228.358373034;5;187;261.2;0.445727482678984;0.639848445543957;70.6835006633468;65015.9774878024;187;261.2;0.445727482678984;0.639848445543957;1.10196121177015
12;1.60051325310468;4531.24344318537;9;48;142.777777777778;0.144385026737968;0.40754520705519;12.3779929274816;13759.0809865758;48;142.777777777778;0.144385026737968;0.40754520705519;0.611317810582785
13;25.2577139349364;225110590.519989;5;341;366.8;0.889145496535797;0.907271898990543;187.123482904534;356576258.131245;341;366.8;0.889145496535797;0.907271898990543;1.56252382603927
14;91.6663097252598;3526062666.9908;5;360;402.4;0.984042553191489;0.993817405023036;12259.457208552;5584423064.27379;360;402.4;0.984042553191489;0.993817405023036;1.71157441976189
15;29.4614256853127;38345.9849885534;5;290;334.8;0.742004264392324;0.828006801722103;234.910244683685;94718.3834773474;290;334.8;0.742004264392324;0.828006801722103;1.42601171407696
16;1.14125038673308;11764.1876240387;7;6;158;0.0133689839572193;0.41807032686326;2.68203359908187;38441.5268550843;6;158;0.0133689839572193;0.41807032686326;0.673557748835251
17;17.3385423879685;462483829.712164;5;295;324.8;0.669509594882729;0.812667077969036;97.1002875298006;732482116.955899;295;324.8;0.669509594882729;0.812667077969036;1.39959330094667
18;1.41315669013782;9144.43141605177;7;118;204.571428571429;0.31283422459893;0.544313563858778;12.5511330674027;29627.5484160349;118;204.571428571429;0.31283422459893;0.544313563858778;0.876949630661365
19;81.652253705586;1345339069.76122;5;357;390.6;0.946695095948827;0.965728313152461;6333.76834647413;2130701579.53487;357;390.6;0.946695095948827;0.965728313152461;1.66319876154035
