CONFIG_ID;IS_ELITE;IS_BEST;algorithm;localsearch;alpha;beta;rho;ants;q0;rasrank;elitistants;nnls;dlb
129;FALSE;FALSE;ras;1;3.24;4.7;0.92;48;NA;31;NA;32;1
130;FALSE;FALSE;mmas;1;1.08;8.93;0.49;58;NA;NA;NA;36;0
131;FALSE;FALSE;acs;0;4.18;6.58;0.54;99;0.36;NA;NA;NA;NA
132;FALSE;FALSE;acs;1;2.95;9.12;0.56;26;0.39;NA;NA;37;1
133;FALSE;FALSE;ras;0;4.55;6.96;0.1;20;NA;78;NA;NA;NA
134;FALSE;FALSE;acs;0;0.89;9.49;0.4;45;0.09;NA;NA;NA;NA
135;FALSE;FALSE;acs;2;0.26;3.01;0.27;96;0.18;NA;NA;48;0
136;FALSE;FALSE;mmas;3;2.36;6.03;0.89;90;NA;NA;NA;17;1
137;FALSE;FALSE;mmas;2;0.12;7.77;0.73;72;NA;NA;NA;24;1
138;FALSE;FALSE;acs;0;2.47;2.7;0.35;6;0.19;NA;NA;NA;NA
139;FALSE;FALSE;acs;3;1.57;1.57;0.7;99;0.49;NA;NA;30;1
140;FALSE;FALSE;eas;3;0.54;7.32;0.4;60;NA;NA;548;39;0
141;TRUE;FALSE;acs;3;3.11;8.59;0.85;24;0.9;NA;NA;10;1
142;FALSE;FALSE;acs;1;2.56;5.57;0.39;39;0.57;NA;NA;37;1
143;FALSE;FALSE;mmas;2;0.22;6.93;0.78;55;NA;NA;NA;39;1
144;FALSE;FALSE;eas;2;3.84;4.48;0.9;24;NA;NA;498;38;0
145;FALSE;FALSE;acs;2;1.44;6.52;0.98;50;0.24;NA;NA;37;1
146;FALSE;FALSE;eas;0;0.98;8.75;0.59;35;NA;NA;176;NA;NA
147;FALSE;FALSE;acs;2;3.3;3.76;0.38;65;0.39;NA;NA;42;1
148;FALSE;FALSE;mmas;3;3.07;0.65;0.89;69;NA;NA;NA;28;1
149;FALSE;FALSE;acs;1;3.74;4.07;0.62;38;0.59;NA;NA;17;0
150;FALSE;FALSE;ras;0;3.55;6.98;0.36;46;NA;11;NA;NA;NA
151;FALSE;FALSE;as;2;0.14;3.82;0.92;35;NA;NA;NA;15;1
152;FALSE;FALSE;ras;0;1.81;8.49;0.8;89;NA;26;NA;NA;NA
153;FALSE;FALSE;acs;1;2.07;9.32;0.76;66;0.76;NA;NA;29;1
154;FALSE;FALSE;acs;0;1.02;5.09;0.67;73;0.33;NA;NA;NA;NA
155;FALSE;FALSE;ras;3;1.96;2.88;0.9;78;NA;29;NA;18;1
156;FALSE;FALSE;mmas;2;2.92;5.12;0.72;73;NA;NA;NA;36;1
157;FALSE;FALSE;as;3;3.07;5.09;0.74;20;NA;NA;NA;39;0
158;FALSE;FALSE;acs;2;2.84;8.56;0.23;53;0.67;NA;NA;27;1
159;FALSE;FALSE;eas;3;4.69;9.95;0.98;76;NA;NA;455;21;0
160;FALSE;FALSE;eas;0;3.56;5.75;0.73;18;NA;NA;291;NA;NA
161;TRUE;FALSE;mmas;3;1.53;9.36;0.89;46;NA;NA;NA;13;1
162;FALSE;FALSE;mmas;3;1.13;4.87;0.77;78;NA;NA;NA;10;0
163;FALSE;FALSE;ras;0;3.72;2.52;0.28;42;NA;39;NA;NA;NA
164;FALSE;FALSE;as;3;0.91;9.97;0.59;39;NA;NA;NA;14;1
165;FALSE;FALSE;acs;0;2.9;8.25;0.17;23;0.3;NA;NA;NA;NA
166;FALSE;FALSE;eas;2;1.03;9.54;0.61;33;NA;NA;136;30;0
167;FALSE;FALSE;acs;0;1.13;8.08;0.89;43;0.71;NA;NA;NA;NA
168;FALSE;FALSE;acs;2;2.67;7.19;0.39;25;0.24;NA;NA;36;0
169;FALSE;FALSE;mmas;3;1.72;8.25;0.64;40;NA;NA;NA;13;1
170;FALSE;FALSE;acs;1;0.58;3.68;0.77;29;0.41;NA;NA;42;0
171;FALSE;FALSE;acs;1;2.96;3.58;0.47;19;0.22;NA;NA;33;1
172;FALSE;FALSE;eas;0;3.23;6.37;0.66;14;NA;NA;607;NA;NA
173;FALSE;FALSE;mmas;2;0.83;5.76;0.69;57;NA;NA;NA;15;1
174;FALSE;FALSE;mmas;3;0.83;9.53;0.52;52;NA;NA;NA;12;1
175;FALSE;FALSE;eas;3;2.22;7.9;0.61;26;NA;NA;79;16;0
176;FALSE;FALSE;mmas;3;1.62;8.21;0.62;41;NA;NA;NA;8;1
177;TRUE;FALSE;acs;3;2.37;8.46;0.93;24;0.72;NA;NA;10;1
178;FALSE;FALSE;as;3;3.57;8.17;0.73;41;NA;NA;NA;9;1
179;FALSE;FALSE;ras;3;1.33;9.11;0.57;51;NA;62;NA;10;1
180;FALSE;FALSE;mmas;0;1.62;8.95;0.92;34;NA;NA;NA;NA;NA
181;FALSE;FALSE;ras;3;2.06;9.35;0.84;86;NA;9;NA;23;1
182;FALSE;FALSE;mmas;3;1.26;7.7;0.85;19;NA;NA;NA;6;0
183;FALSE;FALSE;as;3;0.58;7.47;0.76;21;NA;NA;NA;16;1
184;FALSE;FALSE;mmas;2;2.27;9.91;0.75;40;NA;NA;NA;17;0
185;FALSE;FALSE;mmas;3;1.98;9.35;0.66;53;NA;NA;NA;12;1
186;FALSE;FALSE;mmas;3;2.39;5.25;0.88;43;NA;NA;NA;14;0
187;FALSE;FALSE;mmas;0;2.16;7.21;0.97;54;NA;NA;NA;NA;NA
188;FALSE;FALSE;eas;1;3.29;8.09;0.75;73;NA;NA;483;13;1
189;FALSE;FALSE;acs;2;2.75;7.8;0.75;33;0.96;NA;NA;21;1
190;FALSE;FALSE;mmas;3;0.68;8.62;0.92;58;NA;NA;NA;30;0
191;FALSE;FALSE;mmas;0;1.31;9.59;0.73;57;NA;NA;NA;NA;NA
192;FALSE;FALSE;mmas;3;0.05;7.26;0.92;82;NA;NA;NA;19;1
193;FALSE;FALSE;mmas;3;0.71;4.4;0.84;35;NA;NA;NA;11;1
194;TRUE;FALSE;mmas;3;1.43;8.61;0.83;45;NA;NA;NA;18;1
195;FALSE;FALSE;eas;3;2.9;9.11;0.68;43;NA;NA;719;14;1
196;FALSE;FALSE;mmas;1;0.26;8.62;0.8;19;NA;NA;NA;13;0
197;FALSE;FALSE;mmas;3;2.39;6.91;0.79;92;NA;NA;NA;36;1
198;FALSE;FALSE;as;3;1.46;6.13;0.59;64;NA;NA;NA;33;1
199;FALSE;FALSE;eas;3;1.42;8.3;0.85;26;NA;NA;403;5;1
200;FALSE;FALSE;acs;2;2.42;7.57;0.96;57;0.04;NA;NA;33;1
201;FALSE;FALSE;ras;2;0.52;8.48;0.97;47;NA;99;NA;25;1
202;FALSE;FALSE;eas;2;4.51;6.77;0.49;18;NA;NA;202;15;1
203;FALSE;FALSE;mmas;1;1.63;5.96;0.59;93;NA;NA;NA;21;1
204;FALSE;FALSE;acs;3;1.3;7.61;0.77;95;0.33;NA;NA;16;1
205;FALSE;FALSE;mmas;1;2.84;4.55;0.73;38;NA;NA;NA;18;0
206;FALSE;FALSE;mmas;3;1.07;9.6;0.7;51;NA;NA;NA;14;1
207;FALSE;FALSE;mmas;0;1.28;5.97;0.81;68;NA;NA;NA;NA;NA
208;FALSE;FALSE;eas;3;0.81;8.44;0.8;98;NA;NA;447;25;1
209;FALSE;FALSE;mmas;1;2.48;6.91;0.69;29;NA;NA;NA;12;1
210;FALSE;FALSE;eas;0;1.28;9.51;0.67;73;NA;NA;112;NA;NA
211;FALSE;FALSE;mmas;3;3.37;9.93;0.42;51;NA;NA;NA;9;0
212;FALSE;FALSE;mmas;1;0.9;4.64;0.91;52;NA;NA;NA;30;0
213;FALSE;FALSE;mmas;3;2.46;9.55;0.73;67;NA;NA;NA;15;1
214;FALSE;FALSE;acs;1;3.02;5.09;0.82;27;0.55;NA;NA;21;1
215;FALSE;FALSE;ras;3;1.47;8.14;0.88;23;NA;30;NA;11;1
216;FALSE;FALSE;mmas;3;1.55;8.95;0.96;65;NA;NA;NA;5;1
217;FALSE;FALSE;ras;3;1.19;9.87;0.76;43;NA;66;NA;26;1
218;FALSE;FALSE;mmas;3;1.09;5.75;0.93;52;NA;NA;NA;12;1
219;FALSE;FALSE;as;3;1.25;5.57;0.89;49;NA;NA;NA;22;1
220;FALSE;FALSE;mmas;3;4.46;8.18;0.87;58;NA;NA;NA;36;0
221;FALSE;FALSE;as;3;0.9;6.37;0.82;87;NA;NA;NA;10;0
222;FALSE;FALSE;mmas;3;2.79;7.49;0.82;20;NA;NA;NA;22;1
223;FALSE;FALSE;mmas;2;1.78;6.49;0.84;64;NA;NA;NA;13;0
224;FALSE;FALSE;ras;3;0.47;6.63;0.98;57;NA;29;NA;16;1
225;TRUE;FALSE;mmas;3;1.29;8.88;0.88;81;NA;NA;NA;27;1
226;FALSE;FALSE;as;3;2.76;9.79;0.25;15;NA;NA;NA;22;1
227;FALSE;FALSE;mmas;3;0.61;9.47;0.61;81;NA;NA;NA;9;0
228;FALSE;FALSE;mmas;3;1.66;6.67;0.77;83;NA;NA;NA;17;1
229;FALSE;FALSE;acs;1;1.26;8.84;0.79;21;0.18;NA;NA;21;1
230;FALSE;FALSE;acs;3;1.83;8.46;0.94;57;0.76;NA;NA;6;1
231;FALSE;FALSE;as;2;1.64;8.3;0.72;33;NA;NA;NA;14;1
232;FALSE;FALSE;acs;1;2.27;8.76;0.95;29;0.52;NA;NA;10;0
233;FALSE;FALSE;acs;3;1.17;7.51;0.87;18;0.05;NA;NA;18;1
234;FALSE;FALSE;mmas;2;2.88;9.3;0.93;31;NA;NA;NA;18;0
235;FALSE;FALSE;mmas;3;2.44;8.76;0.98;40;NA;NA;NA;21;1
236;FALSE;FALSE;mmas;3;2.48;8.09;0.92;77;NA;NA;NA;33;1
237;FALSE;FALSE;ras;3;1;5.29;0.86;37;NA;55;NA;6;0
238;FALSE;FALSE;ras;3;0.15;9.5;0.7;94;NA;7;NA;32;1
239;FALSE;FALSE;mmas;2;1.9;8.84;0.76;55;NA;NA;NA;10;1
240;FALSE;FALSE;eas;3;3.15;9.14;0.95;63;NA;NA;20;7;1
241;FALSE;FALSE;mmas;3;2.7;4.59;0.92;66;NA;NA;NA;25;1
242;FALSE;FALSE;acs;1;1.97;4.16;0.71;22;0.79;NA;NA;5;1
243;FALSE;FALSE;eas;3;0.41;8.79;0.82;56;NA;NA;45;9;1
244;FALSE;FALSE;mmas;2;0.6;6.61;0.99;34;NA;NA;NA;42;1
245;FALSE;FALSE;eas;3;0.87;8.98;0.65;47;NA;NA;131;7;1
246;FALSE;FALSE;mmas;0;3.29;9.46;0.98;65;NA;NA;NA;NA;NA
247;FALSE;FALSE;acs;1;4.28;9.12;0.99;65;0.35;NA;NA;15;1
248;FALSE;FALSE;mmas;3;3.18;8.26;0.97;56;NA;NA;NA;19;1
249;FALSE;FALSE;acs;3;2.32;7.4;0.98;35;0.81;NA;NA;26;1
250;FALSE;FALSE;mmas;3;2.37;7.91;0.88;56;NA;NA;NA;6;1
251;FALSE;FALSE;mmas;3;1.76;7.4;0.86;58;NA;NA;NA;23;1
252;FALSE;FALSE;mmas;3;0.9;5.37;0.88;59;NA;NA;NA;22;1
253;FALSE;FALSE;mmas;3;0.53;7.66;0.75;30;NA;NA;NA;13;1
254;FALSE;FALSE;mmas;3;1.7;5.9;0.77;65;NA;NA;NA;12;1
255;FALSE;FALSE;mmas;3;1.58;6.8;0.62;44;NA;NA;NA;25;1
256;FALSE;FALSE;mmas;3;0.73;9.87;0.78;51;NA;NA;NA;24;1
257;FALSE;FALSE;mmas;3;0.82;9.77;0.96;59;NA;NA;NA;6;1
258;FALSE;FALSE;acs;3;2.42;5.97;1;33;0.73;NA;NA;5;1
259;FALSE;FALSE;mmas;3;0.73;6.27;1;64;NA;NA;NA;28;1
260;FALSE;FALSE;mmas;3;0.83;5.6;0.81;58;NA;NA;NA;14;1
261;TRUE;FALSE;acs;3;1.72;7.94;0.95;56;0.69;NA;NA;12;1
262;FALSE;FALSE;mmas;3;0.88;9.11;0.69;86;NA;NA;NA;23;1
263;FALSE;FALSE;ras;3;0.97;8.72;0.93;47;NA;9;NA;21;1
264;FALSE;FALSE;acs;2;2.8;7.28;0.98;40;0.77;NA;NA;5;1
265;TRUE;FALSE;mmas;3;1.3;9.04;0.86;66;NA;NA;NA;12;1
266;FALSE;FALSE;mmas;3;1.04;7.99;0.84;75;NA;NA;NA;6;1
267;FALSE;FALSE;acs;3;2.43;3.81;0.8;31;0.27;NA;NA;15;1
268;FALSE;FALSE;mmas;3;1.18;9.93;0.6;13;NA;NA;NA;10;1
269;FALSE;FALSE;as;1;1.67;9.78;0.91;17;NA;NA;NA;9;1
270;FALSE;FALSE;mmas;3;1.5;8.89;0.84;50;NA;NA;NA;27;1
271;FALSE;FALSE;ras;3;1.39;9.63;0.57;78;NA;19;NA;13;1
272;FALSE;FALSE;as;3;0.57;7.04;0.71;82;NA;NA;NA;38;0
273;FALSE;FALSE;mmas;0;2.05;8.4;0.79;55;NA;NA;NA;NA;NA
274;FALSE;FALSE;acs;3;1.75;8.14;0.95;11;0.81;NA;NA;20;0
275;FALSE;FALSE;acs;3;3.31;8.15;0.99;28;0.55;NA;NA;15;1
276;FALSE;FALSE;mmas;3;1.31;8.18;0.95;63;NA;NA;NA;23;1
277;FALSE;FALSE;acs;3;3.09;9.15;0.98;39;0.82;NA;NA;6;1
278;FALSE;FALSE;mmas;3;2.22;8.78;0.88;74;NA;NA;NA;17;1
279;FALSE;FALSE;mmas;3;0.39;7.76;0.91;52;NA;NA;NA;19;1
280;FALSE;FALSE;mmas;3;0.36;8.31;0.77;77;NA;NA;NA;27;1
281;FALSE;FALSE;mmas;3;2.27;9.54;0.92;53;NA;NA;NA;14;1
282;FALSE;FALSE;acs;3;1.35;9.68;0.9;26;0.74;NA;NA;7;1
283;FALSE;FALSE;mmas;2;1.37;9.75;0.72;40;NA;NA;NA;13;1
284;FALSE;FALSE;mmas;1;1.71;7.52;0.9;52;NA;NA;NA;10;1
285;FALSE;FALSE;mmas;3;0.77;9.62;0.79;78;NA;NA;NA;12;1
286;FALSE;FALSE;mmas;0;0.56;9.26;0.87;53;NA;NA;NA;NA;NA
287;FALSE;FALSE;mmas;1;1.07;9.91;0.99;75;NA;NA;NA;16;1
288;FALSE;FALSE;mmas;0;2.97;9.49;0.86;33;NA;NA;NA;NA;NA
289;FALSE;FALSE;mmas;3;0.82;7.91;0.6;24;NA;NA;NA;25;1
290;FALSE;FALSE;mmas;3;0.67;6.91;0.89;45;NA;NA;NA;21;1
291;FALSE;FALSE;mmas;3;1.01;9.94;0.91;90;NA;NA;NA;33;1
292;FALSE;FALSE;mmas;2;1.86;8.08;0.62;37;NA;NA;NA;9;1
293;FALSE;FALSE;acs;2;3.67;9.2;0.71;40;0.55;NA;NA;6;0
294;FALSE;FALSE;mmas;3;0.48;8.5;0.64;40;NA;NA;NA;12;1
295;FALSE;FALSE;mmas;3;0.75;8.15;0.99;56;NA;NA;NA;15;1
296;FALSE;FALSE;mmas;3;1.09;5.78;0.91;43;NA;NA;NA;19;1
297;FALSE;FALSE;mmas;3;1.9;8.31;0.82;62;NA;NA;NA;31;1
298;FALSE;FALSE;acs;3;3.16;7.57;0.89;37;0.89;NA;NA;9;1
299;FALSE;FALSE;mmas;2;1.71;8.64;0.92;31;NA;NA;NA;20;1
300;FALSE;FALSE;as;3;1.56;9.48;0.8;33;NA;NA;NA;16;1
301;FALSE;FALSE;mmas;3;1.69;8.12;0.88;52;NA;NA;NA;23;1
302;FALSE;FALSE;mmas;1;1.64;7.1;0.97;56;NA;NA;NA;18;1
303;FALSE;FALSE;mmas;3;2.19;8.76;0.76;62;NA;NA;NA;13;1
304;FALSE;FALSE;mmas;3;1.76;7.51;0.87;50;NA;NA;NA;22;1
305;FALSE;FALSE;mmas;3;1.47;7.89;0.98;59;NA;NA;NA;14;1
306;FALSE;FALSE;as;1;1.02;5.66;0.55;41;NA;NA;NA;13;1
307;FALSE;FALSE;mmas;0;1.23;6;0.93;65;NA;NA;NA;NA;NA
308;FALSE;FALSE;mmas;3;1.62;7.65;0.81;90;NA;NA;NA;19;1
