CONFIG_ID;IS_ELITE;IS_BEST;algorithm;localsearch;alpha;beta;rho;ants;q0;rasrank;elitistants;nnls;dlb;ORIGINAL_CONFIG_ID;TESTING_CONFIG_ID
17;TRUE;FALSE;mmas;3;2.65;8.82;0.5;97;NA;NA;NA;25;0;17;17
60;TRUE;FALSE;acs;3;3.36;3.98;0.7;6;0.35;NA;NA;14;0;60;60
72;TRUE;FALSE;mmas;3;3.47;1.71;0.06;14;NA;NA;NA;31;1;72;72
78;TRUE;FALSE;eas;3;4.41;7.34;0.99;44;NA;NA;23;22;1;78;78
85;TRUE;FALSE;acs;3;2.69;7.65;0.52;17;0.51;NA;NA;27;0;85;85
108;TRUE;FALSE;mmas;3;0.82;4.75;0.79;10;NA;NA;NA;9;0;108;108
132;TRUE;FALSE;acs;3;2.97;7.65;0.48;47;0.79;NA;NA;41;1;132;132
188;TRUE;FALSE;acs;3;3.64;7.07;0.46;6;0.59;NA;NA;16;0;188;188
200;TRUE;FALSE;acs;3;2.98;1.9;0.46;53;0.05;NA;NA;26;0;200;200
234;TRUE;FALSE;acs;3;3.45;6.54;0.42;54;0.83;NA;NA;11;1;234;234
242;TRUE;FALSE;acs;3;2.75;6.83;0.62;33;0.47;NA;NA;15;0;242;242
272;TRUE;FALSE;acs;3;3.09;1.69;0.27;47;0.19;NA;NA;34;0;272;272
306;TRUE;FALSE;acs;3;4.01;7.29;0.7;64;0.85;NA;NA;7;0;306;306
325;TRUE;FALSE;acs;3;2.37;8.8;0.61;19;0.48;NA;NA;12;0;325;325
329;TRUE;FALSE;acs;3;3.31;1.49;0.25;48;0.18;NA;NA;40;0;329;329
355;TRUE;FALSE;acs;3;3.18;0.84;0.31;46;0.22;NA;NA;48;0;355;355
360;TRUE;TRUE;acs;3;3.79;2.75;0.15;49;0.05;NA;NA;28;0;360;360
362;TRUE;FALSE;acs;3;3.48;3.63;0.32;55;0.14;NA;NA;37;0;362;362
389;TRUE;FALSE;acs;3;3.66;3.17;0.13;43;0.13;NA;NA;30;0;389;389
420;TRUE;FALSE;acs;3;3.82;4.23;0.08;39;0.07;NA;NA;30;0;420;420
