CONFIG_ID;IS_ELITE;IS_BEST;algorithm;localsearch;alpha;beta;rho;ants;q0;rasrank;elitistants;nnls;dlb;ORIGINAL_CONFIG_ID;TESTING_CONFIG_ID
17;TRUE;FALSE;mmas;3;2.65;8.82;0.5;97;NA;NA;NA;25;0;17;17
27;TRUE;FALSE;acs;2;2.97;1.95;0.31;31;0.43;NA;NA;16;1;27;27
51;TRUE;FALSE;acs;3;3.09;3.8;0.61;63;0.32;NA;NA;20;0;51;51
76;TRUE;FALSE;acs;3;3.72;7.06;0.62;54;0.78;NA;NA;21;0;76;76
95;TRUE;FALSE;acs;3;2.49;5.27;0.82;69;0.98;NA;NA;8;0;95;95
99;TRUE;FALSE;ras;3;3.09;3.21;0.85;54;NA;44;NA;25;0;99;99
126;TRUE;FALSE;acs;3;3.41;2.91;0.85;67;0.8;NA;NA;14;0;126;126
150;TRUE;FALSE;acs;3;3.51;0.94;0.86;68;0.44;NA;NA;10;0;150;150
154;TRUE;FALSE;acs;3;2.93;2.31;0.86;72;0.72;NA;NA;10;0;154;154
157;TRUE;FALSE;acs;3;3.37;3.54;0.98;72;0.71;NA;NA;9;0;157;157
180;TRUE;FALSE;acs;3;3.68;4.8;0.47;56;0.48;NA;NA;18;0;180;180
187;TRUE;FALSE;acs;3;3.01;2.37;0.78;60;0.33;NA;NA;12;0;187;187
188;TRUE;TRUE;acs;3;2.57;2.33;0.78;62;0.7;NA;NA;9;0;188;188
221;TRUE;FALSE;acs;3;2.44;2.7;0.81;63;0.69;NA;NA;11;0;221;221
260;TRUE;FALSE;acs;3;3.73;5.42;0.47;59;0.37;NA;NA;15;0;260;260
295;TRUE;FALSE;acs;3;2.94;2.85;0.75;60;0.23;NA;NA;14;0;295;295
339;TRUE;FALSE;acs;3;2.68;1.96;0.72;59;0.33;NA;NA;10;0;339;339
