CONFIG_ID;IS_ELITE;IS_BEST;algorithm;localsearch;alpha;beta;rho;ants;q0;rasrank;elitistants;nnls;dlb
25;FALSE;FALSE;acs;0;0.29;0.02;0.03;25;0.9;NA;NA;NA;NA
26;FALSE;FALSE;mmas;2;2.79;5.02;0.52;73;NA;NA;NA;20;1
27;FALSE;FALSE;as;1;1.54;2.52;0.77;97;NA;NA;NA;8;1
28;FALSE;FALSE;ras;3;4.04;7.52;0.27;49;NA;45;NA;31;0
29;TRUE;FALSE;mmas;3;0.92;3.77;0.89;61;NA;NA;NA;48;0
30;FALSE;FALSE;ras;1;3.42;8.77;0.4;13;NA;82;NA;25;1
31;FALSE;FALSE;eas;0;4.67;6.27;0.64;85;NA;NA;445;NA;NA
32;FALSE;FALSE;acs;2;2.17;1.27;0.15;37;0.27;NA;NA;14;1
33;FALSE;FALSE;ras;2;4.74;5.81;0.75;23;NA;96;NA;45;1
34;FALSE;FALSE;mmas;0;2.24;0.81;0.26;71;NA;NA;NA;NA;NA
35;FALSE;FALSE;eas;3;3.49;8.31;0.5;95;NA;NA;199;10;0
36;FALSE;FALSE;acs;1;0.99;3.31;1;47;0.82;NA;NA;33;1
37;FALSE;FALSE;as;2;0.37;2.06;0.13;83;NA;NA;NA;28;1
38;FALSE;FALSE;ras;0;2.87;7.06;0.63;35;NA;34;NA;NA;NA
39;FALSE;FALSE;acs;3;1.62;4.56;0.88;11;0.44;NA;NA;16;0
40;FALSE;FALSE;mmas;1;4.12;9.56;0.38;59;NA;NA;NA;39;1
41;FALSE;FALSE;ras;1;1.93;7.68;0.07;5;NA;65;NA;19;1
42;FALSE;FALSE;as;3;4.43;2.68;0.57;53;NA;NA;NA;42;0
43;FALSE;FALSE;eas;0;0.68;5.18;0.81;77;NA;NA;59;NA;NA
44;FALSE;FALSE;acs;2;3.18;0.18;0.32;29;0.01;NA;NA;8;1
45;FALSE;FALSE;as;1;2.56;3.93;0.69;89;NA;NA;NA;13;1
46;FALSE;FALSE;eas;3;0.06;8.93;0.2;41;NA;NA;340;36;0
47;FALSE;FALSE;acs;0;3.81;1.43;0.44;17;0.63;NA;NA;NA;NA
48;FALSE;FALSE;mmas;2;1.31;6.43;0.94;65;NA;NA;NA;25;1
49;FALSE;FALSE;mmas;2;3.03;9.24;0.78;50;NA;NA;NA;49;0
50;FALSE;FALSE;ras;0;0.53;4.24;0.29;98;NA;50;NA;NA;NA
51;FALSE;FALSE;eas;1;1.78;1.74;0.54;26;NA;NA;316;38;0
52;FALSE;FALSE;acs;3;4.28;6.74;0.04;74;0.54;NA;NA;15;1
53;FALSE;FALSE;eas;2;2.4;2.99;0.41;62;NA;NA;35;32;0
54;FALSE;FALSE;as;0;4.9;7.99;0.91;14;NA;NA;NA;NA;NA
55;FALSE;FALSE;acs;1;3.65;5.49;0.16;86;0.16;NA;NA;43;0
56;TRUE;FALSE;mmas;3;1.15;0.49;0.66;38;NA;NA;NA;20;1
57;TRUE;FALSE;ras;3;2.71;2.37;0.97;80;NA;18;NA;41;1
58;FALSE;FALSE;as;1;0.21;7.37;0.47;32;NA;NA;NA;18;0
59;FALSE;FALSE;acs;0;1.46;9.87;0.72;56;0.35;NA;NA;NA;NA
60;FALSE;FALSE;mmas;2;3.96;4.87;0.23;8;NA;NA;NA;6;0
61;FALSE;FALSE;as;3;2.09;6.12;0.35;20;NA;NA;NA;35;1
62;FALSE;FALSE;eas;1;4.59;1.12;0.85;68;NA;NA;270;12;0
63;FALSE;FALSE;mmas;0;3.34;3.62;0.1;44;NA;NA;NA;NA;NA
64;FALSE;FALSE;ras;2;0.84;8.62;0.6;92;NA;81;NA;23;0
65;FALSE;FALSE;ras;2;2.91;8.07;0.25;70;NA;44;NA;48;0
66;FALSE;FALSE;mmas;0;0.41;3.07;0.74;22;NA;NA;NA;NA;NA
67;FALSE;FALSE;eas;3;4.16;5.57;0.99;46;NA;NA;6;14;1
68;FALSE;FALSE;acs;1;1.66;0.57;0.5;94;0.72;NA;NA;37;0
69;FALSE;FALSE;acs;3;1.03;1.82;0.37;58;0.09;NA;NA;19;1
70;FALSE;FALSE;mmas;1;3.53;6.82;0.87;10;NA;NA;NA;42;0
71;FALSE;FALSE;eas;0;4.78;9.32;0.13;82;NA;NA;287;NA;NA
72;FALSE;FALSE;as;2;2.28;4.32;0.62;34;NA;NA;NA;31;0
73;FALSE;FALSE;as;1;4.47;2.45;0.19;52;NA;NA;NA;11;0
74;FALSE;FALSE;eas;3;1.97;7.45;0.68;100;NA;NA;146;34;1
75;FALSE;FALSE;ras;0;3.22;4.95;0.93;76;NA;88;NA;NA;NA
76;FALSE;FALSE;mmas;2;0.72;9.95;0.44;28;NA;NA;NA;22;0
77;FALSE;FALSE;ras;1;0.1;6.2;0.56;64;NA;25;NA;16;0
78;FALSE;FALSE;as;3;2.6;1.2;0.06;16;NA;NA;NA;39;1
79;FALSE;FALSE;eas;0;1.35;8.7;0.31;40;NA;NA;240;NA;NA
80;FALSE;FALSE;acs;2;3.85;3.7;0.81;88;0.4;NA;NA;5;0
81;FALSE;FALSE;ras;2;0.56;0.88;0.9;7;NA;29;NA;29;1
82;FALSE;FALSE;as;0;3.06;5.88;0.4;55;NA;NA;NA;NA;NA
83;FALSE;FALSE;acs;1;4.31;8.38;0.65;31;0.31;NA;NA;41;1
84;FALSE;FALSE;mmas;3;1.81;3.38;0.16;79;NA;NA;NA;18;0
85;FALSE;FALSE;ras;0;2.44;2.13;0.78;43;NA;91;NA;NA;NA
86;FALSE;FALSE;mmas;2;4.94;7.13;0.28;91;NA;NA;NA;47;1
87;TRUE;FALSE;acs;3;3.69;9.63;0.53;19;0.94;NA;NA;12;0
88;FALSE;FALSE;eas;1;1.19;4.63;0.03;67;NA;NA;123;35;1
89;FALSE;FALSE;as;1;2.13;9.01;0.96;85;NA;NA;NA;21;1
90;FALSE;FALSE;ras;3;4.63;4.01;0.47;37;NA;72;NA;44;0
91;FALSE;FALSE;eas;2;3.38;1.51;0.71;61;NA;NA;357;9;1
92;FALSE;FALSE;eas;3;4.31;7.23;0.43;49;NA;NA;295;40;0
93;FALSE;FALSE;as;3;2.98;8.42;0.69;55;NA;NA;NA;28;0
94;FALSE;FALSE;eas;2;0.97;0.47;0.7;99;NA;NA;488;47;1
95;FALSE;FALSE;mmas;3;0.9;2.53;0.53;56;NA;NA;NA;20;1
96;FALSE;FALSE;mmas;2;0.32;1.37;0.73;33;NA;NA;NA;36;1
97;FALSE;FALSE;eas;0;0.3;4.84;0.73;44;NA;NA;94;NA;NA
98;FALSE;FALSE;mmas;3;3.79;7.36;0.67;34;NA;NA;NA;49;1
99;FALSE;FALSE;eas;2;2.94;5.43;0.54;73;NA;NA;466;29;1
100;FALSE;FALSE;mmas;2;2.52;1.39;0.31;66;NA;NA;NA;19;1
101;FALSE;FALSE;mmas;0;4.16;3.39;0.98;89;NA;NA;NA;NA;NA
102;FALSE;FALSE;acs;0;1.71;3.97;0.51;38;0.11;NA;NA;NA;NA
103;FALSE;FALSE;ras;0;4.13;1.74;0.76;18;NA;6;NA;NA;NA
104;FALSE;FALSE;ras;1;1.54;1.07;0.56;24;NA;52;NA;34;0
105;FALSE;FALSE;mmas;1;0.59;7.05;0.86;32;NA;NA;NA;12;1
106;FALSE;FALSE;acs;3;0.78;0.98;0.47;18;0.97;NA;NA;47;0
107;FALSE;FALSE;acs;2;0.53;0.65;0.29;88;0.3;NA;NA;45;1
108;FALSE;FALSE;mmas;3;0.42;1.08;0.75;12;NA;NA;NA;5;0
109;FALSE;FALSE;acs;2;4.15;8.47;0.32;42;0.66;NA;NA;10;1
110;FALSE;FALSE;acs;3;2.16;0.47;0.11;59;0.81;NA;NA;31;1
111;FALSE;FALSE;mmas;3;0.44;3.41;0.62;60;NA;NA;NA;39;0
112;FALSE;FALSE;acs;2;0.94;4.42;0.62;83;0.03;NA;NA;35;0
113;FALSE;FALSE;eas;0;2.33;5.61;0.77;77;NA;NA;485;NA;NA
114;FALSE;FALSE;eas;1;0.92;6.99;0.31;35;NA;NA;641;5;0
115;FALSE;FALSE;acs;3;4.61;9.08;0.65;50;0.59;NA;NA;19;1
116;FALSE;FALSE;eas;3;2.55;8.63;0.94;34;NA;NA;274;32;0
117;FALSE;FALSE;ras;3;3.19;8.1;0.53;73;NA;45;NA;42;0
118;FALSE;FALSE;mmas;2;1.33;2.21;0.85;61;NA;NA;NA;17;0
119;FALSE;FALSE;mmas;3;1.03;1.57;0.34;38;NA;NA;NA;33;0
120;FALSE;FALSE;mmas;3;4.29;6.38;0.54;29;NA;NA;NA;7;0
121;FALSE;FALSE;eas;1;2.56;2.87;0.74;71;NA;NA;275;41;0
122;FALSE;FALSE;as;2;2.26;1.83;1;73;NA;NA;NA;28;1
123;FALSE;FALSE;mmas;0;4.49;0.24;0.75;30;NA;NA;NA;NA;NA
124;FALSE;FALSE;mmas;2;1.69;1.41;0.85;68;NA;NA;NA;25;0
125;FALSE;FALSE;ras;1;2.47;3.43;0.77;98;NA;93;NA;40;0
126;FALSE;FALSE;ras;3;1.54;6.12;0.86;79;NA;51;NA;21;0
127;FALSE;FALSE;ras;0;4.86;8.41;0.53;14;NA;78;NA;NA;NA
128;FALSE;FALSE;mmas;2;1.92;0.91;0.41;29;NA;NA;NA;20;0
129;FALSE;FALSE;ras;1;2.97;2.75;0.7;88;NA;65;NA;31;1
130;FALSE;FALSE;ras;0;4.32;8.26;0.34;89;NA;66;NA;NA;NA
131;FALSE;FALSE;eas;3;3.77;9.66;0.1;67;NA;NA;339;7;0
132;FALSE;FALSE;eas;3;0.59;5.89;0.45;52;NA;NA;715;25;0
133;FALSE;FALSE;mmas;3;0.41;0.81;0.36;37;NA;NA;NA;20;1
134;FALSE;FALSE;ras;0;4.02;7.13;0.49;23;NA;24;NA;NA;NA
135;FALSE;FALSE;mmas;3;1.76;1.04;0.64;17;NA;NA;NA;40;1
136;FALSE;FALSE;eas;1;1.03;5.77;0.75;63;NA;NA;152;46;1
137;FALSE;FALSE;as;3;0.36;5.65;0.6;59;NA;NA;NA;31;0
138;FALSE;FALSE;eas;1;4.17;8.57;0.33;69;NA;NA;486;31;1
139;FALSE;FALSE;as;0;2.29;2.85;0.85;30;NA;NA;NA;NA;NA
140;FALSE;FALSE;as;1;0.96;9;0.55;45;NA;NA;NA;32;0
141;FALSE;FALSE;mmas;3;2.68;4.54;0.53;58;NA;NA;NA;33;0
142;FALSE;FALSE;eas;3;1.59;8.47;0.27;26;NA;NA;579;5;1
143;FALSE;FALSE;as;3;0.67;5.9;0.81;94;NA;NA;NA;36;1
144;FALSE;FALSE;eas;2;0.58;3.18;0.82;60;NA;NA;569;21;0
145;FALSE;FALSE;as;3;0.76;1.86;0.52;30;NA;NA;NA;32;1
146;FALSE;FALSE;mmas;2;0.67;2.33;0.14;56;NA;NA;NA;26;0
147;FALSE;FALSE;mmas;3;0.42;0.61;0.5;55;NA;NA;NA;10;0
148;FALSE;FALSE;ras;0;2.1;4.08;0.93;44;NA;24;NA;NA;NA
149;FALSE;FALSE;eas;2;0.29;9.32;0.78;54;NA;NA;564;39;0
150;FALSE;FALSE;as;0;2.42;5.18;0.5;36;NA;NA;NA;NA;NA
151;FALSE;FALSE;acs;3;3.15;5.84;1;25;0.68;NA;NA;39;1
152;FALSE;FALSE;eas;0;5;4.63;0.93;20;NA;NA;625;NA;NA
153;FALSE;FALSE;ras;2;0.41;0.27;0.92;95;NA;38;NA;23;1
154;FALSE;FALSE;mmas;3;1.81;5.45;0.59;17;NA;NA;NA;50;0
155;FALSE;FALSE;mmas;1;1.96;1.9;0.58;35;NA;NA;NA;20;0
156;FALSE;FALSE;eas;3;1.74;8.58;0.73;49;NA;NA;458;32;0
157;FALSE;FALSE;acs;3;0.98;3.05;0.37;41;0.94;NA;NA;41;1
158;FALSE;FALSE;eas;1;3.97;1;0.38;46;NA;NA;399;19;1
159;FALSE;FALSE;acs;3;4.33;4.66;0.27;31;0.37;NA;NA;9;0
160;FALSE;FALSE;mmas;2;1.75;2.82;0.63;42;NA;NA;NA;43;0
161;FALSE;FALSE;as;2;1.81;6.24;0.48;62;NA;NA;NA;47;0
162;FALSE;FALSE;acs;3;2.88;6.84;0.82;77;0.16;NA;NA;39;1
163;FALSE;FALSE;as;2;4.38;1.57;0.87;85;NA;NA;NA;27;0
164;FALSE;FALSE;acs;2;3.37;7.33;0.46;15;0.6;NA;NA;16;1
165;FALSE;FALSE;ras;1;0.61;7.69;0.44;8;NA;1;NA;33;0
166;FALSE;FALSE;ras;3;4.14;1.97;0.57;5;NA;53;NA;7;0
167;FALSE;FALSE;eas;1;0.72;3.53;0.84;17;NA;NA;37;21;1
168;FALSE;FALSE;eas;1;4.38;7.95;0.18;47;NA;NA;55;13;0
169;FALSE;FALSE;eas;1;4.94;3.14;0.99;41;NA;NA;150;50;1
170;FALSE;FALSE;as;3;3.31;6.39;0.9;88;NA;NA;NA;9;0
171;FALSE;FALSE;ras;2;1.88;3.64;0.72;46;NA;52;NA;28;0
172;FALSE;FALSE;mmas;3;1.44;0.72;0.56;30;NA;NA;NA;28;1
173;FALSE;FALSE;mmas;1;2.55;2.45;0.79;17;NA;NA;NA;15;0
174;FALSE;FALSE;mmas;2;0.79;0.64;0.75;16;NA;NA;NA;22;1
175;TRUE;FALSE;mmas;3;1.18;4.69;0.7;21;NA;NA;NA;19;1
176;FALSE;FALSE;mmas;2;1.5;3.42;0.49;62;NA;NA;NA;39;1
177;FALSE;FALSE;ras;3;0.2;0.76;0.59;50;NA;86;NA;9;1
178;FALSE;FALSE;mmas;3;1.34;0.78;0.89;17;NA;NA;NA;18;1
179;FALSE;FALSE;ras;0;2.06;4.51;0.79;49;NA;97;NA;NA;NA
180;FALSE;FALSE;mmas;3;0.51;4.07;0.95;73;NA;NA;NA;36;0
181;FALSE;FALSE;ras;1;0.64;0.73;0.91;28;NA;47;NA;10;0
182;FALSE;FALSE;mmas;3;2.43;6.97;0.96;64;NA;NA;NA;21;1
183;FALSE;FALSE;mmas;3;2.1;3.83;0.51;49;NA;NA;NA;19;1
184;FALSE;FALSE;mmas;3;1;3.1;0.14;59;NA;NA;NA;14;1
185;FALSE;FALSE;mmas;1;0.97;3.02;0.62;23;NA;NA;NA;23;0
186;TRUE;FALSE;acs;3;2.44;0.64;0.42;27;0.71;NA;NA;22;1
187;FALSE;FALSE;mmas;0;3.08;2.11;0.52;70;NA;NA;NA;NA;NA
188;FALSE;FALSE;as;3;2.98;0.75;0.86;54;NA;NA;NA;15;0
189;FALSE;FALSE;as;3;3.04;3.48;0.5;31;NA;NA;NA;35;1
190;FALSE;FALSE;mmas;1;2.33;5.44;0.56;29;NA;NA;NA;24;1
191;FALSE;FALSE;mmas;3;1.78;0.82;0.57;16;NA;NA;NA;30;1
192;FALSE;FALSE;mmas;3;1.71;2.47;0.73;48;NA;NA;NA;23;1
193;FALSE;FALSE;ras;3;3.28;1.51;0.61;66;NA;86;NA;10;1
194;FALSE;FALSE;acs;3;0.03;1.02;0.49;13;0.97;NA;NA;26;1
195;FALSE;FALSE;as;3;0.63;4.24;0.74;65;NA;NA;NA;18;1
196;FALSE;FALSE;mmas;0;1.03;2.71;0.69;40;NA;NA;NA;NA;NA
197;FALSE;FALSE;mmas;3;1.78;0.19;0.79;18;NA;NA;NA;14;0
198;FALSE;FALSE;eas;3;0.44;0.22;0.79;61;NA;NA;188;20;0
199;FALSE;FALSE;mmas;3;0.49;3.25;0.5;50;NA;NA;NA;21;1
200;FALSE;FALSE;mmas;2;0.96;0.41;0.88;74;NA;NA;NA;18;1
201;FALSE;FALSE;ras;0;0.11;2.17;0.44;66;NA;33;NA;NA;NA
202;FALSE;FALSE;mmas;3;1.34;2.01;0.93;41;NA;NA;NA;19;1
203;FALSE;FALSE;mmas;1;0.9;1.91;0.95;10;NA;NA;NA;10;1
204;FALSE;FALSE;mmas;3;0.71;0.33;0.83;75;NA;NA;NA;18;1
205;FALSE;FALSE;mmas;1;1.96;0.52;0.52;65;NA;NA;NA;7;0
206;FALSE;FALSE;mmas;1;1.19;3.25;0.61;55;NA;NA;NA;18;1
207;FALSE;FALSE;mmas;0;1.07;1.39;0.69;65;NA;NA;NA;NA;NA
208;FALSE;FALSE;mmas;3;0.73;3.17;0.46;5;NA;NA;NA;23;1
209;FALSE;FALSE;mmas;3;3.83;0.94;0.66;34;NA;NA;NA;6;1
210;FALSE;FALSE;eas;3;1.88;1.28;0.74;41;NA;NA;223;17;1
211;FALSE;FALSE;mmas;3;0.94;5.03;0.42;41;NA;NA;NA;19;0
212;FALSE;FALSE;as;2;2.24;1.15;0.44;46;NA;NA;NA;27;0
213;FALSE;FALSE;as;3;0.27;3.87;0.34;25;NA;NA;NA;19;1
214;FALSE;FALSE;mmas;3;0.07;1.86;0.9;23;NA;NA;NA;13;1
215;FALSE;FALSE;mmas;3;0.9;2.03;0.56;51;NA;NA;NA;31;1
216;FALSE;FALSE;mmas;2;0.96;0.63;0.77;40;NA;NA;NA;20;1
217;FALSE;FALSE;mmas;3;2.98;0.6;0.85;33;NA;NA;NA;17;1
218;FALSE;FALSE;mmas;3;0.98;0.08;0.63;75;NA;NA;NA;21;1
219;FALSE;FALSE;mmas;3;2.02;2.03;0.56;74;NA;NA;NA;17;0
220;FALSE;FALSE;mmas;3;2.65;0.77;0.63;68;NA;NA;NA;12;1
221;FALSE;FALSE;acs;3;0.9;2.79;0.69;43;0.72;NA;NA;31;0
222;TRUE;FALSE;mmas;3;1.4;0.65;0.73;43;NA;NA;NA;12;1
223;FALSE;FALSE;ras;0;0.43;6.05;0.47;23;NA;44;NA;NA;NA
224;FALSE;FALSE;acs;3;0.83;2.6;0.82;52;0.29;NA;NA;27;1
225;FALSE;FALSE;ras;3;0.45;0.13;0.57;32;NA;84;NA;30;1
226;FALSE;FALSE;mmas;3;0.13;0.31;0.66;40;NA;NA;NA;18;1
227;FALSE;FALSE;as;3;2.01;4.08;0.74;56;NA;NA;NA;24;0
228;FALSE;FALSE;acs;0;1.96;1.05;0.62;22;0.85;NA;NA;NA;NA
229;FALSE;FALSE;mmas;3;1.65;0.11;0.61;56;NA;NA;NA;28;1
230;FALSE;FALSE;mmas;1;0.1;2.77;0.42;8;NA;NA;NA;18;1
231;FALSE;FALSE;mmas;3;0.71;1.27;0.82;10;NA;NA;NA;23;1
232;FALSE;FALSE;ras;3;1.1;2.11;0.25;36;NA;6;NA;15;0
233;FALSE;FALSE;eas;3;1.37;5.06;0.85;29;NA;NA;712;15;0
234;FALSE;FALSE;ras;3;3.07;3;0.51;60;NA;93;NA;40;1
235;FALSE;FALSE;acs;1;0.46;2.12;0.41;33;0.33;NA;NA;18;0
236;FALSE;FALSE;ras;3;0.26;4.03;0.5;36;NA;13;NA;22;0
237;FALSE;FALSE;mmas;3;3.59;1.69;0.46;65;NA;NA;NA;28;0
238;TRUE;FALSE;acs;3;1.28;3.58;0.57;44;0.47;NA;NA;15;1
239;FALSE;FALSE;mmas;3;2.22;3.28;0.65;43;NA;NA;NA;31;1
240;FALSE;FALSE;mmas;3;0.46;4.77;0.32;63;NA;NA;NA;38;1
241;FALSE;FALSE;mmas;3;2.75;3.33;0.48;29;NA;NA;NA;13;1
242;FALSE;FALSE;acs;3;2.23;0.08;0.35;65;0.1;NA;NA;27;0
243;FALSE;FALSE;mmas;1;1.55;0.09;0.22;36;NA;NA;NA;30;1
244;FALSE;FALSE;mmas;2;2.73;7.08;0.78;32;NA;NA;NA;12;1
245;FALSE;FALSE;as;3;1.72;2.47;0.97;24;NA;NA;NA;31;1
246;FALSE;FALSE;mmas;3;1.71;1.73;0.57;37;NA;NA;NA;34;1
247;FALSE;FALSE;mmas;3;1;0.2;0.49;47;NA;NA;NA;15;1
248;FALSE;FALSE;mmas;3;1.53;0.34;0.41;46;NA;NA;NA;15;1
249;FALSE;FALSE;mmas;1;0.46;1.81;0.43;25;NA;NA;NA;33;1
250;FALSE;FALSE;mmas;2;1.57;1.17;0.61;32;NA;NA;NA;12;1
251;FALSE;FALSE;mmas;3;0.5;6.33;0.66;30;NA;NA;NA;19;1
252;FALSE;FALSE;acs;3;2.31;0.63;0.38;34;0.87;NA;NA;18;0
253;FALSE;FALSE;mmas;3;0.2;6.51;0.76;22;NA;NA;NA;35;0
254;FALSE;FALSE;mmas;3;0.76;3.44;0.67;39;NA;NA;NA;17;1
255;FALSE;FALSE;acs;0;2.53;1.76;0.78;18;0.98;NA;NA;NA;NA
256;FALSE;FALSE;mmas;3;0.43;4.94;0.85;39;NA;NA;NA;19;1
257;FALSE;FALSE;mmas;1;1.36;6.49;0.61;27;NA;NA;NA;20;1
258;FALSE;FALSE;mmas;3;1.07;2.75;0.85;51;NA;NA;NA;25;0
259;FALSE;FALSE;as;3;3.14;0.8;0.17;56;NA;NA;NA;17;1
260;FALSE;FALSE;mmas;0;2.18;2.45;0.7;6;NA;NA;NA;NA;NA
261;FALSE;FALSE;mmas;0;1.92;0.6;0.73;42;NA;NA;NA;NA;NA
262;FALSE;FALSE;mmas;1;2.49;3.36;0.81;50;NA;NA;NA;12;1
263;FALSE;FALSE;mmas;1;1.56;1.26;0.47;34;NA;NA;NA;17;0
264;FALSE;FALSE;acs;3;0.92;0.49;0.61;38;0.4;NA;NA;21;1
265;FALSE;FALSE;mmas;3;0.65;0.62;0.57;49;NA;NA;NA;18;1
266;TRUE;FALSE;mmas;3;0.96;3.21;0.61;10;NA;NA;NA;18;1
267;FALSE;FALSE;ras;3;2.18;1.41;0.36;20;NA;8;NA;19;1
268;FALSE;FALSE;mmas;3;0.57;3.9;0.6;9;NA;NA;NA;14;1
269;FALSE;FALSE;ras;3;1.14;1.19;0.78;49;NA;86;NA;11;1
270;FALSE;FALSE;acs;1;1.34;3.81;0.83;5;0.46;NA;NA;17;1
271;FALSE;FALSE;mmas;3;0.72;4.3;0.65;19;NA;NA;NA;16;0
272;FALSE;FALSE;mmas;0;1.24;0.7;0.73;30;NA;NA;NA;NA;NA
273;FALSE;FALSE;mmas;3;1.85;1.7;0.59;42;NA;NA;NA;27;1
274;FALSE;FALSE;mmas;3;2.54;5.41;0.65;21;NA;NA;NA;18;1
275;FALSE;FALSE;ras;3;0.86;0.79;0.73;45;NA;61;NA;28;1
276;FALSE;FALSE;mmas;0;1.06;0.18;0.69;47;NA;NA;NA;NA;NA
277;FALSE;FALSE;mmas;3;0.72;4.61;0.7;19;NA;NA;NA;31;1
278;FALSE;FALSE;mmas;3;0.19;4.06;0.8;17;NA;NA;NA;29;1
279;FALSE;FALSE;mmas;3;1.5;0.91;0.73;25;NA;NA;NA;14;1
280;FALSE;FALSE;mmas;3;1.26;4.41;0.75;25;NA;NA;NA;14;1
281;FALSE;FALSE;mmas;0;1.19;0.38;0.67;28;NA;NA;NA;NA;NA
282;FALSE;FALSE;as;3;3.03;1.71;0.5;48;NA;NA;NA;31;0
283;FALSE;FALSE;acs;3;2.83;2.12;0.31;22;0.84;NA;NA;26;0
284;FALSE;FALSE;eas;3;1.24;5.21;0.47;42;NA;NA;134;18;0
285;FALSE;FALSE;mmas;3;2.72;0.06;0.75;41;NA;NA;NA;9;1
286;FALSE;FALSE;mmas;3;0.26;2.85;0.68;51;NA;NA;NA;15;1
287;FALSE;FALSE;mmas;3;0.9;1.69;0.61;28;NA;NA;NA;11;1
288;FALSE;FALSE;acs;3;3.06;2.9;0.43;42;0.13;NA;NA;20;1
289;TRUE;FALSE;acs;3;1.9;1.48;0.34;41;0.64;NA;NA;32;1
290;FALSE;FALSE;mmas;3;0.75;4.98;0.67;42;NA;NA;NA;28;1
291;FALSE;FALSE;mmas;3;2.33;0.27;0.57;42;NA;NA;NA;13;1
292;FALSE;FALSE;mmas;3;1.58;5.61;0.8;66;NA;NA;NA;12;1
293;FALSE;FALSE;as;3;2.8;1.5;0.73;67;NA;NA;NA;27;1
294;FALSE;FALSE;mmas;3;2.04;4.68;0.76;20;NA;NA;NA;6;1
295;FALSE;FALSE;mmas;3;1.16;2.28;0.5;12;NA;NA;NA;26;1
296;FALSE;FALSE;acs;3;1.13;4.45;0.56;38;0.5;NA;NA;24;1
297;FALSE;FALSE;mmas;0;2.09;0.54;0.07;46;NA;NA;NA;NA;NA
298;FALSE;FALSE;mmas;3;0.36;0.15;0.77;34;NA;NA;NA;26;1
299;FALSE;FALSE;mmas;3;2.59;0.54;0.63;45;NA;NA;NA;19;1
300;FALSE;FALSE;acs;3;2.73;2.11;0.21;37;0.96;NA;NA;13;1
301;FALSE;FALSE;eas;3;0.16;0.97;0.96;11;NA;NA;319;7;1
302;FALSE;FALSE;acs;3;2.18;2.27;0.3;17;0.91;NA;NA;25;1
303;FALSE;FALSE;as;3;1.06;1.04;0.85;35;NA;NA;NA;10;1
304;FALSE;FALSE;mmas;3;0.1;0.34;1;53;NA;NA;NA;22;1
305;FALSE;FALSE;ras;3;1.18;0.7;0.38;36;NA;24;NA;27;1
306;FALSE;FALSE;ras;3;1.34;0.05;0.43;33;NA;23;NA;17;1
307;FALSE;FALSE;acs;3;1.98;1.35;0.27;49;0.73;NA;NA;29;0
308;FALSE;FALSE;mmas;2;1.51;3.43;0.64;30;NA;NA;NA;29;1
309;FALSE;FALSE;ras;2;0.83;2.3;0.86;49;NA;37;NA;16;1
310;FALSE;FALSE;mmas;3;2.05;0.06;0.43;31;NA;NA;NA;20;1
311;FALSE;FALSE;mmas;2;1.35;2.95;0.73;34;NA;NA;NA;17;1
312;FALSE;FALSE;mmas;0;0.64;7.55;0.65;12;NA;NA;NA;NA;NA
